gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
LP_001783	152	122.1	-Inf	0.337	0.04054
LP_30315	499	124.9	-Inf	0.3594	0.04369
LN_000224	63	128.1	-Inf	0.3869	0.04751
LP_18882	315	128.6	-Inf	0.3873	0.04804
LP_28868	473	129.4	-Inf	0.3916	0.04907
PP_039697	731	1.821	Inf	1.147e-09	1.438e-12
LP_001948	164	2	Inf	1.31e-09	3.283e-12
LP_002047	170	4.043	Inf	2.211e-07	8.312e-10
LP_002036	169	6.258	Inf	3.347e-06	1.678e-08
PP_043273	752	7.36	Inf	7.641e-06	4.788e-08
LP_001959	165	8.769	Inf	1.905e-05	1.433e-07
LP_009288	262	9.712	Inf	3.046e-05	2.672e-07
LP_009310	264	11.79	Inf	8.411e-05	8.432e-07
LP_002058	171	14.11	Inf	0.0002095	2.363e-06
LP_003928	225	18.56	Inf	0.0008492	1.064e-05
LP_27028	445	18.93	Inf	0.0008558	1.18e-05
LP_27435	451	22.5	Inf	0.001941	2.919e-05
LP_27237	447	24.67	Inf	0.002866	4.669e-05
LP_34206	557	26.34	Inf	0.003701	6.493e-05
LP_003730	221	26.96	Inf	0.003873	7.28e-05
LP_19486	346	27.18	Inf	0.00378	7.58e-05
LP_002355	185	27.31	Inf	0.003644	7.764e-05
LP_002157	175	29.18	Inf	0.004769	0.0001076
LP_002311	184	29.69	Inf	0.004922	0.0001172
PP_041929	741	32.81	Inf	0.007562	0.0001895
LP_002168	176	34.85	Inf	0.009594	0.0002525
LP_002300	183	35.17	Inf	0.009566	0.0002637
LP_002457	192	36.6	Inf	0.01102	0.0003176
PN_027554	711	37.38	Inf	0.01165	0.0003504
LP_002256	179	37.51	Inf	0.01137	0.0003563
PP_049919	770	37.7	Inf	0.01119	0.0003646
LP_003939	226	38.77	Inf	0.01226	0.0004147
LP_001937	163	39.03	Inf	0.0122	0.000428
LP_002479	194	41.24	Inf	0.01513	0.00055
LP_002146	174	42.35	Inf	0.0165	0.0006204
LP_004148	231	43.46	Inf	0.01795	0.0006972
LP_003128	205	44.92	Inf	0.02014	0.0008076
LP_004632	251	45.52	Inf	0.02073	0.0008571
LP_001871	159	45.63	Inf	0.02033	0.0008663
LP_004643	252	46.4	Inf	0.02127	0.0009329
LP_001970	166	47.02	Inf	0.02193	0.0009895
LP_000763	126	49.17	Inf	0.02594	0.001203
LP_002523	198	50.07	Inf	0.02734	0.001302
LP_002289	182	50.89	Inf	0.02858	0.001397
LP_002512	197	53.5	Inf	0.03453	0.001731
LP_21506	380	53.93	Inf	0.03488	0.001792
LP_0094421	270	55.41	Inf	0.03818	0.00201
LP_002179	177	56.09	Inf	0.03927	0.002116
LP_002366	186	57.08	Inf	0.0413	0.002277
LP_002267	180	57.79	Inf	0.04254	0.002399
LP_002025	168	60.59	Inf	0.05068	0.002921
PP_0426731	748	62.82	-430.656565283241	0.05756	0.00339
LP_004137	230	63.08	Inf	0.05732	0.003448
LP_20366	368	63.25	Inf	0.05675	0.003485
LP_23980	401	63.45	Inf	0.05637	0.003532
LP_20797	371	63.65	Inf	0.05599	0.003578
LP_35311	576	63.73	Inf	0.05516	0.003595
PN_022850	694	64.15	Inf	0.0556	0.003693
LP_25837	421	65.05	Inf	0.05777	0.00391
LP_32844	539	67.86	Inf	0.06727	0.004637
PP_042313	744	69.23	Inf	0.0716	0.005024
LP_003917	224	70.99	Inf	0.07774	0.005553
LP_34061	555	71.81	Inf	0.07996	0.005812
LP_35195	573	75.22	Inf	0.09435	0.006976
LP_002278	181	75.59	Inf	0.09455	0.007109
LP_002069	172	75.7	Inf	0.09353	0.00715
LP_002377	187	79.1	Inf	0.1091	0.00848
LP_35310	575	80.11	Inf	0.1128	0.008903
LP_33935	553	80.46	Inf	0.1129	0.009053
LP_23085	394	82.5	Inf	0.1223	0.009963
LP_0094311	269	83.06	-Inf	0.1236	0.01023
LP_004654	253	83.5	Inf	0.1242	0.01043
LP_004181	232	86.7	Inf	0.1411	0.01202
LP_003719	220	86.89	Inf	0.1402	0.01212
LP_002245	178	88.2	Inf	0.1461	0.01282
PP_049177	766	88.78	Inf	0.1476	0.01314
LP_36950	605	89.44	Inf	0.1496	0.0135
LP_17635	277	89.63	Inf	0.1488	0.01361
LP_29154	479	92.68	Inf	0.166	0.0154
LP_36495	595	94.33	Inf	0.1748	0.01643
LP_003741	222	94.86	Inf	0.1761	0.01677
LP_003950	227	95.56	Inf	0.1785	0.01723
LP_002410	190	95.66	Inf	0.1769	0.01729
LP_20946	376	96.35	Inf	0.1793	0.01775
PN_022594	691	98.51	Inf	0.1918	0.01923
LP_20090	363	98.77	Inf	0.1912	0.01941
LP_004500	241	100.3	Inf	0.2	0.02055
LP_002388	188	101.4	Inf	0.2051	0.02134
LP_004489	240	102.5	Inf	0.2109	0.0222
LP_002399	189	102.7	Inf	0.2096	0.02233
LP_004423	235	103.2	Inf	0.2105	0.02269
PP_039025	729	103.7	Inf	0.2122	0.02313
LP_004566	246	104.9	Inf	0.2183	0.02408
PP_039865	733	105.6	Inf	0.2205	0.02459
LP_25975	424	106	Inf	0.2213	0.02496
LP_26370	432	107	Inf	0.2264	0.02582
LP_19835	359	107.7	Inf	0.2287	0.02637
LP_004434	236	109.3	Inf	0.2385	0.02779
LP_004467	239	109.6	Inf	0.2383	0.02807
LP_002930	202	112.1	Inf	0.2548	0.03033
LP_25476	419	112.2	Inf	0.2531	0.03045
LP_22581	387	113.4	Inf	0.2594	0.03153
PP_051191	772	114.9	Inf	0.2685	0.03297
LP_001882	160	115.2	Inf	0.2684	0.0333
LP_37187	611	117.4	Inf	0.2832	0.03548
LP_34819	563	121.8	Inf	0.3179	0.04024
LP_36313	591	122	Inf	0.3161	0.0404
LP_38092	647	123.7	Inf	0.3281	0.04234
PP_0469211	763	124.7	-Inf	0.3337	0.0435
LP_36412	593	125.3	Inf	0.3354	0.04414
LP_21385	379	127.3	Inf	0.3505	0.04656
GC_045	34	127.9	Inf	0.3522	0.04723
LP_004665	254	128.1	Inf	0.3512	0.04753
LP_37300	615	128.3	Inf	0.3491	0.04768
LP_27560	453	129.1	Inf	0.3538	0.04877
