gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
LP_19551	350	69.67	-Inf	0.232	0.01047
LP_000906	131	69.84	-Inf	0.2275	0.01055
PP_042409	745	70.8	Inf	0.2315	0.01103
PN_022850	694	71.12	-Inf	0.229	0.01119
LP_002457	192	74.79	-Inf	0.2626	0.01316
LP_30223	496	75.5	-Inf	0.2641	0.01357
LP_003029	203	76.6	-Inf	0.27	0.01421
LP_19035	324	77.39	-Inf	0.2725	0.01468
LP_19486	346	80.87	-Inf	0.3059	0.01687
LP_29154	479	81.4	-Inf	0.3053	0.01722
LP_18725	310	87.66	-Inf	0.3759	0.02167
PN_023378	698	89.34	-Inf	0.3899	0.02296
PP_046921	763	94.6	-Inf	0.4538	0.0273
LP_001860	158	94.94	Inf	0.4493	0.02759
LP_28580	470	97.51	-Inf	0.4769	0.02988
LP_31538	515	98.5	-Inf	0.4817	0.03078
LP_21385	379	98.86	-Inf	0.4776	0.03112
LP_002468	193	99.2	-Inf	0.4733	0.03143
LP_28871	474	99.4	-Inf	0.4673	0.03162
LP_20843	373	99.64	-Inf	0.4622	0.03186
LP_31689	516	102	-Inf	0.4858	0.03409
LP_18882	315	102.7	-Inf	0.4879	0.03485
LP_003436	214	104.4	-Inf	0.5025	0.03653
LP_19912	362	105.6	-Inf	0.5111	0.03779
LP_009442	270	107	Inf	0.5215	0.03921
PP_034919	717	108.6	-Inf	0.5355	0.04093
LN_16499	109	109.9	-Inf	0.5443	0.04229
PP_039865	733	110.4	-Inf	0.5423	0.04282
LP_28693	472	114.1	-Inf	0.5871	0.04708
PP_039913	734	114.5	-Inf	0.5838	0.04756
PP_042673	748	5.315	Inf	0.0001384	1.735e-07
LP_001959	165	7.797	Inf	0.0005065	1.27e-06
LP_001948	164	8.122	Inf	0.0004139	1.556e-06
LP_002058	171	10.85	Inf	0.00126	6.316e-06
PP_042697	749	11.75	Inf	0.001461	9.154e-06
LP_34206	557	12.1	Inf	0.001396	1.05e-05
LP_002311	184	12.42	Inf	0.001349	1.183e-05
LP_002047	170	12.78	Inf	0.001349	1.352e-05
LP_001970	166	22.64	Inf	0.01454	0.000164
LP_35311	576	25.34	Inf	0.02079	0.0002605
LP_002036	169	25.93	Inf	0.02071	0.0002855
LP_001882	160	26.03	Inf	0.01929	0.0002901
LP_002179	177	26.29	Inf	0.01854	0.000302
LP_33935	553	28.05	Inf	0.02228	0.0003909
LP_001871	159	28.51	Inf	0.02219	0.0004171
PP_052705	773	29.85	Inf	0.02491	0.0004995
LP_003730	221	32.33	Inf	0.03193	0.0006802
LP_002300	183	33.09	Inf	0.03296	0.0007434
LP_35195	573	35.14	Inf	0.03926	0.0009347
LP_003939	226	38.66	Inf	0.05334	0.001337
PN_027202	708	40.21	Inf	0.05878	0.001547
LP_0019371	163	48.76	Inf	0.1125	0.003103
LP_002168	176	49.56	Inf	0.114	0.003286
LP_002069	172	51.4	Inf	0.1242	0.003736
PP_0424091	745	55.31	Inf	0.1539	0.004821
LP_004148	231	55.86	Inf	0.1531	0.004989
LP_35310	575	56.89	Inf	0.157	0.005311
PP_043273	752	58.87	Inf	0.1701	0.005969
LP_003741	222	60.77	Inf	0.1829	0.006646
LP_26834	442	63.6	Inf	0.2059	0.007742
PN_022578	690	65.01	Inf	0.2144	0.008328
LP_003950	227	66.33	Inf	0.222	0.008902
PP_035017	718	69.06	Inf	0.2459	0.01017
LP_0018601	158	69.97	Inf	0.2491	0.01061
LP_0094421	270	70.94	Inf	0.253	0.0111
LP_34061	555	71.77	Inf	0.2555	0.01152
LP_002157	175	72.76	Inf	0.2599	0.01205
LP_36313	591	72.85	Inf	0.2541	0.0121
LP_32844	539	75.43	Inf	0.2768	0.01353
PP_035327	720	76.73	Inf	0.2851	0.01429
LP_004467	239	77.04	Inf	0.2817	0.01447
PP_043705	754	77.49	Inf	0.28	0.01474
LP_004137	230	80.85	Inf	0.3128	0.01685
LP_34819	563	83.15	Inf	0.3337	0.0184
LP_37187	611	84.64	Inf	0.3448	0.01945
LP_003928	225	84.98	Inf	0.3416	0.01969
LP_37241	613	86.29	Inf	0.3505	0.02064
LP_002289	182	89	Inf	0.3773	0.02269
LP_001816	155	94.5	Inf	0.4432	0.02721
LP_002355	185	96.81	Inf	0.4668	0.02925
LP_004181	232	96.86	Inf	0.4583	0.02929
LP_33820	550	98.44	Inf	0.4716	0.03073
PP_0469211	763	101.5	-Inf	0.5057	0.03359
LP_37109	610	103.1	Inf	0.5209	0.03525
LP_27028	445	103.9	Inf	0.5217	0.03596
LP_24810	410	107.3	Inf	0.5638	0.03956
LP_003598	218	108.5	Inf	0.5718	0.04085
LP_35194	572	108.8	Inf	0.5664	0.04117
LP_002146	174	113.8	Inf	0.6322	0.04674
LP_004632	251	113.9	Inf	0.6235	0.04688
PP_038617	725	114.7	Inf	0.6243	0.04772
