gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
PP_054769	780	70.56	-Inf	0.2766	0.02253
LP_28693	472	70.64	-Inf	0.2733	0.0226
LP_003939	226	72.64	-Inf	0.2885	0.02422
LP_32559	532	72.78	-Inf	0.2856	0.02434
LP_36212	589	73.03	-Inf	0.2839	0.02455
LP_002399	189	76.83	-Inf	0.3169	0.02779
LP_32444	531	76.92	-Inf	0.3132	0.02787
LN_004922	90	77.4	-Inf	0.3136	0.0283
LN_005041	92	77.6	-Inf	0.3113	0.02847
LP_29154	479	78.17	-Inf	0.3125	0.02898
LP_009365	265	79.67	-Inf	0.3227	0.03033
LP_22581	387	80.15	-Inf	0.3231	0.03077
PN_023378	698	80.61	-Inf	0.3232	0.03119
LP_33933	552	83.87	-Inf	0.3504	0.03425
LP_19912	362	88.06	-Inf	0.3873	0.03834
LP_27026	443	88.12	-Inf	0.3831	0.0384
LP_27560	453	88.6	-Inf	0.3831	0.03888
LP_004687	256	89.25	-Inf	0.3848	0.03955
LP_31689	516	89.37	-Inf	0.3814	0.03967
LP_002410	190	89.76	-Inf	0.3807	0.04007
LP_37330	616	94.28	-Inf	0.4207	0.04481
LP_37954	641	95.67	-Inf	0.4298	0.04632
LP_32706	536	95.8	-Inf	0.4262	0.04646
LP_34819	563	96.4	-Inf	0.4273	0.04712
LP_20243	367	98.81	-Inf	0.4467	0.04982
PP_042673	748	1	Inf	1.57e-06	1.968e-09
PP_042697	749	3.42	Inf	0.0003419	8.568e-07
PP_042409	745	3.557	Inf	0.0002694	1.013e-06
PP_039697	731	4.579	Inf	0.0005772	2.893e-06
PP_051191	772	5.013	Inf	0.0006668	4.178e-06
PP_052705	773	5.313	Inf	0.0007017	5.276e-06
PP_039001	728	7.652	Inf	0.002513	2.204e-05
PN_027202	708	7.958	Inf	0.002557	2.563e-05
PP_049919	770	10.88	Inf	0.007168	8.084e-05
PP_044689	759	11.29	Inf	0.007351	9.212e-05
PP_038879	727	11.45	Inf	0.007006	9.657e-05
LP_001860	158	13.14	Inf	0.01029	0.0001548
PN_022578	690	13.61	Inf	0.0107	0.0001743
PP_046921	763	15.58	Inf	0.01557	0.0002731
PP_035017	718	16.66	Inf	0.0181	0.0003403
LP_001937	163	19.27	Inf	0.0271	0.0005434
PN_022594	691	20.63	Inf	0.03165	0.0006742
PP_035327	720	21.54	Inf	0.03426	0.0007727
LP_27028	445	22.15	Inf	0.03539	0.0008426
LP_35311	576	23.04	Inf	0.03801	0.0009527
PP_043705	754	23.99	Inf	0.04097	0.001078
LP_19083	327	25.96	Inf	0.04984	0.001374
PN_027554	711	29.26	Inf	0.06836	0.00197
PP_036985	722	31.06	Inf	0.07823	0.002353
PP_039025	729	31.81	Inf	0.08063	0.002526
PP_041713	739	32.41	Inf	0.08192	0.002669
LP_001805	154	34.48	Inf	0.09456	0.003199
LP_002512	197	38	Inf	0.1208	0.004239
PP_037201	723	39.12	Inf	0.1267	0.004604
PP_054361	775	39.49	Inf	0.1259	0.004732
PP_038329	724	39.56	Inf	0.1224	0.004755
PN_022610	692	39.58	Inf	0.1187	0.004761
LP_000763	126	42.62	Inf	0.142	0.005871
LP_29012	476	43.65	Inf	0.1473	0.006278
LP_003741	222	44.68	Inf	0.1528	0.0067
LP_27455	452	48.57	Inf	0.1871	0.008442
PP_034919	717	49.47	Inf	0.1915	0.008878
PP_043801	755	50.09	Inf	0.1929	0.009185
PP_054529	778	51.19	Inf	0.1994	0.009745
LP_34749	562	52.69	Inf	0.2102	0.01053
PN_027714	712	55.83	Inf	0.2395	0.0123
LP_31157	513	56.45	Inf	0.2408	0.01267
LP_33434	544	58.05	Inf	0.2532	0.01364
LP_002025	168	58.9	Inf	0.2571	0.01418
PP_038617	725	60.04	Inf	0.2644	0.01491
PP_042119	742	61.41	Inf	0.2743	0.01581
PP_042457	746	62.36	Inf	0.2794	0.01646
LP_18725	310	62.69	Inf	0.2773	0.01668
PN_023106	695	63.14	Inf	0.2767	0.01699
LP_003719	220	63.63	Inf	0.2766	0.01733
GC_045	34	64.89	Inf	0.2853	0.01823
LP_37188	612	67.55	Inf	0.31	0.0202
LP_35310	575	67.65	Inf	0.3052	0.02027
LP_19249	335	68.09	Inf	0.3045	0.02061
PP_057097	788	68.29	Inf	0.3012	0.02076
PN_021874	687	72.36	Inf	0.3419	0.02399
LP_36210	588	74.07	Inf	0.3558	0.02541
PN_022850	694	76.34	Inf	0.3765	0.02737
PN_024866	703	76.91	Inf	0.3769	0.02787
LP_18756	311	78.49	Inf	0.3892	0.02926
PP_042889	751	78.57	Inf	0.3838	0.02934
PP_042217	743	83.19	Inf	0.4325	0.0336
PP_054409	776	86.19	Inf	0.4623	0.03649
PN_024850	702	86.48	Inf	0.4586	0.03678
LP_003917	224	86.53	Inf	0.4522	0.03683
LP_18700	309	86.57	Inf	0.4457	0.03686
PP_046319	761	87.22	Inf	0.4467	0.03751
LP_25128	415	87.75	Inf	0.4463	0.03803
PP_036961	721	88.76	Inf	0.4516	0.03905
LP_17963	288	90.93	Inf	0.4705	0.04127
PN_028626	713	92.23	Inf	0.4792	0.04263
LP_002245	178	93.51	Inf	0.4875	0.04398
LP_18066	294	93.62	Inf	0.4821	0.0441
LP_003587	217	94.42	Inf	0.4849	0.04497
PN_022082	688	95.18	Inf	0.4871	0.04578
LP_18428	302	97.67	Inf	0.5096	0.04853
PP_039241	730	98	Inf	0.5069	0.04891
