gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
LP_19835	359	94.1	-Inf	0.2203	0.01629
LP_004467	239	97.06	-Inf	0.2424	0.01822
LP_29153	478	99.42	-Inf	0.26	0.01987
LP_33935	553	100.1	-Inf	0.2619	0.02035
LP_001882	160	101.5	-Inf	0.2713	0.02142
LP_000906	131	101.6	-Inf	0.2683	0.02151
LP_26479	434	102.8	-Inf	0.2748	0.02239
LP_37912	639	103.1	-Inf	0.2732	0.02259
LP_30020	493	105	-Inf	0.2879	0.02418
LP_34819	563	105.7	-Inf	0.2905	0.02475
LP_004676	255	105.9	-Inf	0.2874	0.02485
LP_36412	593	106.6	-Inf	0.2899	0.02543
LP_002058	171	107.3	-Inf	0.293	0.02606
LP_19912	362	108.2	-Inf	0.2978	0.02687
LP_22839	389	108.5	-Inf	0.2958	0.02706
LP_37291	614	109.3	-Inf	0.3	0.02782
LP_30315	499	110.3	-Inf	0.3052	0.02868
LP_23854	399	113.1	-Inf	0.3286	0.03129
LP_004456	238	113.2	-Inf	0.3247	0.03133
LP_30123	494	113.5	-Inf	0.3243	0.03169
LP_001959	165	118	-Inf	0.3645	0.03608
LP_004687	256	118	-Inf	0.3607	0.03616
LP_37954	641	118.4	-Inf	0.3599	0.03653
LP_27026	443	120.8	-Inf	0.3806	0.03911
LP_005086	257	120.9	-Inf	0.377	0.03921
LP_29011	475	121	-Inf	0.3739	0.03936
LP_004544	245	123.3	-Inf	0.393	0.04186
PP_013297	714	123.6	-Inf	0.3914	0.04218
LP_35001	568	123.6	-Inf	0.3872	0.04222
LP_20843	373	125.8	-Inf	0.4058	0.04475
LP_002157	175	126.9	-Inf	0.4129	0.04605
LP_36413	594	127.3	-Inf	0.4129	0.04656
LP_31157	513	127.7	-Inf	0.4117	0.04695
LP_28691	471	128.4	-Inf	0.4147	0.04781
PP_042673	748	1	Inf	2.466e-12	3.09e-15
PP_042409	745	4.644	Inf	8.871e-07	2.223e-09
PP_051191	772	7.8	Inf	1.839e-05	6.915e-08
PP_039001	728	10.07	Inf	6.639e-05	3.328e-07
PP_042529	747	11.37	Inf	0.0001091	6.834e-07
LP_001937	163	14.69	Inf	0.0003945	2.966e-06
PP_039697	731	16.74	Inf	0.0006956	6.102e-06
PP_052705	773	19.59	Inf	0.001413	1.416e-05
PP_038617	725	20.19	Inf	0.001472	1.661e-05
PP_049919	770	21.56	Inf	0.001869	2.342e-05
PN_022594	691	21.71	Inf	0.001761	2.428e-05
PP_037201	723	24.65	Inf	0.003094	4.653e-05
PP_054889	782	25.12	Inf	0.003138	5.112e-05
LP_27028	445	25.99	Inf	0.003456	6.064e-05
PP_043705	754	26.6	Inf	0.003622	6.809e-05
PP_035017	718	28.28	Inf	0.004604	9.231e-05
PP_035327	720	29.05	Inf	0.004945	0.0001053
PP_042697	749	30.21	Inf	0.005645	0.0001273
LP_001860	158	34.5	Inf	0.01011	0.0002407
PN_022850	694	35.78	Inf	0.01139	0.0002856
PP_038879	727	37.87	Inf	0.01415	0.0003723
LP_002025	168	40.75	Inf	0.01889	0.0005209
PN_022578	690	41.84	Inf	0.02039	0.0005876
LP_003719	220	43.84	Inf	0.0241	0.0007248
PP_054769	780	48.22	Inf	0.03526	0.001105
PP_046921	763	51.32	Inf	0.04444	0.001448
PP_034919	717	51.66	Inf	0.04403	0.00149
PP_039025	729	54.43	Inf	0.05311	0.001863
PP_043273	752	55.87	Inf	0.05727	0.002081
LP_002512	197	62.29	Inf	0.08706	0.003273
LP_001805	154	65.33	Inf	0.1024	0.003976
PP_054529	778	74.27	Inf	0.1655	0.006638
PP_042119	742	75.38	Inf	0.1701	0.007033
LP_002245	178	76.14	Inf	0.1717	0.007315
PP_054361	775	78.91	Inf	0.1916	0.008401
PP_044065	756	79.62	Inf	0.1927	0.008695
LP_33820	550	84.24	Inf	0.2327	0.01079
PP_041713	739	84.4	Inf	0.2281	0.01086
LP_002135	173	85.9	Inf	0.2375	0.01161
PP_039865	733	86.07	Inf	0.2334	0.0117
PN_028626	713	87.69	Inf	0.2442	0.01255
PP_038329	724	88.9	Inf	0.2509	0.0132
PP_036985	722	88.95	Inf	0.2455	0.01323
PP_044689	759	93.13	Inf	0.2843	0.01568
LP_003917	224	93.69	Inf	0.2842	0.01603
LP_0019591	165	94.11	-Inf	0.2826	0.01629
PP_042457	746	95.5	Inf	0.2918	0.01718
GC_045	34	95.64	Inf	0.2872	0.01728
LP_003029	203	96.69	Inf	0.2927	0.01797
LP_34061	555	96.72	Inf	0.2873	0.018
PN_024850	702	97.11	Inf	0.2858	0.01826
LP_002146	174	97.5	Inf	0.2843	0.01853
LP_003928	225	97.76	Inf	0.2817	0.01871
LP_003587	217	97.81	Inf	0.2769	0.01874
PP_049177	766	100.7	Inf	0.3019	0.02081
LP_19249	335	100.7	Inf	0.297	0.02084
LP_29676	492	101.1	Inf	0.2954	0.0211
PP_039241	730	101.6	Inf	0.2952	0.02145
LP_33601	545	101.6	Inf	0.2909	0.02151
LP_29012	476	102	Inf	0.2902	0.02182
PN_027554	711	103.1	Inf	0.2963	0.02265
LP_37386	618	104.4	Inf	0.3044	0.02365
LP_27455	452	105.6	Inf	0.312	0.02463
LP_34820	564	107.7	Inf	0.3295	0.02643
LP_36950	605	108.8	Inf	0.3359	0.02736
LP_002256	179	113.3	Inf	0.3804	0.03147
PP_042889	751	115.4	Inf	0.3992	0.03352
PN_022082	688	116.6	Inf	0.4071	0.03469
PP_046319	761	122.1	Inf	0.4688	0.04053
LP_002355	185	125.4	Inf	0.5041	0.04422
PN_021874	687	127.3	Inf	0.5222	0.04647
PP_054409	776	129.1	Inf	0.5405	0.04877
PP_054961	783	129.3	Inf	0.5352	0.04896
