gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
LP_36412	593	87.09	Inf	0.1414	0.01222
LP_29515	490	87.47	Inf	0.1417	0.01243
LP_35001	568	89.32	Inf	0.151	0.01344
LP_002289	182	90.24	Inf	0.1547	0.01396
LP_004544	245	93.73	Inf	0.1755	0.01605
LP_37187	611	94.93	Inf	0.1813	0.01681
LP_30884	509	94.94	Inf	0.179	0.01682
LP_37188	612	95.54	Inf	0.1807	0.01721
PP_0426731	748	95.8	-Inf	0.1802	0.01738
LP_19551	350	97.59	Inf	0.1902	0.01859
LP_37035	609	99.48	Inf	0.2012	0.01992
LP_24810	410	99.59	Inf	0.1995	0.02
LP_36413	594	101.1	Inf	0.2083	0.02114
LP_37330	616	102	Inf	0.2122	0.0218
LP_000851	129	105.2	Inf	0.2339	0.02432
PP_035327	720	108.3	Inf	0.2556	0.0269
LP_001827	156	110.2	Inf	0.2685	0.0286
LP_19912	362	111.3	Inf	0.2745	0.02959
LP_27026	443	112	Inf	0.277	0.0302
LP_38369	669	113.1	Inf	0.2838	0.03129
LP_37912	639	114.1	Inf	0.2889	0.03222
PN_022850	694	114.3	Inf	0.2876	0.03244
LP_003774	223	114.6	Inf	0.2867	0.03269
LP_37871	636	115.2	Inf	0.2892	0.03334
GC_010	8	117.7	Inf	0.307	0.03577
LP_19486	346	118	Inf	0.3064	0.0361
LP_001794	153	121.8	Inf	0.3379	0.04023
LP_37913	640	122.6	Inf	0.3416	0.0411
LP_35443	577	123	Inf	0.3421	0.04158
LN_0050771	94	126.1	-Inf	0.3677	0.04515
LP_0019591	165	127	-873.012653414531	0.3724	0.0462
LP_004676	255	127.2	Inf	0.3703	0.04641
LP_38401	670	128.1	Inf	0.3751	0.04747
LP_37291	614	128.6	Inf	0.3767	0.04815
LP_31840	519	129	Inf	0.3769	0.04864
LP_33434	544	129.1	Inf	0.3738	0.04872
LP_37954	641	129.4	Inf	0.3735	0.04914
