FC..class1.class2.	P.value
VCL	-0.639579533896791	0.0002775
RAD21	-0.741541377282099	0.000282
CIRH1A	-0.744922317994549	0.0002991
NIF3L1	-0.737446572680709	0.0003388
HOOK3	-0.732404278148121	0.0003436
MSRA	-0.731924977465676	0.0003465
STUB1	-0.729530859689422	0.0003505
GNL3L	-0.730248677951625	0.0003799
CHMP3	-0.725469955328377	0.0003833
STRN4	-0.728813398402747	0.0003884
UQCRQ	-0.71928118638199	0.000433
CDC16	-0.713591944539701	0.0004333
PTPN2	-0.71477535453214	0.0004451
CDC20	-0.715485866755755	0.0004557
MRPL24	-0.712882364211819	0.0004591
PXDN	-0.711936799674684	0.0004745
WDFY1	-0.704864750999182	0.0004825
CTNNBL1	-0.695956303526459	0.0005364
PTTG1IP	-0.655625966714267	0.0006568
UBE2G2	-0.67530458641078	0.0006894
PTGES2	-0.671852885966369	0.000718
C8orf33	-0.66703433741404	0.0007742
SETD7	-0.642504296774766	0.0008385
WDR26	-0.653355078411473	0.000849
DARS2	-0.656535323845471	0.0008563
DNAJC3	-0.646789644375999	0.000872
MORF4L1	-0.641153669394901	0.000951
NHP2L1	-0.640928687711656	0.0009683
SDF2	-0.637333744151746	0.001003
SPTBN1	-0.603621273020354	0.001014
FUBP1	-0.633971600842881	0.001019
RABEP1	-0.625044004031908	0.001027
LAMP2	-0.61595019320484	0.001071
CST1	-0.594007640324163	0.00114
CTGF	-0.611094115960931	0.001166
MRGBP	-0.592919224549499	0.001237
POLR2C	-0.603621273020354	0.001271
LIMD1	-0.59749609912741	0.001322
C9orf64	-0.598587974636191	0.001352
LARS	-0.530114023725536	0.001395
ZFPL1	-0.591396820656629	0.001468
SLC4A1AP	-0.580568977568541	0.00156
PHYHD1	-0.580784739932046	0.001562
EPHB2	-0.579275080584153	0.001575
GRWD1	-0.576045405985103	0.001594
SDHB	-0.578628566999106	0.001594
CASQ2	-0.5728229453179	0.001677
POLD1	-0.569179503480228	0.00172
NUTF2	-0.557454543894696	0.001849
DHX37	-0.552156355637914	0.001907
ERP29	-0.54877569787331	0.001956
TBCC	-0.544350572683585	0.002011
PTDSS1	-0.543719518489275	0.002015
POLD2	-0.53658679618218	0.002142
DAZAP1	-0.537214737450369	0.002156
HINT2	-0.537214737450369	0.002191
PTP4A2;PTP4A1	-0.534913621113934	0.002223
F3	-0.519321261245202	0.002332
KANK2	-0.516429259908444	0.002363
MACF1	-0.425075021990656	0.002414
PHC2	-0.513749011115892	0.002448
CHID1	-0.510046098668694	0.002598
XIAP	-0.502464273603996	0.002706
WASL	-0.497160241744068	0.002779
PFKM	-0.49086158428229	0.002842
TRIM26	-0.492281460008319	0.002843
MRPL51	-0.491064338135605	0.002939
CDA	-0.48924057844783	0.002988
NDUFS2	-0.489645659186386	0.003005
PSMB9	-0.483379653361834	0.003058
DCAF7	-0.477341579365721	0.003061
MGAT2	-0.479753777292973	0.003092
PPIH	-0.484186642638022	0.0031
MPP5	-0.485801976652419	0.003109
NSRP1	-0.469729452353796	0.003236
VRK1	-0.477341579365721	0.00324
PRPF3	-0.475535074035002	0.003245
CNDP2	-0.469130202068591	0.003337
BLMH	-0.461561164749242	0.003446
SNX1	-0.462356038070115	0.003478
UQCC2	-0.457791485677159	0.003499
NCDN	-0.453241329565227	0.003706
MRPL1	-0.46833158868485	0.003727
MED4	-0.447918089346892	0.003848
RHEB	-0.442222328605074	0.003894
RPS24	-0.433428359373239	0.004218
FKBP1A	-0.40621599473934	0.004743
MRPL15	-0.404496339497258	0.004771
PPP1R8	-0.403923576289488	0.004925
C1orf123	-0.399159371970236	0.004979
CIAO1	-0.396688189399952	0.005053
AKT1	-0.390434132138187	0.005232
LSM1	-0.387222894714801	0.00536
BAP18	-0.381761344404545	0.005585
IGF2BP2	-0.378569332209552	0.005693
EEF1B2	-0.378756902259987	0.005784
RNF149	-0.376694971752464	0.005836
ACY1	-0.381949329946656	0.005869
PSMD14	-0.369221787257138	0.006097
AGL	-0.378006768333877	0.006184
ANAPC2	-0.376694971752464	0.00625
HSPBP1	-0.366615291442657	0.006297
PBDC1	-0.363085419644122	0.006408
ABHD14B	-0.360860468619572	0.00657
CLPTM1L	-0.362528860115241	0.006577
BCAR1	-0.360860468619572	0.006674
ERP44	-0.353652984648655	0.006894
SRSF10	-0.352178966598703	0.006974
ENOPH1	-0.355128510260159	0.006992
RPA3	-0.352731546895617	0.007052
LAMTOR5	-0.351810697281862	0.007052
ENSA	-0.349051669780258	0.007137
HNRNPD	-0.402206649757195	0.007308
FAU	-0.347215245091244	0.007341
STRN3	-0.351258469508272	0.0074
THYN1	-0.337703337663285	0.007831
AGFG1	-0.33442531167133	0.007976
TIMM13	-0.330973234490369	0.008221
AK1	-0.329884818715706	0.008287
TBC1D23	-0.343366345411616	0.008366
STX12	-0.325720148620552	0.008607
NUP133	-0.335335127581466	0.008702
FAM3C	-0.324635687250854	0.009032
ALAD	-0.319765673736742	0.009049
ANP32A	-0.31670778147602	0.009102
C16orf62	-0.31670778147602	0.009111
RAB13	-0.308644508068939	0.009511
ITCH	-0.312760106015397	0.009516
TAP1	-0.30989583895542	0.009553
APP	-0.312760106015397	0.009764
SLC7A1	-0.309538205081281	0.009783
BCCIP	-0.3040061868901	0.01014
ARFGAP2	-0.309180659840073	0.0103
NIT1	-0.297963104087316	0.0109
DUSP12	-0.298850206766001	0.01094
APOBEC3C	-0.299027692777284	0.01096
COX5B	-0.311864411542665	0.01126
SUCLG2	-0.293005384291349	0.01157
ABR	-0.293005384291349	0.01159
ATP5J	-0.293535754387717	0.01164
DCTN4	-0.294951028606318	0.01175
NO66	-0.295659186696811	0.01193
DDX47	-0.289827251720338	0.01208
PLXNA1	-0.293889442803533	0.01222
KIAA0020	-0.288945678187934	0.01222
NUP50	-0.289474557661403	0.01225
LRRC8A	-0.299737855253296	0.01226
ARL2	-0.319765673736742	0.01245
SEC24B	-0.285776466425808	0.01268
GRB2	-0.287888500533723	0.01268
NOL8	-0.323371511757031	0.0127
DSP	-0.282438722985512	0.01319
DFFA	-0.281737023049067	0.01326
SOD1	-0.390623251236693	0.0133
LGALS1	-0.314732593483158	0.01359
PFDN5	-0.27561166339788	0.01409
NDUFA8	-0.277009454512083	0.01423
NUPL1	-0.276135676373272	0.01424
MCMBP	-0.27805868731534	0.01433
FAM96B	-0.280509868799706	0.01481
MTX1	-0.27282013747502	0.01493
UBE2A	-0.271774706240224	0.01501
ACAT2	-0.266211831374818	0.01568
BCAS2	-0.266732440645238	0.01575
KIF23	-0.268121651191569	0.01581
MRPS7	-0.266558883346876	0.01597
YLPM1	-0.267600540461363	0.01603
OXCT1	-0.266906018825185	0.01622
SEC24D	-0.266211831374818	0.01626
PIN4	-0.264304536409231	0.01655
RAE1	-0.263611599296539	0.01661
NOL11	-0.266211831374818	0.01665
PPM1F	-0.266906018825185	0.01674
LRBA	-0.263092114789616	0.01679
WDR75	-0.262918994846901	0.01684
EXOSC7	-0.262399759627731	0.01688
RBM28	-0.261016045299488	0.01703
SDCBP	-0.266732440645238	0.01709
METAP2	-0.273691909234515	0.01715
MGEA5	-0.260670323984417	0.01718
HRAS	-0.261016045299488	0.01738
DHX16	-0.259460951386657	0.01748
TUBB8	-0.25859773408041	0.01774
PPIL1	-0.269512200736224	0.01775
TUBG1;TUBG2	-0.258425152581204	0.01776
ANXA7	-0.253601233452857	0.01888
CSNK1A1;CSNK1A1L	-0.25394526470306	0.01894
SUN2	-0.252225928257295	0.019
NAA25	-0.253773238823062	0.01908
GNPNAT1	-0.253085340352102	0.01909
CTNNBIP1	-0.371646328650158	0.01914
UBE2N;UBE2NL	-0.251367027808703	0.01962
COX6B1	-0.250165425587271	0.01963
SEC24C	-0.248793390257147	0.02004
SCAMP4	-0.24965075941585	0.02015
ALG2	-0.250851932876403	0.02024
ECHS1	-0.248793390257147	0.02024
UPP1	-0.247765219380355	0.02054
EIF2B2	-0.246395463720005	0.02089
GLB1	-0.245711073270316	0.02106
RPL7L1	-0.24297675349254	0.02162
MFN1	-0.265517977788815	0.02175
AIMP2	-0.240929409193099	0.02203
DDX56	-0.242293982518657	0.02227
MIF	-0.240247606231029	0.02254
CC2D1B	-0.238033969263056	0.02292
CECR5	-0.238374307797517	0.02325
CLPP	-0.235483986202047	0.02377
MUT	-0.235483986202047	0.02391
ACTC1;ACTA1;ACTG2;ACTA2	-0.234974529999629	0.02393
CIRBP	-0.236333479861926	0.02397
MLEC	-0.234465253637023	0.02401
RNASEH2A	-0.234465253637023	0.02408
CSTF3	-0.232768962976124	0.02438
PPP2R2A	-0.233108061588777	0.02445
APOBEC3B	-0.232938502319511	0.02475
FTSJ1	-0.240077205824419	0.02479
LIN7C	-0.232938502319511	0.0248
PPM1B	-0.231244004778117	0.02502
GALNT2	-0.231244004778117	0.02515
ANKFY1	-0.229720656790274	0.02564
PRDX5	-0.229551495150766	0.02573
FAM129A	-0.229382353343797	0.02582
MPI	-0.228705984348338	0.02589
DDOST	-0.227016447861895	0.026
ATP6V1B2;ATP6V1B1	-0.228705984348338	0.02608
KPNA3	-0.227185312500807	0.02631
U2AF1;U2AF1L4	-0.230228260750552	0.02654
RBM34	-0.226172421019306	0.02678
GNA13	-0.227523101086028	0.02687
LRRC59	-0.225497554890341	0.02716
MMP14	-0.224991612384405	0.02718
IRF3	-0.22465441592596	0.02732
U2AF2	-0.224148768964459	0.02759
VAT1	-0.22398025935253	0.02764
CTBP2	-0.223138006400305	0.02802
RAB9A	-0.220782310685352	0.02882
POLR1C	-0.218934101564037	0.029
PSMA2	-0.218934101564037	0.02934
COPS8	-0.219269963523624	0.02942
ITGAV	-0.220278018792927	0.02966
RFC4	-0.218934101564037	0.02977
PPP4R2	-0.216585254601139	0.02999
MYO18A	-0.220950447162541	0.03027
AAMDC	-0.215579775382216	0.03077
AKR1C3	-0.215077298437139	0.03097
ARL3	-0.214742411007388	0.0313
MRPS18B	-0.213570916796944	0.0316
SRPR	-0.213905532370957	0.03183
PCMT1	-0.212400373089006	0.03234
CARS	-0.210229022689942	0.03262
PCM1	-0.209227962138	0.0333
COPZ1	-0.210229022689942	0.03334
MRPL9	-0.208894429587471	0.03335
SRP54	-0.209061186224181	0.03346
UBA3	-0.209227962138	0.0336
S100A4	-0.210729813568291	0.03369
DIABLO	-0.209561571814799	0.03386
SOD2	-0.208227595722634	0.03427
DNAJB6	-0.208727692223415	0.0343
DECR1	-0.209061186224181	0.03433
ISG15	-0.210729813568291	0.0345
NDUFS8	-0.205896101440252	0.0348
MOCS2	-0.205729710223772	0.03484
GIGYF2	-0.206395390263678	0.0351
IGFBP7	-0.205563338195578	0.03526
HEBP2	-0.234974529999629	0.03528
SNRPA1	-0.205729710223772	0.03537
PTGES3	-0.204565508732707	0.03543
NAGK	-0.205064337196464	0.03584
ARFGAP1	-0.202073950274122	0.03635
HERC4	-0.2017420673555	0.03658
STAT3	-0.202073950274122	0.03661
LYPLA2	-0.201078530473209	0.03702
MRRF	-0.203070057361489	0.03712
OSTF1	-0.201244386085381	0.03723
MPHOSPH10	-0.202073950274122	0.03766
EIF3H	-0.199255376063222	0.0386
DNPEP	-0.198096385321345	0.03879
PSPH	-0.198758551731541	0.03921
PRKACA	-0.197103705208174	0.03927
PDHA1	-0.196276993225842	0.03934
PPAT	-0.196442297727987	0.03974
RNF113A	-0.195120391745327	0.03989
HM13	-0.195120391745327	0.03994
NIT2	-0.195285563769194	0.04013
CD2BP2	-0.193304746468242	0.04164
SP100	-0.19280996679804	0.04174
ASNA1	-0.191656140368503	0.0427
MDP1	-0.190832543245668	0.04304
OSBPL8	-0.190174003902549	0.04324
BAHCC1	-0.190667880226499	0.04331
FAM98B	-0.190009416024795	0.04416
CCDC50	-0.187871480548729	0.04457
PSMA5	-0.187707155126729	0.04501
RPS29	-0.186885808653711	0.04525
COX5A	-0.187707155126729	0.04535
PLCB3	-0.192645077942396	0.0455
EXOC7	-0.185408562336802	0.04627
NEDD4L	-0.185244517190126	0.0463
UCK2	-0.184916482845627	0.04647
CNN2	-0.183605090830879	0.04704
APRT	-0.184424571137427	0.04746
PGRMC1	-0.183441250612556	0.04785
TXN	-0.182949841567479	0.04804
GMPR2	-0.183605090830879	0.04811
SORD	-0.18311362598508	0.04831
RRAS2	-0.181640235176961	0.04875
USP4	-0.183932827097824	0.04876
PPP2R1B	-0.180985877510277	0.04883
CRK	-0.181640235176961	0.04903
TRRAP	-0.182131198272013	0.04927
ENO2	-0.180822334457232	0.04952
RPL38	-0.180658809941229	0.04957
TIMP2	-0.180168347573463	0.04967
MYCBP	-0.179841465269835	0.04974
RCN1	-0.180168347573463	0.04988
