gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
NSRP1	1676	121.7	-0.469729452353796	0.08135	0.003236
VRK1	2960	121.7	-0.477341579365721	0.0808	0.00324
PRPF3	1999	121.8	-0.475535074035002	0.08025	0.003245
CNDP2	505	123.1	-0.469130202068591	0.08186	0.003337
BLMH	294	124.5	-0.461561164749242	0.08386	0.003446
SNX1	2517	125	-0.462356038070115	0.08398	0.003478
UQCC2	2904	125.2	-0.457791485677159	0.08382	0.003499
NCDN	1574	127.9	-0.453241329565227	0.08809	0.003706
MRPL1	1470	128.2	-0.46833158868485	0.08788	0.003727
MED4	1423	129.7	-0.447918089346892	0.09004	0.003848
RHEB	2198	130.3	-0.442222328605074	0.09042	0.003894
RPS24	2296	134.2	-0.433428359373239	0.09721	0.004218
FKBP1A	915	140.3	-0.40621599473934	0.1085	0.004743
MRPL15	1475	140.6	-0.404496339497258	0.1083	0.004771
PPP1R8	1949	142.3	-0.403923576289488	0.111	0.004925
C1orf123	328	142.9	-0.399159371970236	0.1114	0.004979
CIAO1	468	143.7	-0.396688189399952	0.1122	0.005053
AKT1	106	145.6	-0.390434132138187	0.1153	0.005232
LSM1	1353	146.9	-0.387222894714801	0.1173	0.00536
BAP18	275	149.2	-0.381761344404545	0.1214	0.005585
IGF2BP2	1192	150.3	-0.378569332209552	0.1228	0.005693
EEF1B2	757	151.2	-0.378756902259987	0.1239	0.005784
RNF149	2213	151.8	-0.376694971752464	0.1242	0.005836
ACY1	56	152.1	-0.381949329946656	0.124	0.005869
PSMD14	2043	154.3	-0.369221787257138	0.1279	0.006097
AGL	75	155.2	-0.378006768333877	0.1288	0.006184
ANAPC2	124	155.8	-0.376694971752464	0.1293	0.00625
HSPBP1	1167	156.2	-0.366615291442657	0.1294	0.006297
PBDC1	1783	157.3	-0.363085419644122	0.1308	0.006408
ABHD14B	16	158.8	-0.360860468619572	0.1332	0.00657
CLPTM1L	493	158.9	-0.362528860115241	0.1325	0.006577
BCAR1	282	159.8	-0.360860468619572	0.1336	0.006674
ERP44	847	161.8	-0.353652984648655	0.1371	0.006894
SRSF10	2573	162.5	-0.352178966598703	0.1378	0.006974
ENOPH1	825	162.7	-0.355128510260159	0.1372	0.006992
RPA3	2227	163.2	-0.352731546895617	0.1375	0.007052
LAMTOR5	1301	163.2	-0.351810697281862	0.1366	0.007052
ENSA	827	164	-0.349051669780258	0.1374	0.007137
HNRNPD	1126	165.5	-0.402206649757195	0.1398	0.007308
FAU	901	165.8	-0.347215245091244	0.1396	0.007341
STRN3	2613	166.3	-0.351258469508272	0.1398	0.0074
THYN1	2709	170.1	-0.337703337663285	0.147	0.007831
AGFG1	74	171.3	-0.33442531167133	0.1489	0.007976
TIMM13	2712	173.3	-0.330973234490369	0.1525	0.008221
AK1	94	173.9	-0.329884818715706	0.1528	0.008287
TBC1D23	2669	174.5	-0.343366345411616	0.1533	0.008366
STX12	2618	176.5	-0.325720148620552	0.1568	0.008607
NUP133	1703	177.3	-0.335335127581466	0.1576	0.008702
FAM3C	890	179.9	-0.324635687250854	0.1626	0.009032
ALAD	108	180	-0.319765673736742	0.1619	0.009049
ANP32A	131	180.5	-0.31670778147602	0.1619	0.009102
C16orf62	324	180.5	-0.31670778147602	0.1611	0.009111
RAB13	2103	183.7	-0.308644508068939	0.1672	0.009511
ITCH	1233	183.7	-0.312760106015397	0.1664	0.009516
TAP1	2660	184	-0.30989583895542	0.1661	0.009553
APP	167	185.6	-0.312760106015397	0.1688	0.009764
SLC7A1	2466	185.7	-0.309538205081281	0.1681	0.009783
BCCIP	286	188.5	-0.3040061868901	0.1734	0.01014
ARFGAP2	180	189.6	-0.309180659840073	0.1751	0.0103
NIT1	1633	194	-0.297963104087316	0.1841	0.0109
DUSP12	731	194.3	-0.298850206766001	0.1838	0.01094
APOBEC3C	165	194.5	-0.299027692777284	0.1833	0.01096
COX5B	543	196.6	-0.311864411542665	0.1872	0.01126
SUCLG2	2630	198.8	-0.293005384291349	0.1912	0.01157
ABR	18	198.9	-0.293005384291349	0.1905	0.01159
ATP5J	243	199.3	-0.293535754387717	0.1903	0.01164
DCTN4	628	200	-0.294951028606318	0.1911	0.01175
NO66	1643	201.3	-0.295659186696811	0.1931	0.01193
DDX47	652	202.4	-0.289827251720338	0.1945	0.01208
PLXNA1	1888	203.3	-0.293889442803533	0.1956	0.01222
KIAA0020	1261	203.3	-0.288945678187934	0.1946	0.01222
NUP50	1712	203.5	-0.289474557661403	0.1941	0.01225
LRRC8A	1350	203.6	-0.299737855253296	0.1933	0.01226
ARL2	200	204.9	-0.319765673736742	0.1953	0.01245
SEC24B	2390	206.4	-0.285776466425808	0.1978	0.01268
GRB2	1036	206.4	-0.287888500533723	0.1968	0.01268
NOL8	1650	206.6	-0.323371511757031	0.1961	0.0127
DSP	726	209.8	-0.282438722985512	0.2026	0.01319
DFFA	665	210.3	-0.281737023049067	0.2027	0.01326
SOD1	2529	210.6	-0.390623251236693	0.2024	0.0133
LGALS1	1316	212.4	-0.314732593483158	0.2056	0.01359
ENY2	828	213.4	0.181420640280142	0.2069	0.01374
PFDN5	1834	215.7	-0.27561166339788	0.2111	0.01409
NDUFA8	1593	216.6	-0.277009454512083	0.2122	0.01423
NUPL1	1719	216.6	-0.276135676373272	0.2113	0.01424
MCMBP	1412	217.2	-0.27805868731534	0.2117	0.01433
FAM96B	894	220.2	-0.280509868799706	0.2176	0.01481
MTX1	1525	221	-0.27282013747502	0.2184	0.01493
UBE2A	2856	221.5	-0.271774706240224	0.2184	0.01501
ACAT2	27	225.6	-0.266211831374818	0.2272	0.01568
BCAS2	284	226	-0.266732440645238	0.227	0.01575
KIF23	1271	226.3	-0.268121651191569	0.2268	0.01581
MRPS7	1503	227.3	-0.266558883346876	0.228	0.01597
YLPM1	3009	227.7	-0.267600540461363	0.2278	0.01603
OXCT1	1751	228.8	-0.266906018825185	0.2296	0.01622
SEC24D	2392	229	-0.266211831374818	0.2289	0.01626
PIN4	1865	230.8	-0.264304536409231	0.232	0.01655
RAE1	2135	231.1	-0.263611599296539	0.2318	0.01661
NOL11	1648	231.4	-0.266211831374818	0.2313	0.01665
PPM1F	1935	231.9	-0.266906018825185	0.2315	0.01674
LRBA	1343	232.2	-0.263092114789616	0.2312	0.01679
WDR75	2984	232.5	-0.262918994846901	0.2307	0.01684
EXOSC7	867	232.7	-0.262399759627731	0.2302	0.01688
RBM28	2167	233.6	-0.261016045299488	0.2312	0.01703
SDCBP	2376	233.9	-0.266732440645238	0.2311	0.01709
METAP2	1430	234.3	-0.273691909234515	0.2309	0.01715
MGEA5	1435	234.4	-0.260670323984417	0.2302	0.01718
HRAS	1145	235.6	-0.261016045299488	0.2319	0.01738
DHX16	674	236.2	-0.259460951386657	0.2322	0.01748
TUBB8	2828	237.6	-0.25859773408041	0.2346	0.01774
PPIL1	1929	237.7	-0.269512200736224	0.2337	0.01775
TUBG1;TUBG2	2829	237.8	-0.258425152581204	0.2329	0.01776
ANXA7	142	244	-0.253601233452857	0.2465	0.01888
CSNK1A1;CSNK1A1L	567	244.3	-0.25394526470306	0.2462	0.01894
SUN2	2637	244.7	-0.252225928257295	0.246	0.019
NAA25	1551	245.1	-0.253773238823062	0.2459	0.01908
GNPNAT1	1013	245.2	-0.253085340352102	0.245	0.01909
CTNNBIP1	585	245.5	-0.371646328650158	0.2447	0.01914
UBE2N;UBE2NL	2864	248	-0.251367027808703	0.2497	0.01962
COX6B1	544	248.1	-0.250165425587271	0.2488	0.01963
COX17	539	248.7	0.105678077894537	0.2491	0.01973
SEC24C	2391	250.3	-0.248793390257147	0.2519	0.02004
SCAMP4	2369	250.9	-0.24965075941585	0.2522	0.02015
ALG2	119	251.4	-0.250851932876403	0.2523	0.02024
ECHS1	747	251.4	-0.248793390257147	0.2513	0.02024
UPP1	2902	253	-0.247765219380355	0.254	0.02054
EIF2B2	775	254.8	-0.246395463720005	0.2573	0.02089
GLB1	981	255.7	-0.245711073270316	0.2583	0.02106
RPL7L1	2270	258.6	-0.24297675349254	0.2642	0.02162
MFN1	1432	259.3	-0.265517977788815	0.2647	0.02175
AIMP2	91	260.6	-0.240929409193099	0.267	0.02203
DDX56	656	261.9	-0.242293982518657	0.2688	0.02227
MIF	1442	263.2	-0.240247606231029	0.271	0.02254
CC2D1B	383	265.2	-0.238033969263056	0.2746	0.02292
CECR5	439	266.8	-0.238374307797517	0.2774	0.02325
CLPP	491	269.3	-0.235483986202047	0.2824	0.02377
MUT	1527	270	-0.235483986202047	0.283	0.02391
ACTC1;ACTA1;ACTG2;ACTA2	46	270.1	-0.234974529999629	0.2821	0.02393
CIRBP	470	270.3	-0.236333479861926	0.2815	0.02397
MLEC	1445	270.5	-0.234465253637023	0.2809	0.02401
RNASEH2A	2209	270.9	-0.234465253637023	0.2807	0.02408
CSTF3	578	272.3	-0.232768962976124	0.2831	0.02438
PPP2R2A	1954	272.7	-0.233108061588777	0.2828	0.02445
APOBEC3B	164	274.1	-0.232938502319511	0.2852	0.02475
FTSJ1	938	274.3	-0.240077205824419	0.2846	0.02479
LIN7C	1327	274.3	-0.232938502319511	0.2836	0.0248
PPM1B	1934	275.4	-0.231244004778117	0.2851	0.02502
GALNT2	954	276	-0.231244004778117	0.2855	0.02515
ANKFY1	126	278.3	-0.229720656790274	0.29	0.02564
PRDX5	1976	278.7	-0.229551495150766	0.2899	0.02573
FAM129A	882	279.1	-0.229382353343797	0.2898	0.02582
MPI	1463	279.5	-0.228705984348338	0.2896	0.02589
DDOST	634	280	-0.227016447861895	0.2897	0.026
ATP6V1B2;ATP6V1B1	251	280.3	-0.228705984348338	0.2895	0.02608
KPNA3	1286	281.4	-0.227185312500807	0.291	0.02631
U2AF1;U2AF1L4	2845	282.5	-0.230228260750552	0.2925	0.02654
RBM34	2169	283.6	-0.226172421019306	0.2941	0.02678
GNA13	1000	284	-0.227523101086028	0.294	0.02687
LRRC59	1349	285.4	-0.225497554890341	0.2962	0.02716
MMP14	1450	285.4	-0.224991612384405	0.2952	0.02718
IRF3	1226	286.1	-0.22465441592596	0.2958	0.02732
U2AF2	2846	287.3	-0.224148768964459	0.2976	0.02759
VAT1	2939	287.6	-0.22398025935253	0.2972	0.02764
CTBP2	580	289.2	-0.223138006400305	0.3001	0.02802
RAB9A	2123	292.8	-0.220782310685352	0.3076	0.02882
POLR1C	1908	293.6	-0.218934101564037	0.3085	0.029
PSMA2	2016	295.1	-0.218934101564037	0.3109	0.02934
COPS8	533	295.5	-0.219269963523624	0.3107	0.02942
ITGAV	1238	296.5	-0.220278018792927	0.3122	0.02966
RFC4	2195	297	-0.218934101564037	0.3122	0.02977
PPP4R2	1963	298	-0.216585254601139	0.3135	0.02999
MYO18A	1542	299.2	-0.220950447162541	0.3153	0.03027
AAMDC	3	301.4	-0.215579775382216	0.3195	0.03077
AKR1C3	104	302.2	-0.215077298437139	0.3204	0.03097
ARL3	201	303.6	-0.214742411007388	0.3228	0.0313
MRPS18B	1493	304.9	-0.213570916796944	0.3247	0.0316
SRPR	2567	305.8	-0.213905532370957	0.326	0.03183
PCMT1	1791	308	-0.212400373089006	0.3301	0.03234
CARS	366	309.2	-0.210229022689942	0.3318	0.03262
PCM1	1790	312	-0.209227962138	0.3376	0.0333
COPZ1	534	312.2	-0.210229022689942	0.337	0.03334
MRPL9	1490	312.2	-0.208894429587471	0.3359	0.03335
SRP54	2562	312.6	-0.209061186224181	0.3359	0.03346
UBA3	2852	313.2	-0.209227962138	0.3362	0.0336
S100A4	2347	313.6	-0.210729813568291	0.336	0.03369
DIABLO	680	314.3	-0.209561571814799	0.3366	0.03386
SOD2	2530	316	-0.208227595722634	0.3396	0.03427
DNAJB6	699	316.1	-0.208727692223415	0.3387	0.0343
DECR1	659	316.2	-0.209061186224181	0.3379	0.03433
ISG15	1229	316.9	-0.210729813568291	0.3385	0.0345
NDUFS8	1605	318.1	-0.205896101440252	0.3404	0.0348
MOCS2	1454	318.3	-0.205729710223772	0.3397	0.03484
GIGYF2	978	319.4	-0.206395390263678	0.3412	0.0351
IGFBP7	1196	320	-0.205563338195578	0.3416	0.03526
HEBP2	1085	320.1	-0.234974529999629	0.3407	0.03528
SNRPA1	2505	320.4	-0.205729710223772	0.3405	0.03537
PTGES3	2065	320.7	-0.204565508732707	0.34	0.03543
NAGK	1557	322.3	-0.205064337196464	0.3429	0.03584
ARFGAP1	179	324.3	-0.202073950274122	0.3466	0.03635
HERC4	1087	325.2	-0.2017420673555	0.3478	0.03658
STAT3	2599	325.3	-0.202073950274122	0.3469	0.03661
LYPLA2	1367	327	-0.201078530473209	0.3497	0.03702
MRRF	1505	327.4	-0.203070057361489	0.3496	0.03712
OSTF1	1747	327.8	-0.201244386085381	0.3496	0.03723
MPHOSPH10	1461	329.5	-0.202073950274122	0.3525	0.03766
EIF3H	789	333.1	-0.199255376063222	0.3602	0.0386
DNPEP	710	333.8	-0.198096385321345	0.3609	0.03879
PSPH	2059	335.4	-0.198758551731541	0.3636	0.03921
PRKACA	1982	335.7	-0.197103705208174	0.3631	0.03927
PDHA1	1806	335.9	-0.196276993225842	0.3627	0.03934
PPAT	1920	337.5	-0.196442297727987	0.3653	0.03974
RNF113A	2210	338	-0.195120391745327	0.3655	0.03989
HM13	1110	338.2	-0.195120391745327	0.3648	0.03994
NIT2	1634	338.9	-0.195285563769194	0.3655	0.04013
CD2BP2	408	344.5	-0.193304746468242	0.3781	0.04164
SP100	2535	344.9	-0.19280996679804	0.3779	0.04174
ASNA1	217	348.4	-0.191656140368503	0.3854	0.0427
MDP1	1417	349.7	-0.190832543245668	0.3873	0.04304
OSBPL8	1744	350.4	-0.190174003902549	0.388	0.04324
BAHCC1	272	350.7	-0.190667880226499	0.3875	0.04331
FAM98B	896	353.8	-0.190009416024795	0.394	0.04416
CCDC50	391	355.2	-0.187871480548729	0.3964	0.04457
PSMA5	2019	356.8	-0.187707155126729	0.3992	0.04501
RPS29	2303	357.6	-0.186885808653711	0.4001	0.04525
COX5A	542	358	-0.187707155126729	0.3999	0.04535
PLCB3	1877	358.5	-0.192645077942396	0.4001	0.0455
EXOC7	861	361.2	-0.185408562336802	0.4056	0.04627
NEDD4L	1611	361.4	-0.185244517190126	0.4048	0.0463
UCK2	2888	362	-0.184916482845627	0.4051	0.04647
CNN2	507	363.9	-0.183605090830879	0.4088	0.04704
APRT	170	365.4	-0.184424571137427	0.4113	0.04746
PGRMC1	1849	366.8	-0.183441250612556	0.4136	0.04785
TXN	2836	367.4	-0.182949841567479	0.414	0.04804
GMPR2	997	367.7	-0.183605090830879	0.4134	0.04811
SORD	2533	368.4	-0.18311362598508	0.414	0.04831
RRAS2	2319	369.9	-0.181640235176961	0.4165	0.04875
USP4	2921	369.9	-0.183932827097824	0.4155	0.04876
PPP2R1B	1953	370.1	-0.180985877510277	0.4149	0.04883
CRK	558	370.8	-0.181640235176961	0.4154	0.04903
TRRAP	2805	371.6	-0.182131198272013	0.4163	0.04927
ENO2	824	372.5	-0.180822334457232	0.4173	0.04952
RPL38	2263	372.7	-0.180658809941229	0.4166	0.04957
TIMP2	2718	373	-0.180168347573463	0.4162	0.04967
MYCBP	1533	373.2	-0.179841465269835	0.4157	0.04974
RCN1	2180	373.7	-0.180168347573463	0.4157	0.04988
MLH3	1446	4.217	2.82720930634063	0.0001134	3.726e-08
AURKB	265	5.04	2.75808993420181	0.0001172	7.704e-08
SURF4	2641	5.769	2.6742346477937	0.000134	1.322e-07
USP10	2915	5.769	2.68526740651684	0.0001005	1.322e-07
PRKACB	1983	5.944	2.65786862339084	9.049e-05	1.487e-07
RPP30	2278	6.316	2.65626753479429	9.579e-05	1.889e-07
TOMM40	2762	6.415	2.60809954599438	8.725e-05	2.008e-07
HAUS5	1074	7.306	2.59502618406585	0.0001266	3.33e-07
NUDT9	1697	7.417	2.54473265593262	0.0001193	3.529e-07
SLC25A4	2455	7.714	2.55532535898925	0.0001249	4.105e-07
ABCC1	9	8.509	2.48542682717024	0.0001653	5.976e-07
CCDC94	396	8.849	2.46074256378964	0.0001759	6.939e-07
MRPL11	1471	9.252	2.31411643114067	0.0001922	8.214e-07
CTSL	594	9.491	2.29777835515853	0.0001966	9.046e-07
THOC5	2702	9.865	2.31440650755482	0.0002122	1.046e-06
RPL39P5;RPL39	2264	10.43	2.31672502157875	0.0002451	1.289e-06
ANXA6	141	21.3	1.45206823022381	0.002938	1.642e-05
TXNRD1	2843	22.03	1.41899946543127	0.003106	1.838e-05
DNM1L	706	23.49	1.3311319222172	0.003641	2.274e-05
RAP1B	2148	24.91	1.24061962931176	0.004197	2.76e-05
CAST	372	25.11	1.24305970607253	0.004105	2.834e-05
SSR3	2588	25.15	1.23695175858808	0.003937	2.847e-05
PREB	1978	28.26	1.04054179386285	0.005505	4.163e-05
C11orf68	319	32.27	0.933572638261024	0.008075	6.37e-05
MEA1	1419	32.4	0.947105051567875	0.007854	6.455e-05
MICAL3	1440	33.96	0.937344392150232	0.008762	7.489e-05
WFS1	2988	34.09	0.904580434921318	0.00854	7.58e-05
SMURF2	2496	34.64	0.898401859992193	0.008669	7.98e-05
UFD1L	2890	34.66	0.909965066757969	0.00838	7.988e-05
TRAM2	2783	36.81	0.858378925082071	0.009797	9.662e-05
DLGAP4	691	39.39	0.82130203988953	0.01171	0.0001193
GFM1	974	41.94	0.808179083771471	0.01379	0.000145
NLE1	1635	41.97	0.773152397014052	0.0134	0.0001453
TACC1	2652	42.27	0.835924074254375	0.01329	0.0001486
CNBP	504	43.46	1.23695175858808	0.01407	0.0001618
ANO10	130	43.55	0.766383141001298	0.01377	0.0001629
SRXN1	2582	47.14	0.713695814843359	0.01708	0.0002077
THOC7	2704	49	0.695102985640479	0.01871	0.0002337
SLC43A3	2464	49.34	0.6915341649192	0.01861	0.0002386
RFC5	2196	50.32	0.687956494044482	0.01927	0.0002534
MFN2	1433	51.71	0.678071905112638	0.02041	0.0002751
POLR1E	1909	52.68	0.678071905112638	0.02107	0.0002909
GSTM1;GSTM4	1048	52.96	0.668119124686432	0.02091	0.0002956
WAC	2963	54.15	0.647084212628954	0.02186	0.0003162
ODR4	1730	57.64	0.636914580355878	0.02578	0.0003814
FTSJ3	939	58.28	0.633198686374004	0.02607	0.0003942
PSMB10	2023	58.88	0.621055503299739	0.0263	0.0004063
PHF3	1855	60.27	0.61635769699669	0.0276	0.0004355
CD46	411	60.6	0.6535186707536	0.02749	0.0004428
KDSR	1257	61.19	0.621055503299739	0.02772	0.0004556
ARL6IP5	202	61.21	0.61541629726287	0.0272	0.0004561
FAM107B	878	61.51	0.610700062134764	0.02708	0.0004628
PANK2;PANK3	1771	61.74	0.619178216059069	0.02685	0.0004678
CARS2	367	61.96	0.602171790753379	0.02664	0.0004729
ICMT	1178	63.34	0.59741198755465	0.02792	0.0005047
NCAPD3	1570	65.24	0.590721770009841	0.02992	0.0005508
TRIM38	2791	65.69	0.584000383285773	0.03	0.0005622
RMDN1	2208	65.81	0.584000383285773	0.02963	0.000565
RBM17	2165	65.83	0.587845009254277	0.02917	0.0005657
GTF3C4	1056	67.14	0.576280257621355	0.03038	0.0005993
LAMA5	1295	67.81	0.578214165472454	0.03078	0.0006173
UBR1	2879	68.83	0.575312330687437	0.03163	0.0006447
VMP1	2948	69.27	0.568518597792544	0.03173	0.0006571
ZC3H18	3023	69.56	0.562669826102702	0.03161	0.0006651
ISOC1	1230	70.03	0.566571640626761	0.03175	0.0006784
PLK1	1882	70.71	0.560714954474479	0.03216	0.0006978
RNF115	2212	72.74	0.554834395894193	0.03441	0.0007579
TOE1	2758	72.91	0.549915553621955	0.03413	0.000763
KIF3B	1275	75.02	0.543000877402426	0.03655	0.0008291
NDUFB7	1598	75.75	0.539034702970754	0.03705	0.0008525
CAV2	375	79.32	0.524063675777211	0.04174	0.0009742
NAF1	1556	79.57	0.529071299829111	0.04152	0.0009828
FAM213A	888	79.68	0.524063675777211	0.04112	0.0009869
CLIP2	488	82.44	0.518031492602169	0.04474	0.001088
