gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
PATL1	1781	64.64	-0.495735558650761	0.04292	0.0005361
WDR92	2987	66.37	-0.495532147294641	0.04519	0.0005794
SYNE3	2647	68.47	-0.511896366876423	0.04829	0.000635
RABGGTB	2127	68.95	-1.14912058491193	0.04809	0.0006481
RNF149	2213	71.5	-0.493702734528478	0.05221	0.0007208
SPTBN1	2550	72.66	-1.11122753225756	0.05344	0.0007554
NAPG	1563	73.08	-0.461759842025724	0.0531	0.0007681
WDR62	2983	75.97	-0.534077760696063	0.05811	0.0008596
PHF3	1855	76.31	-0.461362514829357	0.05761	0.0008711
CTNNBIP1	585	76.75	-1.00781166374669	0.05733	0.0008857
NENF	1619	76.95	-0.462753639020927	0.05655	0.0008923
SLC43A3	2464	77.18	-0.447327828837783	0.05588	0.0009002
MYO1E	1545	78.89	-0.441242569626238	0.05835	0.0009591
RNASEH2A	2209	82.78	-1.29760841569195	0.06569	0.001101
NCOR1	1581	83.09	-0.502668664769725	0.06513	0.001113
PCNT	1794	83.59	-1.12847172913778	0.065	0.001132
RPS6KA4	2311	85.22	-0.501442751900983	0.06742	0.001197
SPECC1L	2545	86.53	-0.438307278601691	0.06916	0.00125
CDC73	426	87.89	-0.455217895213337	0.071	0.001307
PEG10	1824	89.68	-0.398208416137974	0.07388	0.001384
BDH1	289	90.22	-0.41985451557662	0.07386	0.001408
NIPSNAP1	1632	91.92	-0.551944832282812	0.07654	0.001484
GPN1	1031	92.48	-0.391379975639508	0.07658	0.00151
BRAT1	303	92.74	-0.408512061602057	0.07592	0.001522
BOD1L1	299	95.03	-0.419468561844813	0.08002	0.001631
UPP1	2902	95.51	-0.415807141890262	0.07987	0.001654
CAST	372	96.64	-0.524085027821821	0.08128	0.00171
CLASP1	481	96.77	-0.415037499278844	0.08034	0.001717
CYB5A	604	97.16	-0.415229871442725	0.08	0.001736
PEX6	1829	97.65	-0.42081985187285	0.07995	0.001761
RPL11	2232	97.7	-0.715485866755755	0.07888	0.001763
TMA16	2730	100.2	-0.379882834971316	0.08336	0.001891
AGR2	79	101.2	-0.741300184430097	0.08469	0.001949
STX18	2619	102.6	-0.394221232464536	0.08661	0.002021
BAHCC1	272	104.8	-1.32988481871571	0.09061	0.002145
TACC2	2653	105.7	-0.555332933158092	0.09156	0.002197
POM121;POM121C	1915	106.2	-0.366057368764396	0.09149	0.002226
BRI3BP	305	106.2	-0.368476593521103	0.09028	0.002226
AIM1	89	111.8	-1.2691644376778	0.1027	0.002567
PRKACB	1983	112.5	-0.375758703927476	0.103	0.002608
SIKE1	2440	116.2	-0.345197874210209	0.1112	0.002851
PDHX	1808	117.1	-0.34098882880185	0.1123	0.002917
USP19	2918	118.4	-0.491875638615801	0.1142	0.003002
KIF3A	1274	119.4	-0.35089043505707	0.1155	0.003075
COL6A1	517	119.8	-0.351074440546879	0.1151	0.003103
SSU72	2592	125.1	-0.364756387640972	0.1278	0.003487
TMEM165	2739	128.9	-0.325720148620552	0.1369	0.00378
FBXO30	903	130.2	-0.321928094887362	0.139	0.003884
RASAL2	2153	130.4	-0.337703337663285	0.138	0.003902
MIA2	1437	131.2	-0.348684197786196	0.1388	0.00397
RRP9	2327	131.4	-0.360860468619572	0.1376	0.003982
FAM107B	878	134.1	-0.309001920443092	0.1437	0.004204
C19orf52	327	135.8	-0.34025807278223	0.1472	0.004354
RBX1	2177	136.6	-0.360304766600418	0.1478	0.004421
MPHOSPH6	1462	136.8	-0.308823203187876	0.1468	0.004441
TAB2	2651	137.3	-0.320486120713456	0.1465	0.004479
RABGAP1	2126	138.7	-0.300093067625124	0.1491	0.004606
NUDT4	1695	139.2	-0.298495300235087	0.1488	0.004646
CGGBP1	451	140.4	-0.360675210829155	0.1508	0.004758
TRIM38	2791	142.6	-0.322469206992558	0.1554	0.004954
SRXN1	2582	143.6	-0.314015013244097	0.1567	0.005049
DNM1L	706	143.8	-0.448508591452505	0.1556	0.005065
YY1	3019	144	-0.385714193880954	0.1548	0.005089
SIK3	2439	147.3	-0.329340918599597	0.1625	0.005394
UBAP2	2854	149	-0.307037247227081	0.1658	0.00556
AURKB	265	149	-0.287184145562628	0.1643	0.005562
NSRP1	1676	149.9	-0.335699214659963	0.1652	0.005647
HNRNPD	1126	149.9	-0.35089043505707	0.1636	0.005647
AAAS	1	150.9	-0.284370159463337	0.1649	0.005747
F8A1	872	153.6	-0.344648171387446	0.1712	0.006023
WFS1	2988	155	-0.273343137314313	0.1738	0.00617
ICMT	1178	155.1	-0.330610337987163	0.1724	0.006177
CYP51A1	610	161.4	-0.34025807278223	0.1894	0.00685
GPRC5A	1033	161.6	-0.301692606485373	0.1881	0.006865
GSTT2B;GSTT2	1052	161.9	-0.31796612873494	0.1876	0.006908
CLTCL1	497	163.3	-0.313118539567772	0.1902	0.007064
SMARCC1	2479	166.3	-0.300093067625124	0.1973	0.007394
MYO18A	1542	166.8	-0.353468650010841	0.197	0.007449
SLC20A1	2448	166.8	-0.309001920443092	0.1955	0.007456
ARPP19	215	167.1	-0.314373758749089	0.1947	0.007487
DIAPH3	683	170.5	-0.388355456626338	0.2032	0.007883
SMTN	2494	172.1	-0.257390096905414	0.2064	0.008074
MICAL3	1440	172.8	-0.31258092262811	0.2069	0.008162
JAG1	1246	176	-0.27282013747502	0.2147	0.008539
SOGA1	2531	177.1	-0.273168782967507	0.2165	0.008684
DIAPH2	682	179.3	-0.267947926699711	0.2215	0.008956
MECP2	1420	180.2	-0.25859773408041	0.2225	0.009071
PHYHD1	1860	180.5	-0.305431774991166	0.2218	0.009113
NUDT15	1692	180.8	-0.266038336691079	0.2209	0.009151
MLLT4	1447	182.3	-0.248279213224955	0.2237	0.009338
KIF2A	1272	182.6	-0.260151897300673	0.2229	0.00938
RDH14	2184	182.7	-0.319225574507539	0.2215	0.009394
PCBD1	1787	183	-0.309359421384307	0.2204	0.00942
CCDC94	396	184.6	-0.250508638397475	0.2237	0.009634
AGO2	76	184.9	-0.246737780732143	0.2228	0.009667
CTPS2	589	187.9	-0.27805868731534	0.2303	0.01007
POLD2	1902	188.6	-0.241099910291317	0.2306	0.01016
EEF1A2	756	192.9	-0.326081816970626	0.2421	0.01075
STRN4	2614	196	-0.240929409193099	0.2499	0.01117
MAN2B1	1376	198.1	-0.237013435119424	0.2547	0.01147
ORMDL3	1739	198.4	-0.236843416258713	0.2539	0.01152
ASPH	219	198.9	-0.238714726638381	0.2535	0.01158
MTA3	1517	200.5	-0.245540026374521	0.2568	0.01182
NOL11	1648	201.3	-0.325539348439741	0.2574	0.01193
ACY1	56	201.9	-0.286480134305086	0.2574	0.01202
AJUBA	93	203.3	-0.231752145097155	0.26	0.01222
AKT2	107	203.4	-0.295128035543647	0.2585	0.01224
TOMM6	2763	204.4	-0.294774043383635	0.2598	0.01238
TAF10	2656	204.5	-0.234465253637023	0.2583	0.0124
LIMCH1	1324	206.8	-0.2688167584278	0.2636	0.01274
CMC1	501	207.4	-0.233616858998702	0.2636	0.01283
TMEM41B	2742	207.8	-0.226509972504442	0.263	0.01288
UBR1	2879	208	-0.266558883346876	0.2619	0.01291
AAK1	2	208.9	-0.3040061868901	0.2629	0.01305
ACOX1	38	210.5	-0.301692606485373	0.2661	0.0133
MAP4K4	1384	210.8	-0.241270431542137	0.2652	0.01334
FAM213A	888	211.9	-0.0320936297098533	0.2669	0.01351
GNL3L	1011	213.9	-0.278233633661385	0.2711	0.01381
SCARB2	2370	214.9	-0.228705984348338	0.2724	0.01397
NEXN	1621	215.5	-0.241611534520648	0.2725	0.01406
STX8	2623	216.1	-0.225834948493583	0.2726	0.01416
ARHGEF18	196	218.6	-0.231074664436249	0.2782	0.01454
TIMM23B;TIMM23	2713	218.6	-0.216250016992825	0.2767	0.01456
GOLGB1	1019	224.2	-0.220109960659953	0.2921	0.01546
PPFIA1	1921	228.7	-0.213570916796944	0.3041	0.0162
RNF7	2217	231.2	-0.22398025935253	0.3102	0.01662
MESDC2	1427	231.4	-0.21574730659542	0.3089	0.01666
CCDC6	393	234	-0.210395933668423	0.3152	0.0171
TCEB3	2685	234.2	-0.217088257119184	0.3141	0.01714
PFKM	1837	234.3	-0.258080051505312	0.3125	0.01716
ZC3H4	3024	234.6	-0.255322210682926	0.3115	0.0172
TTI1	2816	236.1	-0.244856041513593	0.3143	0.01746
HEBP2	1085	237.4	-0.226509972504442	0.3166	0.01769
KIF3B	1275	237.4	-0.256700472111743	0.3148	0.01769
DDX10	638	240.5	-0.208060935404666	0.3225	0.01824
ORMDL1;ORMDL2	1738	242.5	-0.203402245951694	0.3271	0.0186
ATP6V1D	253	242.9	-0.208727692223415	0.3265	0.01867
ARHGAP35	190	243.5	-0.215579775382216	0.3265	0.01878
NUDT16L1	1693	245.8	-0.246053227912235	0.3318	0.0192
C4orf27	332	248.4	-0.196938324908699	0.3384	0.01969
CHMP4A	462	249.2	-0.22044609650511	0.339	0.01984
AGL	75	250.1	-0.202737945241954	0.3398	0.02
BABAM1	268	251.1	-0.202903991745088	0.3411	0.02018
STX4	2620	252.1	-0.207227922481881	0.3423	0.02037
MPHOSPH10	1461	254.3	-0.20074687643936	0.3476	0.0208
IER3IP1	1186	254.6	-0.199255376063222	0.3467	0.02086
RRAS	2318	256.6	-0.198261898433542	0.351	0.02123
FNDC3B	931	256.6	-0.213905532370957	0.3494	0.02125
PREB	1978	256.7	-0.235993622371335	0.3476	0.02125
CD58	412	257.5	-0.257217659799981	0.3482	0.0214
SSBP1	2585	258	-0.214742411007388	0.348	0.02151
MDN1	1416	260.1	-0.224991612384405	0.3528	0.02192
INTS7	1214	260.2	-0.234634992450195	0.3512	0.02194
OSGEP	1745	262.2	-0.2397364653786	0.3557	0.02233
TBK1	2676	262.3	-0.209227962138	0.354	0.02234
CAMK2D	350	262.3	-0.194459892687945	0.3525	0.02236
VTI1B	2962	263.2	-0.242464644971199	0.3534	0.02254
RSF1	2329	264.3	-0.191985710910402	0.3549	0.02275
MYO5A	1546	268.7	-0.20058107800892	0.3669	0.02364
UQCC1	2903	270.1	-0.186064929518683	0.3694	0.02392
WDR11	2973	270.7	-0.188693388530219	0.3696	0.02406
AHNAK2	85	272.9	-0.186064929518683	0.3744	0.02449
TNS3	2757	274.2	-0.193634693877545	0.3768	0.02477
METTL13	1431	274.4	-0.215914857265243	0.3756	0.02482
MXRA7	1530	274.8	-0.183277428998698	0.3751	0.02491
OCRL	1729	275.2	-0.192974874501356	0.3745	0.02499
ZC3H6	3025	275.7	-0.198427430536402	0.3742	0.02509
GXYLT1	1060	276.4	-0.148001162887554	0.3744	0.02523
HMGA1	1112	280.8	-0.181476617933702	0.3866	0.02618
SF3B6	2423	282.2	-0.190667880226499	0.3891	0.02648
NFIC	1623	283.1	-0.187378560422908	0.39	0.02667
C14orf142	322	285.7	-0.183605090830879	0.3965	0.02724
DPY30	720	288	-0.158429362604483	0.4018	0.02774
MRPL1	1470	288.6	-0.245540026374521	0.402	0.02788
NXN	1723	288.9	-0.179514657013621	0.401	0.02795
ADPGK	68	291.5	-0.233108061588777	0.4072	0.02851
SPATA5	2540	293.2	-0.13495221077405	0.4108	0.0289
TBRG4	2680	293.9	-0.18951576502224	0.4113	0.02907
CKB	478	297.2	-0.179841465269835	0.42	0.02982
DDX41	649	300.3	-0.171368418311981	0.428	0.03053
NELFE	1617	302.2	-0.187707155126729	0.4323	0.03098
ARFGAP2	180	303.1	-0.203568368934305	0.4329	0.03117
GOLGA3	1016	303.1	-0.171693386224356	0.4312	0.03118
TRIOBP	2793	305.5	-0.189680296588923	0.4368	0.03173
IRS1	1228	305.5	-0.170069278160357	0.4349	0.03173
HMGCS1	1116	305.6	-0.193634693877545	0.4332	0.03176
SRSF4	2577	306.3	-0.215579775382216	0.4336	0.03193
STAU1	2600	307.1	-0.167960667348026	0.4343	0.03212
NFS1	1625	308.3	-0.181476617933702	0.4363	0.03242
MRPL24	1478	311.1	-0.172506126396202	0.4434	0.03309
CDC26	421	311.3	-0.142576291267693	0.4421	0.03313
ENPP4	826	312.8	-0.177229069733224	0.4448	0.03349
LEMD2	1312	314	-0.189351252217354	0.4468	0.03378
MRRF	1505	314.2	-0.170556318633409	0.4455	0.03383
CDK11B;CDK11A	429	315.1	-0.176087632512198	0.4466	0.03406
METAP2	1430	317.9	-0.207227922481881	0.4537	0.03475
EXOC7	861	318.8	-0.185900809725447	0.4546	0.03497
PHC2	1854	319	-0.182786075741673	0.4533	0.03502
ABCD3	10	320.4	-0.189186758169985	0.4557	0.03536
MAGT1	1375	321.3	-0.188035824689806	0.4568	0.03559
ITGAV	1238	324.5	-0.163914288297594	0.4651	0.03639
ITGA5	1236	324.6	-0.169095690197941	0.4637	0.03643
IST1	1231	325.1	-0.163914288297594	0.4633	0.03655
SMARCB1	2478	325.5	-0.163429484582848	0.4625	0.03664
THUMPD3	2708	326.4	-0.20058107800892	0.4634	0.03687
ARHGAP29	189	326.8	-0.161491897219344	0.463	0.03698
COPS7B	532	328	-0.170231606716465	0.4647	0.03727
TST	2812	329.2	-0.159879226538468	0.4668	0.0376
ADAR	60	329.9	-0.161007906706259	0.4671	0.03777
USMG5	2913	330.4	-0.176087632512198	0.4668	0.0379
UGGT1	2895	330.5	-0.163914288297594	0.4652	0.03793
KIAA1671	1266	334.5	-0.158268356517503	0.4762	0.03898
CPSF3	554	335	-0.168122758808327	0.4756	0.03909
SNX17	2519	337.7	-0.174947097664133	0.4824	0.0398
TCEAL3;TCEAL6;TCEAL5	2682	338.2	-0.169744675832317	0.4821	0.03994
MRPL11	1471	339.4	-0.185244517190126	0.4841	0.04026
PLXNA1	1888	340	-0.196442297727987	0.484	0.04042
SNRPA	2504	341.7	-0.157302697150199	0.4877	0.04088
MTMR1	1522	342	-0.160685336544851	0.4865	0.04094
MED29	1422	343.7	-0.157302697150199	0.4902	0.04141
NCKAP1	1576	344.4	-0.157463595498761	0.4906	0.04161
PSMB8	2030	344.4	-0.161653263478769	0.4887	0.04161
CHML	458	344.5	-0.167960667348026	0.487	0.04162
ARMT1	207	344.5	-0.164075925745625	0.4853	0.04164
PPP1R11	1942	345.3	-0.158429362604483	0.486	0.04186
GOLGA5	1018	345.9	-0.165207895235545	0.4859	0.042
JUP	1250	346.7	-0.165046130920649	0.4864	0.04221
PIP4K2B	1867	347.7	-0.158429362604483	0.4877	0.04248
NUP37	1711	348	-0.153125626185084	0.4868	0.04257
SEPT10	2400	349.2	-0.154891372769876	0.4887	0.0429
CISD2	473	350.6	-0.158107368396944	0.4912	0.04328
CBL	377	350.7	-0.169744675832317	0.4898	0.04331
JAK1	1248	350.9	-0.157785446039056	0.4888	0.04338
UBE4B	2873	351.9	-0.15521264992094	0.49	0.04365
UFC1	2889	352.8	-0.153286059328523	0.4909	0.04389
PLK1	1882	353	-0.189186758169985	0.4896	0.04394
TAX1BP1	2664	353.2	-0.16682653676166	0.4885	0.044
GGCT	976	354.3	-0.161169218837124	0.4901	0.0443
SCAMP2	2367	356	-0.156659283139807	0.4936	0.04478
DOCK5	712	359.6	-0.164237581305309	0.5031	0.04581
GEMIN5	972	360.2	-0.151842802900928	0.503	0.04597
CCDC43	389	360.7	-0.171530893118267	0.5028	0.04611
DHX36	677	361.7	-0.227185312500807	0.5041	0.0464
NOP16	1655	361.9	-0.149440579377228	0.5029	0.04646
SRGAP2;SRGAP2B;SRGAP2C	2557	364	-0.153286059328523	0.5075	0.04705
ELMOD2	811	364.1	-0.154249033026011	0.5059	0.04707
PFDN4	1833	364.9	-0.164237581305309	0.5068	0.04732
UQCR10	2905	365.4	-0.147521676357613	0.5066	0.04747
MARK2	1395	366.5	-0.15360697914764	0.5082	0.04778
OPTN	1737	368.8	-0.158751428693752	0.5132	0.04842
PDPR	1816	371.1	-0.149280573272602	0.5187	0.04911
NFXL1	1626	371.3	-0.147841316336962	0.5174	0.04916
NR3C1	1668	372.3	-0.146722886103616	0.5187	0.04945
SLC25A1	2449	372.4	-0.159073566696852	0.5174	0.0495
APOBEC3B	164	373.4	-0.146882608776449	0.5185	0.04977
TOR1AIP2	2769	373.4	-0.145445740913747	0.517	0.04979
EPS8	837	373.8	-0.148960614291275	0.5163	0.0499
PTPN12	2072	374	-0.146084172184655	0.5152	0.04996
MCAM	1404	14.33	1.81229284487327	0.01276	4.194e-06
SDCBP	2376	15.89	1.4905701304462	0.009183	6.038e-06
ARL2	200	16.55	0.892196710465485	0.007054	6.957e-06
NUMB	1701	16.75	0.909197062991687	0.005508	7.243e-06
SSR3	2588	18.12	2.12730310578213	0.005778	9.497e-06
WDR6	2981	18.42	0.869476633965402	0.005094	1.005e-05
UQCRQ	2911	20.33	0.849599011151452	0.006099	1.403e-05
CD82	415	20.58	2.18966644665005	0.005561	1.462e-05
LIMS1	1326	23.87	0.788268082866837	0.008106	2.398e-05
NAF1	1556	25.78	0.762986564880576	0.009396	3.089e-05
RRP15	2324	27.53	2.06108492060131	0.01058	3.826e-05
HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST3H2BB	1100	27.88	0.781569544815974	0.0101	3.985e-05
GTF3C4	1056	28.26	0.717210299019596	0.009744	4.164e-05
RAP1B	2148	28.77	2.00432160595009	0.009587	4.412e-05
ATP6V0A1	248	31.09	1.85399564717639	0.01147	5.657e-05
GPATCH8	1027	31.49	1.71808758396052	0.01121	5.895e-05
STX7	2622	38.98	0.621993231666123	0.02067	0.0001155
TUBB2A	2823	41.72	0.623866861852698	0.0241	0.0001426
CTBP1	579	42.64	0.603121869839996	0.02443	0.0001526
DDX52	655	42.94	0.608809242675524	0.02373	0.000156
ATP5H	242	44.39	0.609754962172443	0.02503	0.0001728
COX5A	542	45.68	0.599317793698226	0.02607	0.0001886
NAA25	1551	45.91	0.587845009254277	0.02533	0.0001915
VPS28	2951	46.68	0.591679416935737	0.02555	0.0002016
PPIA	1924	46.75	0.600269753509005	0.02463	0.0002025
OSBPL2	1742	48.94	0.564622052436981	0.02724	0.0002328
TIMP2	2718	49.89	0.574343753920013	0.02781	0.0002469
CIRBP	470	52.74	0.554834395894193	0.03173	0.0002921
LSM1	1353	54.2	0.550900664647523	0.03327	0.0003171
HSP90AB2P	1155	55.01	0.553851968181126	0.03361	0.0003315
DHFR	669	55.04	0.550900664647523	0.03259	0.0003321
NDUFS2	1602	56.88	0.563646269484064	0.03483	0.0003664
PPM1B	1934	57.56	0.783247097378117	0.035	0.0003796
RNF114	2211	59.23	0.530070742225084	0.037	0.0004136
ACAD9	23	60.37	0.566571640626761	0.03804	0.0004377
CHID1	457	61.57	0.521050736900963	0.03922	0.0004642
VRK1	2960	61.93	0.527070335512661	0.03881	0.0004721
SRSF2	2575	65.06	0.51500591643373	0.04374	0.0005464
MAP7D1	1385	68.92	0.489542935642474	0.05049	0.0006474
GOPC	1022	69.33	0.489542935642474	0.05009	0.0006586
CLPP	491	70.58	0.496717987935177	0.05148	0.0006939
HNRNPK	1132	73.91	0.492622328574446	0.0575	0.0007939
SORT1	2534	75.09	0.468843942974637	0.0588	0.0008312
RBM17	2165	78.08	0.462575888042204	0.06435	0.0009307
OXA1L	1750	78.45	0.477159211186641	0.06377	0.0009434
UCK2	2888	79.37	0.455228571117139	0.06453	0.0009758
DDX56	656	80.35	0.461528559472877	0.06543	0.001011
C7orf50	333	81.87	0.443606651475615	0.06762	0.001067
FAM134C	884	82.98	0.456280481510725	0.06885	0.001109
DCTN4	628	83.53	0.443606651475615	0.06877	0.00113
APOBEC3C	165	84.7	0.461528559472877	0.07015	0.001176
MRPS17	1492	84.8	0.43722773891291	0.06904	0.00118
PDLIM4	1813	84.85	0.454175893185802	0.06785	0.001182
MRPS36	1501	85.01	0.479230561206336	0.06694	0.001188
PSMF1	2055	85.35	0.476122419880152	0.0665	0.001202
MTX1	1525	85.69	0.457331625485014	0.06605	0.001216
FIS1	913	85.75	0.446785562143122	0.06502	0.001218
PPIL4	1931	86.36	0.460480470040011	0.0652	0.001243
ALAD	108	86.87	0.448900951145128	0.06518	0.001264
RBM12B	2162	88.13	0.452068230223811	0.06679	0.001317
UBE2A	2856	88.48	0.445726703349984	0.06644	0.001332
ABHD14B	16	88.95	0.465713319595964	0.06635	0.001352
HLA-DRA	1108	90.68	0.439357178474257	0.06897	0.001428
FAM98B	896	91.68	0.423309237242387	0.07005	0.001474
MRPL4	1483	94.14	0.429749850800216	0.07434	0.001588
STEAP3	2602	94.53	0.442545456105304	0.07407	0.001607
TMEM106B	2737	97.21	0.412510571249805	0.07894	0.001739
ILKAP	1205	98.5	0.430820496519772	0.0807	0.001804
IGFBP7	1196	100.9	0.408168370708106	0.08505	0.001929
MPP5	1464	101.8	0.430820496519772	0.08601	0.001979
CST1	573	102	0.460480470040011	0.0852	0.001989
ATP2B4	236	102.7	0.414676780426886	0.08576	0.00203
SNX4	2523	108	0.385154896884344	0.09716	0.002332
HAGH	1071	108.6	0.377401430785794	0.09733	0.002368
ENO1	823	109.3	0.425459304765355	0.09786	0.002413
MVB12A	1528	110.5	0.381837083906047	0.0995	0.002486
MRPL15	1475	111	0.412510571249805	0.09939	0.002516
MYL6	1541	112	0.421155960662223	0.1005	0.002577
UBE2D2;UBE2D4;UBE2D3;UBE2D1	2858	113	0.372952097911829	0.1017	0.002641
PGP	1848	114.6	0.424384671538097	0.1045	0.002749
SAAL1	2349	117.4	0.389566811762726	0.1101	0.002932
B2M	267	121.4	0.380729448503549	0.1192	0.003214
LRRC59	1349	123.6	0.35501626421955	0.1239	0.00338
RPL27A	2250	124.3	0.353887836284907	0.1241	0.003426
VPS4A	2958	124.7	0.382943869568991	0.1238	0.00346
ZNF185	3034	125.2	0.447843644362086	0.1235	0.003493
FUBP1	940	125.5	0.370722275148167	0.123	0.003519
CST3	574	125.6	0.350497247084133	0.1218	0.003524
ARL3	201	126	0.347098670622268	0.1216	0.003557
AGFG1	74	127	0.387362540835996	0.1229	0.003637
SNX27	2521	129.7	0.375178479589612	0.1286	0.003846
SOD1	2529	131.4	0.357270475679559	0.1318	0.003986
DHCR24	667	133.1	0.367371065648529	0.135	0.004127
UBE2N;UBE2NL	2864	134.4	0.334568275666133	0.1368	0.004229
THOC7	2704	134.5	0.361768359419153	0.1359	0.004243
ACTC1;ACTA1;ACTG2;ACTA2	46	135.4	0.341416524478722	0.1369	0.004321
CHMP2A	460	136.2	0.38404980679516	0.1374	0.004381
PTRHD1	2078	138.8	0.337996463515016	0.1431	0.004609
GLTP	990	140.6	0.321928094887362	0.1466	0.004771
MINA	1443	142.3	0.336854639125465	0.1499	0.004927
WDR43	2978	142.9	0.341416524478722	0.1501	0.004984
SEPHS1	2399	144.4	0.321928094887362	0.1528	0.005122
LRRC8A	1350	144.7	0.376290383337052	0.1521	0.00515
VAV2	2940	146.3	0.36289064266586	0.1549	0.005297
ODR4	1730	146.6	0.335711910320462	0.1544	0.005329
NUDCD2	1689	148.7	0.31034012061215	0.1588	0.005535
RMDN1	2208	149.2	0.313826296390398	0.1587	0.005582
KEAP1	1258	149.6	0.331131922217202	0.1582	0.005617
TGFBR2	2696	151.5	0.324234562270531	0.162	0.005806
MIF	1442	152.3	0.306845500314283	0.1628	0.005888
WDR77	2985	153.4	0.305678743242287	0.1646	0.006007
LGALS8	1319	154.8	0.312665173558394	0.167	0.006147
FKBP1A	915	155.1	0.301002256032814	0.1663	0.006179
CARM1	365	155.5	0.305678743242287	0.1659	0.006216
BAP18	275	156.2	0.298658315564515	0.1665	0.006296
NAP1L1	1560	157.7	0.314986485468515	0.1691	0.006449
ATXN3	262	165	0.400537929583729	0.1886	0.007254
RPLP1	2274	165.6	0.312665173558394	0.1885	0.007312
PPID	1926	165.7	0.293958979028694	0.1872	0.007323
SREK1	2555	166.4	0.2904244038653	0.1877	0.007406
GATAD2B	963	168.3	0.348232419239271	0.1918	0.007628
AAMDC	3	170.6	0.360645202460216	0.1969	0.007898
UBE2Q1	2866	170.8	0.309176187478515	0.1958	0.007916
NHP2L1	1629	171	0.285698125958125	0.195	0.007947
TLDC1	2725	174.3	0.291603558030565	0.2029	0.008338
PPP2R5E	1958	174.5	0.293958979028694	0.202	0.008367
DECR1	659	177.7	0.277389698810864	0.2098	0.008758
SETD3	2412	178.4	0.284514133244245	0.2102	0.008844
SRSF10	2573	179.5	0.276198865032242	0.2117	0.008979
APEH	157	179.9	0.289244285156642	0.2112	0.009027
PRCP	1971	180.4	0.312665173558394	0.2111	0.009089
SEL1L	2397	181.3	0.318461465167583	0.2123	0.009212
HINT2	1094	182.2	0.289244285156642	0.2132	0.009323
TIMM13	2712	182.2	0.269033146455237	0.2118	0.00933
POLD1	1901	182.3	0.277389698810864	0.2105	0.009342
FN3KRP	929	182.5	0.273814244587037	0.2095	0.009368
ATXN7L3B	263	182.6	0.334568275666133	0.2083	0.009379
NDUFA8	1593	183.3	0.277389698810864	0.2086	0.009462
ALKBH5	121	184.1	0.353887836284907	0.2093	0.009564
TBC1D13	2666	185	0.279768421593595	0.2104	0.009684
SF3B4	2421	185.4	0.267835392097615	0.2102	0.009743
CNDP2	505	187.4	0.265436896049098	0.2143	0.01
GALK1	953	187.8	0.276198865032242	0.214	0.01006
ABCC1	9	188.9	0.270229907237998	0.2155	0.0102
KANK2	1251	189.4	0.277389698810864	0.2154	0.01027
UFM1	2892	190	0.269033146455237	0.2158	0.01036
