FC..class1.class2.	P.value
PRKAG1	-0.295305064200951	0.000954
DDX52	-0.49817873457909	0.0009699
LIMS1	-0.284721607708897	0.001111
NDUFS3	-0.286656104914671	0.001123
EHMT2	-0.285424761148374	0.001131
RTN3	-0.283843147570394	0.001134
ENPP4	-0.311864411542665	0.001184
PLK1	-0.311327261660857	0.00119
ICMT	-0.320486120713456	0.001202
MICAL3	-0.471128671761879	0.001364
RALBP1	-0.306680321188425	0.001517
ECH1	-0.262918994846901	0.00167
CDK12	-0.262399759627731	0.001717
MCAM	-0.252397769725057	0.001737
LARP7	-0.251538766995964	0.001769
DNM1L	-0.253773238823062	0.001782
JAGN1	-0.254117311097741	0.001807
RPL39P5;RPL39	-0.24588214044795	0.001906
PHC2	-0.24759392878462	0.002185
IDH3A	-0.252913416972182	0.002298
SSBP1	-0.242293982518657	0.002319
KDELR1	-0.379507426423559	0.002342
APOBEC3C	-0.235653844922546	0.002351
PDCD11	-0.241611534520648	0.002364
GOLM1	-0.238204128494354	0.002559
GMPR2	-0.231074664436249	0.002583
TUBGCP3	-0.245711073270316	0.002614
TMEM33	-0.233108061588777	0.002697
LMF2	-0.240418026766445	0.002767
PIP4K2A	-0.240247606231029	0.002778
ANKRD17	-0.228705984348338	0.002819
BAHCC1	-0.389488908333891	0.002872
NRP1	-0.225160240172674	0.002881
MRPL22	-0.243659847748147	0.002907
CD82	-0.231413364999112	0.002974
IQSEC2	-0.289827251720338	0.003003
PVRL2	-0.227016447861895	0.003026
POLD1	-0.225834948493583	0.003132
EMG1	-0.223474848578088	0.003172
ATP5J2	-0.223474848578088	0.003186
ACOT2;ACOT1	-0.227692025041597	0.003238
UPP1	-0.22465441592596	0.00325
ARHGAP29	-0.221286778913893	0.003281
EPHX1	-0.220109960659953	0.003282
ARHGEF18	-0.215244771307591	0.003592
SRSF4	-0.213570916796944	0.003655
ANAPC2	-0.22044609650511	0.003673
SMEK1	-0.211731917133163	0.0038
UBE2D2;UBE2D4;UBE2D3;UBE2D1	-0.213738214882699	0.003844
RPS6KA3	-0.230059039585513	0.003871
RBM17	-0.211230778342427	0.003937
GOT2	-0.217088257119184	0.003944
NIT1	-0.212567535483132	0.004005
F3	-0.21742368958777	0.004023
NOC4L	-0.208727692223415	0.004223
PHF5A	-0.218262612121666	0.004288
FAM98A	-0.215914857265243	0.004296
NSDHL	-0.205396985351244	0.004437
SDF4	-0.207227922481881	0.004469
C9orf78	-0.214407601295769	0.00454
GMFB	-0.209394757333387	0.004762
ESD	-0.208394275295448	0.004895
FTSJ1	-0.349603053330211	0.004899
DHCR7	-0.199255376063222	0.005116
SORT1	-0.199089748941648	0.005138
THUMPD3	-0.212734717248298	0.005171
ENO1	-0.205230651686346	0.005208
DEGS1	-0.199089748941648	0.005305
UBLCP1	-0.195615964558658	0.005458
ARFIP2	-0.200415298630296	0.005631
WAC	-0.211230778342427	0.005651
PEPD	-0.194790104417674	0.00574
PHF6	-0.188035824689806	0.006371
ZC3H6	-0.235993622371335	0.006437
PRKRA	-0.198758551731541	0.006488
LSS	-0.186885808653711	0.006516
PTPN23	-0.187871480548729	0.006588
CTNNBL1	-0.185408562336802	0.007105
BTF3L4	-0.18311362598508	0.007181
RAP2B	-0.183441250612556	0.007274
ATP6V1E1	-0.186721595456688	0.007283
IMP3	-0.182458599848566	0.007382
HYI	-0.18311362598508	0.007494
ERBB2IP	-0.181967525341905	0.007505
ZC3H14	-0.180168347573463	0.007745
ATP5L	-0.180331816503544	0.007762
RASGEF1C	-0.182294889772829	0.007996
PRDX4	-0.177718533704293	0.008155
ELOVL1	-0.183768949657892	0.008272
RBM15	-0.180822334457232	0.008383
BCCIP	-0.175435787910173	0.008402
MTX2	-0.175272872767897	0.008539
VDAC3	-0.173807463763398	0.008769
SCAMP4	-0.175109976020602	0.008773
POGZ	-0.175109976020602	0.008815
AAMP	-0.173970213500261	0.008971
RBM3	-0.179514657013621	0.00913
GTPBP10	-0.187542848419543	0.009237
MGAT2	-0.177881725270655	0.009267
TMEM165	-0.180168347573463	0.009492
SNRPB;SNRPN	-0.171693386224356	0.00957
DHX36	-0.171855897634372	0.009588
GID8	-0.170393953539446	0.009759
SAMM50	-0.178044935298647	0.009929
SLC25A4	-0.169095690197941	0.01005
NUDT9	-0.168284868482175	0.01023
PTDSS1	-0.167312483560468	0.01033
GAMT	-0.168771306825942	0.01047
ABCC1	-0.165693297037092	0.01052
MRPL4	-0.165369677690538	0.01072
CNOT3	-0.164075925745625	0.01115
GNS	-0.162783332946971	0.01124
CTNNA2	-0.162621840246193	0.01126
JAK1	-0.162783332946971	0.01129
FUT8	-0.163106372590257	0.01131
FABP5	-0.161491897219344	0.01142
NOLC1	-0.163267919540864	0.01144
CARM1	-0.163106372590257	0.01145
PAFAH1B3	-0.167960667348026	0.01155
EPS8L2	-0.161814647789121	0.01177
RNF113A	-0.162621840246193	0.01205
ENAH	-0.158751428693752	0.01212
ARHGAP5	-0.161007906706259	0.01215
FXR2	-0.159395776645905	0.01228
GATAD2B	-0.159395776645905	0.01264
PPIL4	-0.159395776645905	0.013
GALNT2	-0.156659283139807	0.01307
FADS2	-0.192315356756893	0.01309
WDR5	-0.163267919540864	0.0133
CCDC94	-0.156498474463177	0.01338
THOC3	-0.154570167148848	0.0135
SEMA7A	-0.158107368396944	0.01357
ORMDL1;ORMDL2	-0.15360697914764	0.01384
FAT1	-0.153286059328523	0.01391
PELP1	-0.22044609650511	0.01396
PSMD8	-0.154088492766469	0.01412
RB1	-0.153125626185084	0.01421
WBP2	-0.15200309344505	0.01424
GOSR1	-0.152804813410605	0.01436
SDCBP	-0.205563338195578	0.01506
PYCR2	-0.149280573272602	0.01512
ILKAP	-0.15072126746922	0.01543
RAN	-0.149600603229745	0.01543
MED10	-0.152965210880434	0.01545
MAD2L1	-0.148161027150656	0.01565
ARPC3	-0.148480808830096	0.01617
NUP160	-0.148960614291275	0.0163
PKN1	-0.147042349134347	0.01639
PHAX	-0.145924537878446	0.017
WDR36	-0.143532140490526	0.01743
RAD21	-0.143850897681591	0.01747
APBB1IP	-0.142417044615852	0.01751
RPL37A	-0.142417044615852	0.0178
EIF2B4	-0.142576291267693	0.01788
FHOD1	-0.146563181111933	0.01798
CPNE1	-0.149760644834091	0.01799
TPI1	-0.141939410100352	0.01818
MRPL37	-0.140507454607221	0.01823
SNRPF	-0.139871485877112	0.01842
TOP2B	-0.142417044615852	0.01882
GLB1	-0.140189435198705	0.01892
SURF4	-0.138600388842562	0.01907
HNRNPLL	-0.139235797371172	0.0191
RPS6KA1	-0.139235797371172	0.01928
LAMP2	-0.138918058125115	0.01929
RPA3	-0.146084172184655	0.0193
MTMR1	-0.140666490603732	0.01941
BRAT1	-0.144807592040846	0.0195
GNAI3	-0.138124016032921	0.01954
MRPL16	-0.13764780046798	0.01962
SETD7	-0.13701309080491	0.01967
PGAM5	-0.138282789492707	0.01968
NDC1	-0.137330410731602	0.01996
GMPPA	-0.13764780046798	0.02062
ARHGAP35	-0.136695840657202	0.02063
OSTC	-0.136061549576028	0.02088
USMG5	-0.140984615200586	0.02088
DHPS	-0.136378660257795	0.02093
RIF1	-0.169257909239085	0.02107
SLC25A1	-0.135269077685249	0.02113
PLBD2	-0.169906967867011	0.02114
MGST1	-0.134002027397734	0.02123
TIAL1	-0.134002027397734	0.02148
THOC2	-0.133527170284152	0.02157
EMC1	-0.133527170284152	0.02165
H6PD	-0.13384372432621	0.02177
SEL1L	-0.132261648237312	0.02309
EBP	-0.130365444186607	0.02369
OSBPL10	-0.130997235324748	0.02412
ATP6V0A1	-0.134318685660833	0.02414
ALKBH5	-0.162944843726976	0.02436
TIPRL	-0.128629443818545	0.0244
WDR6	-0.128314031696412	0.02462
MID1	-0.129576094141808	0.02464
RPL31	-0.131313234677865	0.02466
RNF115	-0.127053072332066	0.02533
UBE2O	-0.12736820886475	0.02539
PPP1R13L	-0.139712537489259	0.02541
APEH	-0.126423005703037	0.02561
CRTAP	-0.128156351490682	0.02611
VAC14	-0.12784104277106	0.02618
PPP4R1	-0.124534455145291	0.02619
PFDN2	-0.125793214122201	0.02619
HSPA14	-0.126108075546604	0.02621
LAMB3	-0.124219936931512	0.02628
SNRPD2	-0.122962549301302	0.02734
ARHGAP18	-0.126580496565143	0.02754
ARPC1A	-0.124534455145291	0.02785
DCBLD2	-0.121235428732646	0.0285
UBE4A	-0.121235428732646	0.02859
MEPCE	-0.120764754472295	0.02949
POLD2	-0.119510373312181	0.02959
RFC5	-0.119823866368801	0.02979
RBM34	-0.133368919305999	0.02998
CACTIN	-0.118726938570751	0.03034
CORO1B	-0.118413683756604	0.03061
TSR1	-0.117943929031374	0.03125
PPP1R11	-0.117787378107137	0.03141
MRPS27	-0.117317827235331	0.03149
RNF7	-0.117943929031374	0.03178
STXBP2	-0.118883591488098	0.03204
MYO18A	-0.117943929031374	0.03222
CCNH	-0.123276793484833	0.03283
SLC25A5	-0.115910090866467	0.03345
HEBP1	-0.115284870903967	0.03375
CDC42	-0.113723005382915	0.03386
DCPS	-0.114035243246029	0.03395
C12orf10	-0.112474729258412	0.03457
RALA	-0.113723005382915	0.03474
LGALS3BP	-0.112006904023522	0.03481
DIAPH2	-0.113879115867392	0.0349
SLBP	-0.112006904023522	0.03506
MRPL27	-0.117630844168841	0.03528
AKR1A1	-0.112630704721118	0.03545
THOP1	-0.111695104791513	0.03574
GNA13	-0.116691997037516	0.03577
ALG2	-0.114347548700413	0.03579
MRPL15	-0.110760111213168	0.03667
BCAT2	-0.110760111213168	0.03711
ARHGEF10	-0.108580813153921	0.03719
ATF7;ATF2	-0.113879115867392	0.03759
BMS1	-0.109981412516178	0.03809
ENY2	-0.109825723200656	0.03856
PURB	-0.113254775257891	0.0388
DDOST	-0.107181572204967	0.03894
WDR3	-0.109981412516178	0.03932
MAPKAPK3	-0.109047528542978	0.03959
PAPSS2	-0.10609421115363	0.03965
CLPB	-0.106404802121652	0.03972
MCCC2	-0.106404802121652	0.03973
GLTP	-0.117004878201373	0.03982
CD3EAP	-0.106249498279434	0.04018
VPS4A	-0.106249498279434	0.04137
CAMK2D	-0.105783687036872	0.04202
HADHB	-0.103766907792202	0.04234
ARMCX3	-0.103456884144101	0.04294
APOA1BP	-0.103456884144101	0.04297
MORF4L2	-0.102991973551682	0.0432
UTP18	-0.104697378666693	0.04336
HMGCS1	-0.106404802121652	0.04393
RAB3GAP1	-0.101443352706452	0.04487
MAGT1	-0.107336976421295	0.04496
MRPL53	-0.102062601579954	0.04578
ASNS	-0.100669665209555	0.04601
GLRX3	-0.101133827916402	0.04601
NOL10	-0.100979090420583	0.04636
UBE3A	-0.102682116368169	0.04659
CAV2	-0.119510373312181	0.04696
ILVBL	-0.100051013810328	0.047
KIF3A	-0.0998963924028721	0.04705
DNPEP	-0.101133827916402	0.04734
MINA	-0.0994326275853059	0.0475
EED	-0.0998963924028721	0.0476
EBNA1BP2	-0.103456884144101	0.04773
SNX5	-0.102991973551682	0.04826
STX5	-0.100051013810328	0.04832
RAE1	-0.0983510890836528	0.04859
SNW1	-0.0986600173591137	0.04891
BPNT1	-0.0978878206694321	0.04893
