FC..class1.class2.	P.value
MYO5A	-0.20058107800892	0.02364
UQCC1	-0.186064929518683	0.02392
WDR11	-0.188693388530219	0.02406
AHNAK2	-0.186064929518683	0.02449
TNS3	-0.193634693877545	0.02477
METTL13	-0.215914857265243	0.02482
MXRA7	-0.183277428998698	0.02491
OCRL	-0.192974874501356	0.02499
ZC3H6	-0.198427430536402	0.02509
GXYLT1	-0.148001162887554	0.02523
HMGA1	-0.181476617933702	0.02618
SF3B6	-0.190667880226499	0.02648
NFIC	-0.187378560422908	0.02667
C14orf142	-0.183605090830879	0.02724
DPY30	-0.158429362604483	0.02774
MRPL1	-0.245540026374521	0.02788
NXN	-0.179514657013621	0.02795
ADPGK	-0.233108061588777	0.02851
SPATA5	-0.13495221077405	0.0289
TBRG4	-0.18951576502224	0.02907
CKB	-0.179841465269835	0.02982
DDX41	-0.171368418311981	0.03053
NELFE	-0.187707155126729	0.03098
ARFGAP2	-0.203568368934305	0.03117
GOLGA3	-0.171693386224356	0.03118
TRIOBP	-0.189680296588923	0.03173
IRS1	-0.170069278160357	0.03173
HMGCS1	-0.193634693877545	0.03176
SRSF4	-0.215579775382216	0.03193
STAU1	-0.167960667348026	0.03212
NFS1	-0.181476617933702	0.03242
MRPL24	-0.172506126396202	0.03309
CDC26	-0.142576291267693	0.03313
ENPP4	-0.177229069733224	0.03349
LEMD2	-0.189351252217354	0.03378
MRRF	-0.170556318633409	0.03383
CDK11B;CDK11A	-0.176087632512198	0.03406
METAP2	-0.207227922481881	0.03475
EXOC7	-0.185900809725447	0.03497
PHC2	-0.182786075741673	0.03502
ABCD3	-0.189186758169985	0.03536
MAGT1	-0.188035824689806	0.03559
ITGAV	-0.163914288297594	0.03639
ITGA5	-0.169095690197941	0.03643
IST1	-0.163914288297594	0.03655
SMARCB1	-0.163429484582848	0.03664
THUMPD3	-0.20058107800892	0.03687
ARHGAP29	-0.161491897219344	0.03698
COPS7B	-0.170231606716465	0.03727
TST	-0.159879226538468	0.0376
ADAR	-0.161007906706259	0.03777
USMG5	-0.176087632512198	0.0379
UGGT1	-0.163914288297594	0.03793
KIAA1671	-0.158268356517503	0.03898
CPSF3	-0.168122758808327	0.03909
SNX17	-0.174947097664133	0.0398
TCEAL3;TCEAL6;TCEAL5	-0.169744675832317	0.03994
MRPL11	-0.185244517190126	0.04026
PLXNA1	-0.196442297727987	0.04042
SNRPA	-0.157302697150199	0.04088
MTMR1	-0.160685336544851	0.04094
MED29	-0.157302697150199	0.04141
NCKAP1	-0.157463595498761	0.04161
PSMB8	-0.161653263478769	0.04161
CHML	-0.167960667348026	0.04162
ARMT1	-0.164075925745625	0.04164
PPP1R11	-0.158429362604483	0.04186
GOLGA5	-0.165207895235545	0.042
JUP	-0.165046130920649	0.04221
PIP4K2B	-0.158429362604483	0.04248
NUP37	-0.153125626185084	0.04257
SEPT10	-0.154891372769876	0.0429
CISD2	-0.158107368396944	0.04328
CBL	-0.169744675832317	0.04331
JAK1	-0.157785446039056	0.04338
UBE4B	-0.15521264992094	0.04365
UFC1	-0.153286059328523	0.04389
PLK1	-0.189186758169985	0.04394
TAX1BP1	-0.16682653676166	0.044
GGCT	-0.161169218837124	0.0443
SCAMP2	-0.156659283139807	0.04478
DOCK5	-0.164237581305309	0.04581
GEMIN5	-0.151842802900928	0.04597
CCDC43	-0.171530893118267	0.04611
DHX36	-0.227185312500807	0.0464
NOP16	-0.149440579377228	0.04646
SRGAP2;SRGAP2B;SRGAP2C	-0.153286059328523	0.04705
ELMOD2	-0.154249033026011	0.04707
PFDN4	-0.164237581305309	0.04732
UQCR10	-0.147521676357613	0.04747
MARK2	-0.15360697914764	0.04778
OPTN	-0.158751428693752	0.04842
PDPR	-0.149280573272602	0.04911
NFXL1	-0.147841316336962	0.04916
NR3C1	-0.146722886103616	0.04945
SLC25A1	-0.159073566696852	0.0495
APOBEC3B	-0.146882608776449	0.04977
TOR1AIP2	-0.145445740913747	0.04979
EPS8	-0.148960614291275	0.0499
PTPN12	-0.146084172184655	0.04996
MCAM	1.81229284487327	4.194e-06
SDCBP	1.4905701304462	6.038e-06
ARL2	0.892196710465485	6.957e-06
NUMB	0.909197062991687	7.243e-06
SSR3	2.12730310578213	9.497e-06
WDR6	0.869476633965402	1.005e-05
UQCRQ	0.849599011151452	1.403e-05
CD82	2.18966644665005	1.462e-05
LIMS1	0.788268082866837	2.398e-05
NAF1	0.762986564880576	3.089e-05
RRP15	2.06108492060131	3.826e-05
HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST3H2BB	0.781569544815974	3.985e-05
GTF3C4	0.717210299019596	4.164e-05
RAP1B	2.00432160595009	4.412e-05
ATP6V0A1	1.85399564717639	5.657e-05
GPATCH8	1.71808758396052	5.895e-05
STX7	0.621993231666123	0.0001155
TUBB2A	0.623866861852698	0.0001426
CTBP1	0.603121869839996	0.0001526
DDX52	0.608809242675524	0.000156
ATP5H	0.609754962172443	0.0001728
COX5A	0.599317793698226	0.0001886
NAA25	0.587845009254277	0.0001915
VPS28	0.591679416935737	0.0002016
PPIA	0.600269753509005	0.0002025
OSBPL2	0.564622052436981	0.0002328
TIMP2	0.574343753920013	0.0002469
CIRBP	0.554834395894193	0.0002921
LSM1	0.550900664647523	0.0003171
HSP90AB2P	0.553851968181126	0.0003315
DHFR	0.550900664647523	0.0003321
NDUFS2	0.563646269484064	0.0003664
PPM1B	0.783247097378117	0.0003796
RNF114	0.530070742225084	0.0004136
ACAD9	0.566571640626761	0.0004377
CHID1	0.521050736900963	0.0004642
VRK1	0.527070335512661	0.0004721
SRSF2	0.51500591643373	0.0005464
MAP7D1	0.489542935642474	0.0006474
GOPC	0.489542935642474	0.0006586
CLPP	0.496717987935177	0.0006939
HNRNPK	0.492622328574446	0.0007939
SORT1	0.468843942974637	0.0008312
RBM17	0.462575888042204	0.0009307
OXA1L	0.477159211186641	0.0009434
UCK2	0.455228571117139	0.0009758
DDX56	0.461528559472877	0.001011
C7orf50	0.443606651475615	0.001067
FAM134C	0.456280481510725	0.001109
DCTN4	0.443606651475615	0.00113
APOBEC3C	0.461528559472877	0.001176
MRPS17	0.43722773891291	0.00118
PDLIM4	0.454175893185802	0.001182
MRPS36	0.479230561206336	0.001188
PSMF1	0.476122419880152	0.001202
MTX1	0.457331625485014	0.001216
FIS1	0.446785562143122	0.001218
PPIL4	0.460480470040011	0.001243
ALAD	0.448900951145128	0.001264
RBM12B	0.452068230223811	0.001317
UBE2A	0.445726703349984	0.001332
ABHD14B	0.465713319595964	0.001352
HLA-DRA	0.439357178474257	0.001428
FAM98B	0.423309237242387	0.001474
MRPL4	0.429749850800216	0.001588
STEAP3	0.442545456105304	0.001607
TMEM106B	0.412510571249805	0.001739
ILKAP	0.430820496519772	0.001804
IGFBP7	0.408168370708106	0.001929
MPP5	0.430820496519772	0.001979
CST1	0.460480470040011	0.001989
ATP2B4	0.414676780426886	0.00203
SNX4	0.385154896884344	0.002332
HAGH	0.377401430785794	0.002368
ENO1	0.425459304765355	0.002413
MVB12A	0.381837083906047	0.002486
MRPL15	0.412510571249805	0.002516
MYL6	0.421155960662223	0.002577
UBE2D2;UBE2D4;UBE2D3;UBE2D1	0.372952097911829	0.002641
PGP	0.424384671538097	0.002749
SAAL1	0.389566811762726	0.002932
B2M	0.380729448503549	0.003214
LRRC59	0.35501626421955	0.00338
RPL27A	0.353887836284907	0.003426
VPS4A	0.382943869568991	0.00346
ZNF185	0.447843644362086	0.003493
FUBP1	0.370722275148167	0.003519
CST3	0.350497247084133	0.003524
ARL3	0.347098670622268	0.003557
AGFG1	0.387362540835996	0.003637
SNX27	0.375178479589612	0.003846
SOD1	0.357270475679559	0.003986
DHCR24	0.367371065648529	0.004127
UBE2N;UBE2NL	0.334568275666133	0.004229
THOC7	0.361768359419153	0.004243
ACTC1;ACTA1;ACTG2;ACTA2	0.341416524478722	0.004321
CHMP2A	0.38404980679516	0.004381
PTRHD1	0.337996463515016	0.004609
GLTP	0.321928094887362	0.004771
MINA	0.336854639125465	0.004927
WDR43	0.341416524478722	0.004984
SEPHS1	0.321928094887362	0.005122
LRRC8A	0.376290383337052	0.00515
VAV2	0.36289064266586	0.005297
ODR4	0.335711910320462	0.005329
NUDCD2	0.31034012061215	0.005535
RMDN1	0.313826296390398	0.005582
KEAP1	0.331131922217202	0.005617
TGFBR2	0.324234562270531	0.005806
MIF	0.306845500314283	0.005888
WDR77	0.305678743242287	0.006007
LGALS8	0.312665173558394	0.006147
FKBP1A	0.301002256032814	0.006179
CARM1	0.305678743242287	0.006216
BAP18	0.298658315564515	0.006296
NAP1L1	0.314986485468515	0.006449
ATXN3	0.400537929583729	0.007254
RPLP1	0.312665173558394	0.007312
PPID	0.293958979028694	0.007323
SREK1	0.2904244038653	0.007406
GATAD2B	0.348232419239271	0.007628
AAMDC	0.360645202460216	0.007898
UBE2Q1	0.309176187478515	0.007916
NHP2L1	0.285698125958125	0.007947
TLDC1	0.291603558030565	0.008338
PPP2R5E	0.293958979028694	0.008367
DECR1	0.277389698810864	0.008758
SETD3	0.284514133244245	0.008844
SRSF10	0.276198865032242	0.008979
APEH	0.289244285156642	0.009027
PRCP	0.312665173558394	0.009089
SEL1L	0.318461465167583	0.009212
HINT2	0.289244285156642	0.009323
TIMM13	0.269033146455237	0.00933
POLD1	0.277389698810864	0.009342
FN3KRP	0.273814244587037	0.009368
ATXN7L3B	0.334568275666133	0.009379
NDUFA8	0.277389698810864	0.009462
ALKBH5	0.353887836284907	0.009564
TBC1D13	0.279768421593595	0.009684
SF3B4	0.267835392097615	0.009743
CNDP2	0.265436896049098	0.01
GALK1	0.276198865032242	0.01006
ABCC1	0.270229907237998	0.0102
KANK2	0.277389698810864	0.01027
UFM1	0.269033146455237	0.01036
LACTB2	0.291603558030565	0.01038
SAR1B	0.291603558030565	0.0105
CC2D1B	0.293958979028694	0.01107
SUN2	0.329984649758421	0.01107
POLR1E	0.264236151043547	0.01145
MRPL13	0.27500704749987	0.01149
MID1	0.302172799740752	0.01165
NO66	0.308011314552178	0.01194
TXN	0.253384235800074	0.01203
SEC16A	0.255802836602718	0.01212
MDP1	0.296310560708092	0.01241
RPL7L1	0.255802836602718	0.01249
NUF2	0.249748715083569	0.01256
COA6	0.263034405833794	0.01259
LMAN2	0.248534836138679	0.01267
ALG9	0.283329168051641	0.01269
PTTG1IP	0.277389698810864	0.01295
GLRX5	0.248534836138679	0.01308
LMAN1	0.29983076182237	0.01327
CTGF	0.255802836602718	0.01347
RBM3	0.260627908126699	0.01348
USP47	0.306845500314283	0.01357
NELFA	0.282143228781498	0.01367
AK1	0.283329168051641	0.01379
SPTLC2	0.288063200325316	0.01413
RETSAT	0.249748715083569	0.01423
RAD18	0.2904244038653	0.0143
S100A4	0.246104009883917	0.01438
U2AF2	0.250961573533219	0.01478
PPP4C	0.233888060174277	0.01494
ATG5	0.276198865032242	0.01494
ACSS2	0.295135249000818	0.01538
NNT	0.250961573533219	0.0154
NDUFS8	0.235114320376357	0.01546
NUP50	0.232660756790275	0.01603
PALLD	0.227741075839128	0.01639
MMGT1	0.227741075839128	0.0167
GFM1	0.236339539168374	0.0172
NPM3	0.230203013366421	0.01755
PCMT1	0.22404027421793	0.01766
LAMTOR5	0.233888060174277	0.01798
RCOR1	0.231432408447965	0.01799
PSMG1	0.253384235800074	0.01807
PACSIN3	0.269033146455237	0.01838
PPM1F	0.22404027421793	0.01868
PELP1	0.220329954879556	0.01894
RPA3	0.220329954879556	0.01915
TBC1D4	0.222804561045261	0.01932
UBL4A	0.216610068742442	0.01936
NUP160	0.22404027421793	0.01943
RPS27L	0.236339539168374	0.01943
C9orf78	0.241230035515445	0.01945
BCL2L1	0.242450073677701	0.01955
FAM136A	0.233888060174277	0.01971
OSTF1	0.22404027421793	0.02039
PPP2R5D	0.22650852980868	0.02041
SNRPA1	0.230203013366421	0.02073
METAP1	0.212880566344385	0.02085
CNBP	-0.144169725316234	0.02119
U2AF1;U2AF1L4	0.211635253327149	0.02183
EDIL3	0.243669080966863	0.02191
TUBB8	0.22650852980868	0.02196
STRN3	0.232660756790275	0.02226
HAUS5	0.260627908126699	0.0227
PPIL1	0.209141397838592	0.02271
CCAR2	0.205392512989685	0.02283
RAC1;RAC3	0.211635253327149	0.02299
EIF3F	0.20163386116965	0.02398
SPCS2	0.219091058246197	0.02437
TOP2B	0.221567788538409	0.02463
CLASP2	0.202887833470143	0.02474
VPS33A	0.244887059123534	0.02501
USP24	0.20163386116965	0.02502
EIF4H	0.20163386116965	0.02539
SNTB2	0.227741075839128	0.02549
UBA3	0.202887833470143	0.02602
NEDD4	0.238786859587116	0.02619
BLMH	0.197865391353738	0.02643
RTCA	0.211635253327149	0.02657
ARPC4	0.194087052116302	0.02665
HACD3	0.236339539168374	0.02665
TSC22D1	0.196607044094818	0.02712
ENO2	0.192825403552391	0.02714
CNIH4	0.196607044094818	0.02741
LPXN	0.215367972203479	0.02755
TCEB2	0.192825403552391	0.0276
PGRMC2	0.192825403552391	0.02765
ANKFY1	0.197865391353738	0.02795
ENOPH1	0.233888060174277	0.02804
NIF3L1	0.202887833470143	0.02831
PLCB3	0.191562650700756	0.02837
GAPDH	0.173767067736706	0.02852
TOE1	0.243669080966863	0.02864
GRB2	0.191562650700756	0.02888
EEF1B2	0.206643223983395	0.02914
PAPOLA	0.204140716780225	0.02922
PCBP2	0.196607044094818	0.02949
RINT1	0.202887833470143	0.0295
SHMT1	0.200378797984026	0.02998
VCL	-0.0472191556726506	0.02999
ACOT2;ACOT1	0.0172092900322231	0.0307
USP10	0.186500557644495	0.03081
NUDT21	0.197865391353738	0.0309
RPL31	0.195347598322219	0.03123
MAVS	0.191562650700756	0.03193
TRIP6	0.183962834842595	0.03214
KIAA0020	0.189033824390017	0.03233
ATP6V1H	0.20163386116965	0.03247
DCUN1D5	0.196607044094818	0.03252
RBM15	0.18269229751619	0.03263
RBM34	0.180147861158429	0.03286
COX6B1	0.192825403552391	0.03298
CDK5	0.190298791626595	0.03331
AIFM2	0.180147861158429	0.03345
ACO1	0.177598929327733	0.03453
PWP1	0.175045486110914	0.03509
DERL1	0.176322772640463	0.03526
CORO7	0.191562650700756	0.0354
DDOST	0.183962834842595	0.0359
RPS24	0.185232254230161	0.03605
RBFOX2;RBFOX1	0.180147861158429	0.03637
PPP1R7	0.176322772640463	0.03639
PUM2	0.211635253327149	0.03655
SNRPE	0.180147861158429	0.0371
RAB9A	0.18269229751619	0.03719
GAR1	0.181420640280142	0.03729
PPP4R1	0.175045486110914	0.03736
PDE12	0.185232254230161	0.03854
MEA1	0.183962834842595	0.04004
CSTF3	0.167357927738514	0.04052
IVD	0.180147861158429	0.04066
MTHFD1L	0.172487515510134	0.04075
FAH	0.168642035558839	0.04097
MOCS2	0.178873958169795	0.04124
ATP6V1B2;ATP6V1B1	0.166072675946706	0.04128
UFL1	0.183962834842595	0.04154
PFDN5	0.171206827418142	0.04166
PSMA2	0.173767067736706	0.04217
NECAP2	0.166072675946706	0.04299
BANF1	0.173767067736706	0.04312
RAN	0.167357927738514	0.04369
RPL22	0.171206827418142	0.04416
VANGL1	0.243669080966863	0.04476
TUBG1;TUBG2	0.178873958169795	0.04538
RHOA	0.177598929327733	0.04541
MANF	0.16349873228288	0.04586
DDAH2	0.159629185821228	0.04654
NAA50	0.159629185821228	0.04657
SON	0.16478627814334	0.04686
PPP2R4	0.159629185821228	0.047
SRI	0.158337027167101	0.04716
ARF6	0.159629185821228	0.04762
G3BP2	0.158337027167101	0.04848
RPL21	0.160920188181103	0.04862
SNRPB;SNRPN	0.15704371014558	0.04863
ANXA4	0.171206827418142	0.04868
ACAT2	0.167357927738514	0.04903
CCDC58	0.173767067736706	0.0491
ZMPSTE24	0.160920188181103	0.04945
PODXL	0.173767067736706	0.04957
