FC..class1.class2.	P.value
VCL	-0.639579533896791	0.0002775
RAD21	-0.741541377282099	0.000282
CIRH1A	-0.744922317994549	0.0002991
NIF3L1	-0.737446572680709	0.0003388
HOOK3	-0.732404278148121	0.0003436
MSRA	-0.731924977465676	0.0003465
STUB1	-0.729530859689422	0.0003505
GNL3L	-0.730248677951625	0.0003799
CHMP3	-0.725469955328377	0.0003833
STRN4	-0.728813398402747	0.0003884
UQCRQ	-0.71928118638199	0.000433
CDC16	-0.713591944539701	0.0004333
PTPN2	-0.71477535453214	0.0004451
CDC20	-0.715485866755755	0.0004557
MRPL24	-0.712882364211819	0.0004591
PXDN	-0.711936799674684	0.0004745
WDFY1	-0.704864750999182	0.0004825
CTNNBL1	-0.695956303526459	0.0005364
PTTG1IP	-0.655625966714267	0.0006568
UBE2G2	-0.67530458641078	0.0006894
PTGES2	-0.671852885966369	0.000718
C8orf33	-0.66703433741404	0.0007742
SETD7	-0.642504296774766	0.0008385
WDR26	-0.653355078411473	0.000849
DARS2	-0.656535323845471	0.0008563
DNAJC3	-0.646789644375999	0.000872
MORF4L1	-0.641153669394901	0.000951
NHP2L1	-0.640928687711656	0.0009683
SDF2	-0.637333744151746	0.001003
SPTBN1	-0.603621273020354	0.001014
FUBP1	-0.633971600842881	0.001019
RABEP1	-0.625044004031908	0.001027
LAMP2	-0.61595019320484	0.001071
CST1	-0.594007640324163	0.00114
CTGF	-0.611094115960931	0.001166
MRGBP	-0.592919224549499	0.001237
POLR2C	-0.603621273020354	0.001271
LIMD1	-0.59749609912741	0.001322
C9orf64	-0.598587974636191	0.001352
LARS	-0.530114023725536	0.001395
ZFPL1	-0.591396820656629	0.001468
SLC4A1AP	-0.580568977568541	0.00156
PHYHD1	-0.580784739932046	0.001562
EPHB2	-0.579275080584153	0.001575
GRWD1	-0.576045405985103	0.001594
SDHB	-0.578628566999106	0.001594
CASQ2	-0.5728229453179	0.001677
POLD1	-0.569179503480228	0.00172
NUTF2	-0.557454543894696	0.001849
DHX37	-0.552156355637914	0.001907
ERP29	-0.54877569787331	0.001956
TBCC	-0.544350572683585	0.002011
PTDSS1	-0.543719518489275	0.002015
POLD2	-0.53658679618218	0.002142
DAZAP1	-0.537214737450369	0.002156
HINT2	-0.537214737450369	0.002191
PTP4A2;PTP4A1	-0.534913621113934	0.002223
F3	-0.519321261245202	0.002332
KANK2	-0.516429259908444	0.002363
MACF1	-0.425075021990656	0.002414
PHC2	-0.513749011115892	0.002448
CHID1	-0.510046098668694	0.002598
XIAP	-0.502464273603996	0.002706
WASL	-0.497160241744068	0.002779
PFKM	-0.49086158428229	0.002842
TRIM26	-0.492281460008319	0.002843
MRPL51	-0.491064338135605	0.002939
CDA	-0.48924057844783	0.002988
NDUFS2	-0.489645659186386	0.003005
PSMB9	-0.483379653361834	0.003058
DCAF7	-0.477341579365721	0.003061
MGAT2	-0.479753777292973	0.003092
PPIH	-0.484186642638022	0.0031
MPP5	-0.485801976652419	0.003109
NSRP1	-0.469729452353796	0.003236
VRK1	-0.477341579365721	0.00324
PRPF3	-0.475535074035002	0.003245
CNDP2	-0.469130202068591	0.003337
BLMH	-0.461561164749242	0.003446
SNX1	-0.462356038070115	0.003478
UQCC2	-0.457791485677159	0.003499
NCDN	-0.453241329565227	0.003706
MRPL1	-0.46833158868485	0.003727
MED4	-0.447918089346892	0.003848
RHEB	-0.442222328605074	0.003894
RPS24	-0.433428359373239	0.004218
FKBP1A	-0.40621599473934	0.004743
MRPL15	-0.404496339497258	0.004771
PPP1R8	-0.403923576289488	0.004925
C1orf123	-0.399159371970236	0.004979
CIAO1	-0.396688189399952	0.005053
AKT1	-0.390434132138187	0.005232
LSM1	-0.387222894714801	0.00536
BAP18	-0.381761344404545	0.005585
IGF2BP2	-0.378569332209552	0.005693
EEF1B2	-0.378756902259987	0.005784
RNF149	-0.376694971752464	0.005836
ACY1	-0.381949329946656	0.005869
PSMD14	-0.369221787257138	0.006097
AGL	-0.378006768333877	0.006184
ANAPC2	-0.376694971752464	0.00625
HSPBP1	-0.366615291442657	0.006297
PBDC1	-0.363085419644122	0.006408
ABHD14B	-0.360860468619572	0.00657
CLPTM1L	-0.362528860115241	0.006577
BCAR1	-0.360860468619572	0.006674
ERP44	-0.353652984648655	0.006894
SRSF10	-0.352178966598703	0.006974
ENOPH1	-0.355128510260159	0.006992
RPA3	-0.352731546895617	0.007052
LAMTOR5	-0.351810697281862	0.007052
ENSA	-0.349051669780258	0.007137
HNRNPD	-0.402206649757195	0.007308
FAU	-0.347215245091244	0.007341
STRN3	-0.351258469508272	0.0074
THYN1	-0.337703337663285	0.007831
AGFG1	-0.33442531167133	0.007976
TIMM13	-0.330973234490369	0.008221
AK1	-0.329884818715706	0.008287
TBC1D23	-0.343366345411616	0.008366
STX12	-0.325720148620552	0.008607
NUP133	-0.335335127581466	0.008702
FAM3C	-0.324635687250854	0.009032
ALAD	-0.319765673736742	0.009049
ANP32A	-0.31670778147602	0.009102
C16orf62	-0.31670778147602	0.009111
RAB13	-0.308644508068939	0.009511
ITCH	-0.312760106015397	0.009516
TAP1	-0.30989583895542	0.009553
APP	-0.312760106015397	0.009764
SLC7A1	-0.309538205081281	0.009783
BCCIP	-0.3040061868901	0.01014
ARFGAP2	-0.309180659840073	0.0103
NIT1	-0.297963104087316	0.0109
DUSP12	-0.298850206766001	0.01094
APOBEC3C	-0.299027692777284	0.01096
COX5B	-0.311864411542665	0.01126
SUCLG2	-0.293005384291349	0.01157
ABR	-0.293005384291349	0.01159
ATP5J	-0.293535754387717	0.01164
DCTN4	-0.294951028606318	0.01175
NO66	-0.295659186696811	0.01193
DDX47	-0.289827251720338	0.01208
PLXNA1	-0.293889442803533	0.01222
KIAA0020	-0.288945678187934	0.01222
NUP50	-0.289474557661403	0.01225
LRRC8A	-0.299737855253296	0.01226
ARL2	-0.319765673736742	0.01245
SEC24B	-0.285776466425808	0.01268
GRB2	-0.287888500533723	0.01268
NOL8	-0.323371511757031	0.0127
DSP	-0.282438722985512	0.01319
DFFA	-0.281737023049067	0.01326
SOD1	-0.390623251236693	0.0133
LGALS1	-0.314732593483158	0.01359
ENY2	0.181420640280142	0.01374
PFDN5	-0.27561166339788	0.01409
NDUFA8	-0.277009454512083	0.01423
NUPL1	-0.276135676373272	0.01424
MCMBP	-0.27805868731534	0.01433
FAM96B	-0.280509868799706	0.01481
MTX1	-0.27282013747502	0.01493
UBE2A	-0.271774706240224	0.01501
ACAT2	-0.266211831374818	0.01568
BCAS2	-0.266732440645238	0.01575
KIF23	-0.268121651191569	0.01581
MRPS7	-0.266558883346876	0.01597
YLPM1	-0.267600540461363	0.01603
OXCT1	-0.266906018825185	0.01622
SEC24D	-0.266211831374818	0.01626
PIN4	-0.264304536409231	0.01655
RAE1	-0.263611599296539	0.01661
NOL11	-0.266211831374818	0.01665
PPM1F	-0.266906018825185	0.01674
LRBA	-0.263092114789616	0.01679
WDR75	-0.262918994846901	0.01684
EXOSC7	-0.262399759627731	0.01688
RBM28	-0.261016045299488	0.01703
SDCBP	-0.266732440645238	0.01709
METAP2	-0.273691909234515	0.01715
MGEA5	-0.260670323984417	0.01718
HRAS	-0.261016045299488	0.01738
DHX16	-0.259460951386657	0.01748
TUBB8	-0.25859773408041	0.01774
PPIL1	-0.269512200736224	0.01775
TUBG1;TUBG2	-0.258425152581204	0.01776
ANXA7	-0.253601233452857	0.01888
CSNK1A1;CSNK1A1L	-0.25394526470306	0.01894
SUN2	-0.252225928257295	0.019
NAA25	-0.253773238823062	0.01908
GNPNAT1	-0.253085340352102	0.01909
CTNNBIP1	-0.371646328650158	0.01914
UBE2N;UBE2NL	-0.251367027808703	0.01962
COX6B1	-0.250165425587271	0.01963
COX17	0.105678077894537	0.01973
SEC24C	-0.248793390257147	0.02004
SCAMP4	-0.24965075941585	0.02015
ALG2	-0.250851932876403	0.02024
ECHS1	-0.248793390257147	0.02024
UPP1	-0.247765219380355	0.02054
EIF2B2	-0.246395463720005	0.02089
GLB1	-0.245711073270316	0.02106
RPL7L1	-0.24297675349254	0.02162
MFN1	-0.265517977788815	0.02175
AIMP2	-0.240929409193099	0.02203
DDX56	-0.242293982518657	0.02227
MIF	-0.240247606231029	0.02254
CC2D1B	-0.238033969263056	0.02292
CECR5	-0.238374307797517	0.02325
CLPP	-0.235483986202047	0.02377
MUT	-0.235483986202047	0.02391
ACTC1;ACTA1;ACTG2;ACTA2	-0.234974529999629	0.02393
CIRBP	-0.236333479861926	0.02397
MLEC	-0.234465253637023	0.02401
RNASEH2A	-0.234465253637023	0.02408
CSTF3	-0.232768962976124	0.02438
PPP2R2A	-0.233108061588777	0.02445
APOBEC3B	-0.232938502319511	0.02475
FTSJ1	-0.240077205824419	0.02479
LIN7C	-0.232938502319511	0.0248
PPM1B	-0.231244004778117	0.02502
GALNT2	-0.231244004778117	0.02515
ANKFY1	-0.229720656790274	0.02564
PRDX5	-0.229551495150766	0.02573
FAM129A	-0.229382353343797	0.02582
MPI	-0.228705984348338	0.02589
DDOST	-0.227016447861895	0.026
ATP6V1B2;ATP6V1B1	-0.228705984348338	0.02608
KPNA3	-0.227185312500807	0.02631
U2AF1;U2AF1L4	-0.230228260750552	0.02654
RBM34	-0.226172421019306	0.02678
GNA13	-0.227523101086028	0.02687
LRRC59	-0.225497554890341	0.02716
MMP14	-0.224991612384405	0.02718
IRF3	-0.22465441592596	0.02732
U2AF2	-0.224148768964459	0.02759
VAT1	-0.22398025935253	0.02764
CTBP2	-0.223138006400305	0.02802
RAB9A	-0.220782310685352	0.02882
POLR1C	-0.218934101564037	0.029
PSMA2	-0.218934101564037	0.02934
COPS8	-0.219269963523624	0.02942
ITGAV	-0.220278018792927	0.02966
RFC4	-0.218934101564037	0.02977
PPP4R2	-0.216585254601139	0.02999
MYO18A	-0.220950447162541	0.03027
AAMDC	-0.215579775382216	0.03077
AKR1C3	-0.215077298437139	0.03097
ARL3	-0.214742411007388	0.0313
MRPS18B	-0.213570916796944	0.0316
SRPR	-0.213905532370957	0.03183
PCMT1	-0.212400373089006	0.03234
CARS	-0.210229022689942	0.03262
PCM1	-0.209227962138	0.0333
COPZ1	-0.210229022689942	0.03334
MRPL9	-0.208894429587471	0.03335
SRP54	-0.209061186224181	0.03346
UBA3	-0.209227962138	0.0336
S100A4	-0.210729813568291	0.03369
DIABLO	-0.209561571814799	0.03386
SOD2	-0.208227595722634	0.03427
DNAJB6	-0.208727692223415	0.0343
DECR1	-0.209061186224181	0.03433
ISG15	-0.210729813568291	0.0345
NDUFS8	-0.205896101440252	0.0348
MOCS2	-0.205729710223772	0.03484
GIGYF2	-0.206395390263678	0.0351
IGFBP7	-0.205563338195578	0.03526
HEBP2	-0.234974529999629	0.03528
SNRPA1	-0.205729710223772	0.03537
PTGES3	-0.204565508732707	0.03543
NAGK	-0.205064337196464	0.03584
ARFGAP1	-0.202073950274122	0.03635
HERC4	-0.2017420673555	0.03658
STAT3	-0.202073950274122	0.03661
LYPLA2	-0.201078530473209	0.03702
MRRF	-0.203070057361489	0.03712
OSTF1	-0.201244386085381	0.03723
MPHOSPH10	-0.202073950274122	0.03766
EIF3H	-0.199255376063222	0.0386
DNPEP	-0.198096385321345	0.03879
PSPH	-0.198758551731541	0.03921
PRKACA	-0.197103705208174	0.03927
PDHA1	-0.196276993225842	0.03934
PPAT	-0.196442297727987	0.03974
RNF113A	-0.195120391745327	0.03989
HM13	-0.195120391745327	0.03994
NIT2	-0.195285563769194	0.04013
CD2BP2	-0.193304746468242	0.04164
SP100	-0.19280996679804	0.04174
ASNA1	-0.191656140368503	0.0427
MDP1	-0.190832543245668	0.04304
OSBPL8	-0.190174003902549	0.04324
BAHCC1	-0.190667880226499	0.04331
FAM98B	-0.190009416024795	0.04416
CCDC50	-0.187871480548729	0.04457
PSMA5	-0.187707155126729	0.04501
RPS29	-0.186885808653711	0.04525
COX5A	-0.187707155126729	0.04535
PLCB3	-0.192645077942396	0.0455
EXOC7	-0.185408562336802	0.04627
NEDD4L	-0.185244517190126	0.0463
UCK2	-0.184916482845627	0.04647
CNN2	-0.183605090830879	0.04704
APRT	-0.184424571137427	0.04746
PGRMC1	-0.183441250612556	0.04785
TXN	-0.182949841567479	0.04804
GMPR2	-0.183605090830879	0.04811
SORD	-0.18311362598508	0.04831
RRAS2	-0.181640235176961	0.04875
USP4	-0.183932827097824	0.04876
PPP2R1B	-0.180985877510277	0.04883
CRK	-0.181640235176961	0.04903
TRRAP	-0.182131198272013	0.04927
ENO2	-0.180822334457232	0.04952
RPL38	-0.180658809941229	0.04957
TIMP2	-0.180168347573463	0.04967
MYCBP	-0.179841465269835	0.04974
RCN1	-0.180168347573463	0.04988
MLH3	2.82720930634063	3.726e-08
AURKB	2.75808993420181	7.704e-08
SURF4	2.6742346477937	1.322e-07
USP10	2.68526740651684	1.322e-07
PRKACB	2.65786862339084	1.487e-07
RPP30	2.65626753479429	1.889e-07
TOMM40	2.60809954599438	2.008e-07
HAUS5	2.59502618406585	3.33e-07
NUDT9	2.54473265593262	3.529e-07
SLC25A4	2.55532535898925	4.105e-07
ABCC1	2.48542682717024	5.976e-07
CCDC94	2.46074256378964	6.939e-07
MRPL11	2.31411643114067	8.214e-07
CTSL	2.29777835515853	9.046e-07
THOC5	2.31440650755482	1.046e-06
RPL39P5;RPL39	2.31672502157875	1.289e-06
ANXA6	1.45206823022381	1.642e-05
TXNRD1	1.41899946543127	1.838e-05
DNM1L	1.3311319222172	2.274e-05
RAP1B	1.24061962931176	2.76e-05
CAST	1.24305970607253	2.834e-05
SSR3	1.23695175858808	2.847e-05
PREB	1.04054179386285	4.163e-05
C11orf68	0.933572638261024	6.37e-05
MEA1	0.947105051567875	6.455e-05
MICAL3	0.937344392150232	7.489e-05
WFS1	0.904580434921318	7.58e-05
SMURF2	0.898401859992193	7.98e-05
UFD1L	0.909965066757969	7.988e-05
TRAM2	0.858378925082071	9.662e-05
DLGAP4	0.82130203988953	0.0001193
GFM1	0.808179083771471	0.000145
NLE1	0.773152397014052	0.0001453
TACC1	0.835924074254375	0.0001486
CNBP	1.23695175858808	0.0001618
ANO10	0.766383141001298	0.0001629
SRXN1	0.713695814843359	0.0002077
THOC7	0.695102985640479	0.0002337
SLC43A3	0.6915341649192	0.0002386
RFC5	0.687956494044482	0.0002534
MFN2	0.678071905112638	0.0002751
POLR1E	0.678071905112638	0.0002909
GSTM1;GSTM4	0.668119124686432	0.0002956
WAC	0.647084212628954	0.0003162
ODR4	0.636914580355878	0.0003814
FTSJ3	0.633198686374004	0.0003942
PSMB10	0.621055503299739	0.0004063
PHF3	0.61635769699669	0.0004355
CD46	0.6535186707536	0.0004428
KDSR	0.621055503299739	0.0004556
ARL6IP5	0.61541629726287	0.0004561
FAM107B	0.610700062134764	0.0004628
PANK2;PANK3	0.619178216059069	0.0004678
CARS2	0.602171790753379	0.0004729
ICMT	0.59741198755465	0.0005047
NCAPD3	0.590721770009841	0.0005508
TRIM38	0.584000383285773	0.0005622
RMDN1	0.584000383285773	0.000565
RBM17	0.587845009254277	0.0005657
GTF3C4	0.576280257621355	0.0005993
LAMA5	0.578214165472454	0.0006173
UBR1	0.575312330687437	0.0006447
VMP1	0.568518597792544	0.0006571
ZC3H18	0.562669826102702	0.0006651
ISOC1	0.566571640626761	0.0006784
PLK1	0.560714954474479	0.0006978
RNF115	0.554834395894193	0.0007579
TOE1	0.549915553621955	0.000763
KIF3B	0.543000877402426	0.0008291
NDUFB7	0.539034702970754	0.0008525
CAV2	0.524063675777211	0.0009742
NAF1	0.529071299829111	0.0009828
FAM213A	0.524063675777211	0.0009869
CLIP2	0.518031492602169	0.001088
PDHX	0.511973981781801	0.001088
BRAT1	0.505890929729957	0.001124
NUDT15	0.497740088609093	0.00122
RALBP1	0.495695162624069	0.001259
ATP6V1H	0.486456955768731	0.001354
BSG	0.492622328574446	0.001358
CCNH	0.49467161164755	0.001395
COX20	0.474046599319306	0.001459
VPS37A	0.477159211186641	0.00146
INTS7	0.468843942974637	0.001554
HACD3	0.477159211186641	0.001567
CLTCL1	0.463622456851893	0.001598
PSMD8	0.463622456851893	0.001599
TK1	0.461528559472877	0.001705
RAP2B	0.461528559472877	0.001708
CD82	0.439357178474257	0.001962
ZNF185	0.456280481510725	0.001996
MYH14	0.440420720756767	0.001997
ADI1	0.434027674663597	0.002014
PDDC1	0.439357178474257	0.002016
EHMT2	0.471967787661516	0.002054
PEX6	0.426533138116673	0.002189
FUNDC2	0.489542935642474	0.002392
SPATA5	0.417920007811965	0.00241
FAM91A1	0.413594082409175	0.002438
KIF15	0.411426245726465	0.002474
PSIP1	0.415758666522498	0.002501
ERC1	0.409255146684838	0.002614
RACGAP1	0.417920007811965	0.002631
CCDC86	0.398350370345965	0.002723
GAMT	0.397255345594427	0.002764
OCIAD1	0.393965275660243	0.002874
CMC1	0.395062799517578	0.002883
UBR7	0.381837083906047	0.003039
RBM4	0.370722275148167	0.003441
FABP5	0.400537929583729	0.003659
OSTC	0.388465097283154	0.003734
SMYD5	0.36513259345253	0.003812
YY1	0.358396261956654	0.003997
NUDCD3	0.49364733397521	0.004032
MARCH5	0.387362540835996	0.004198
DHCR24	0.349365277594213	0.004407
CGGBP1	0.349365277594213	0.004451
ERLIN1	0.34255474547732	0.004524
SAFB2	0.344828496997441	0.004674
VTI1B	0.343692069179019	0.004677
DPM3	0.343692069179019	0.004711
IMP3	0.341416524478722	0.004824
CDC26	0.335711910320462	0.004838
PIP4K2A	0.335711910320462	0.004939
ESF1	0.352758525040637	0.005017
PDCD11	0.327687364176047	0.005316
RSL1D1	0.325386414659773	0.00552
METTL13	0.376290383337052	0.005541
BRI3BP	0.356143810225275	0.005573
CHMP4A	0.629473196786949	0.005586
PGAM5	0.331131922217202	0.005614
CPD	0.325386414659773	0.005899
SUMO1	0.317304068361915	0.006078
PWP2	0.32883646422954	0.006103
MPHOSPH6	0.317304068361915	0.006149
SRSF4	0.317304068361915	0.006194
CCDC6	0.316145742293356	0.006392
IP6K1	0.316145742293356	0.006403
MMS19	0.31150311546827	0.006542
PSMG2	0.32077347694587	0.006584
XAB2	0.308011314552178	0.006748
TP53BP1	0.31034012061215	0.006777
THUMPD3	0.31150311546827	0.006813
ATF7;ATF2	0.332278283056929	0.006916
RPL11	0.476122419880152	0.006925
SAAL1	0.323081789503733	0.007065
NUP85	0.306845500314283	0.007213
FIS1	0.302172799740752	0.007347
CDC42	0.305678743242287	0.007362
MRPL22	0.298658315564515	0.007611
GOPC	0.297484915710575	0.007667
NMD3	0.298658315564515	0.007823
ZC3H6	0.495695162624069	0.008019
PPP1R11	0.295135249000818	0.008216
PPP4R1	0.292781749227846	0.00837
LMF2	0.291603558030565	0.008476
SPECC1L	0.302172799740752	0.008499
USP47	0.329984649758421	0.008749
MRPS35	0.286881147788162	0.009346
RAP1A	0.285698125958125	0.009356
CSTF1	0.282143228781498	0.009385
RALA	0.283329168051641	0.00947
GPATCH8	0.324234562270531	0.009511
PPIL4	0.283329168051641	0.00967
USMG5	0.298658315564515	0.009698
RABEP2	0.289244285156642	0.01013
RNF40	0.277389698810864	0.01022
LARP4	0.277389698810864	0.01024
MTDH	0.278579550458423	0.01027
MIA3	0.278579550458423	0.01047
FAM136A	0.276198865032242	0.01083
SRGAP1	0.305678743242287	0.01105
GXYLT1	0.289244285156642	0.01114
NUP160	0.270229907237998	0.01132
ATP2B4	0.273814244587037	0.01136
RPS6KA4	0.271425676092934	0.01147
RRP15	0.27500704749987	0.01148
LMAN1	0.271425676092934	0.01163
FRYL	0.269033146455237	0.01172
PRPF4B	0.270229907237998	0.01172
GOLM1	0.270229907237998	0.01173
FHOD1	0.534061602421118	0.01181
AP1S1	0.267835392097615	0.01197
H6PD	0.264236151043547	0.01251
TGOLN2	0.277389698810864	0.01281
STX18	0.356143810225275	0.01294
KLC2	0.263034405833794	0.01295
CENPF	0.267835392097615	0.01329
TMA16	0.259423152281415	0.01337
ITGB5	0.259423152281415	0.01365
ARPP19	0.260627908126699	0.01389
RER1	0.264236151043547	0.01408
SLC20A1	0.263034405833794	0.01415
CHD1	0.257010618206024	0.01441
ASPH	0.254594043033141	0.01459
USP19	0.273814244587037	0.01472
FKBP5	0.253384235800074	0.01493
GINS1	0.270229907237998	0.0151
PPIL3	0.253384235800074	0.01518
THOC1	0.250961573533219	0.01544
PLS1	0.248534836138679	0.01603
UBQLN4	0.24731993497982	0.01625
PPP1R2;PPP1R2P3	0.246104009883917	0.01639
ORMDL3	0.244887059123534	0.01683
CCDC12	0.265436896049098	0.01683
RNF20	0.250961573533219	0.01693
IER3IP1	0.246104009883917	0.01707
SNX4	0.246104009883917	0.01737
TMEM209	0.243669080966863	0.01747
DPY30	0.357270475679559	0.01751
GPN1	0.359521170427595	0.01752
OXA1L	0.246104009883917	0.01752
SNX12	0.243669080966863	0.01754
PCNT	0.24731993497982	0.01767
GCLM	0.242450073677701	0.01774
UBAP2	0.241230035515445	0.01797
SPAG5	0.24000896473507	0.01839
BDH1	0.257010618206024	0.01843
TNS3	0.238786859587116	0.01846
FXR2	0.238786859587116	0.01847
RTF1	0.264236151043547	0.01851
AKAP9	0.241230035515445	0.01857
SSFA2	0.237563718317676	0.01868
REXO2	0.237563718317676	0.01873
RAB2B	0.237563718317676	0.01895
UBE2K	0.235114320376357	0.01935
SMARCB1	0.236339539168374	0.01937
OSBPL2	0.236339539168374	0.01944
FADS2	0.236339539168374	0.01955
JAG1	0.236339539168374	0.01975
FAM192A	0.235114320376357	0.01982
HDHD1	0.267835392097615	0.01984
TBC1D4	0.233888060174277	0.02002
SMCHD1	0.233888060174277	0.02039
MRPL47	0.235114320376357	0.0205
PEG10	0.238786859587116	0.02053
ADNP	0.232660756790275	0.02066
ISY1	0.232660756790275	0.02067
GOT2	0.238786859587116	0.02076
FKBP15	0.231432408447965	0.02092
SLC25A10	0.230203013366421	0.02107
RBM5	0.231432408447965	0.0212
AKAP12	0.233888060174277	0.02123
NDUFS6	0.255802836602718	0.02132
NUF2	0.230203013366421	0.02132
ZC3H11A	0.253384235800074	0.022
GLO1	0.227741075839128	0.02215
EIF2B4	0.22650852980868	0.02233
CKAP2	0.227741075839128	0.02234
C19orf52	0.228972569760161	0.02238
CDK12	0.227741075839128	0.02246
SLBP	0.227741075839128	0.02248
SAMM50	0.225274929869569	0.02275
DDRGK1	0.225274929869569	0.0228
MIA2	0.22404027421793	0.02295
ALKBH5	0.225274929869569	0.02296
BOD1L1	0.225274929869569	0.02318
CMAS	0.269033146455237	0.02352
CCNB1	0.22404027421793	0.02354
NOC4L	0.22404027421793	0.02363
JAGN1	0.258217389536018	0.02367
ATP6V0A1	0.248534836138679	0.02408
TMEM33	0.220329954879556	0.02456
UGGT1	0.219091058246197	0.02456
MESDC2	0.221567788538409	0.0249
RPL26L1	0.220329954879556	0.02496
LTV1	0.219091058246197	0.02498
GMPPA	0.302172799740752	0.02512
WIBG	0.219091058246197	0.02512
MEMO1	0.217851096811131	0.02517
STIM1	0.220329954879556	0.0252
SETD3	0.219091058246197	0.02536
FARSA	0.215367972203479	0.02635
NDC1	0.215367972203479	0.02685
SMARCA1	0.214124805352847	0.02715
FBXO30	0.22404027421793	0.0272
UFC1	0.215367972203479	0.02784
MRPL48	0.211635253327149	0.02794
GPRC5A	0.211635253327149	0.02862
SMEK1	0.211635253327149	0.02863
FXR1	0.210388864445403	0.02885
DAP3	0.210388864445403	0.02899
OCIAD2	0.210388864445403	0.02925
DHRS4	0.211635253327149	0.03
DCPS	0.207892851641333	0.03014
RETSAT	0.209141397838592	0.03023
NENF	0.207892851641333	0.03026
LNP	0.207892851641333	0.03045
MT-CO3	0.205392512989685	0.03122
UNC45A	0.205392512989685	0.0313
MT1E	0.205392512989685	0.03132
DNTTIP2	0.204140716780225	0.03137
TAB2	0.271425676092934	0.03148
AGRN	0.202887833470143	0.03184
MOV10	0.204140716780225	0.03206
NUDT16L1	0.308011314552178	0.03224
STX5	0.204140716780225	0.03234
DOCK5	0.205392512989685	0.03248
TCEAL3;TCEAL6;TCEAL5	0.202887833470143	0.03309
DCBLD2	0.20163386116965	0.03315
CKS2	0.20163386116965	0.03332
C20orf27	0.200378797984026	0.03339
TIMM23B;TIMM23	0.20163386116965	0.03361
GOSR1	0.200378797984026	0.03369
MRPS25	0.200378797984026	0.03369
ADO	0.20163386116965	0.03395
ACTR1B	0.199122642013601	0.03443
WDR5	0.200378797984026	0.03447
TTI1	0.219091058246197	0.03459
MTA3	0.199122642013601	0.0354
VPS45	0.199122642013601	0.03547
NCOR1	0.196607044094818	0.03553
SSU72	0.20163386116965	0.03579
PTPRJ	0.196607044094818	0.03584
SMU1	0.197865391353738	0.03645
COMMD3	0.195347598322219	0.03645
UBE2S	0.195347598322219	0.03677
SIN3A	0.199122642013601	0.03677
ITM2C	0.195347598322219	0.03698
CCDC43	0.194087052116302	0.03712
DDX41	0.192825403552391	0.03746
ELOF1	0.242450073677701	0.0375
OSBPL10	0.200378797984026	0.03761
BCAP29	0.191562650700756	0.0382
NELFA	0.192825403552391	0.03831
ATXN2	0.191562650700756	0.03831
C17orf85	0.194087052116302	0.03851
ARHGEF10	0.191562650700756	0.03874
ARHGAP35	0.191562650700756	0.03977
PSMG1	0.190298791626595	0.03998
JUP	0.190298791626595	0.04003
MEPCE	0.187767747046025	0.04059
ORMDL1;ORMDL2	0.189033824390017	0.04067
ATP5J2	0.190298791626595	0.04071
SNX8	0.242450073677701	0.04077
AP3M1	0.187767747046025	0.04081
RING1	0.187767747046025	0.04165
C1orf52	0.257010618206024	0.04175
LPP	0.186500557644495	0.04177
SNRPGP15;SNRPG	0.187767747046025	0.04192
KDELR1	0.206643223983395	0.04276
C14orf142	0.185232254230161	0.04279
