gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
NUDCD2	1689	62.51	-0.347398782403481	0.0284	0.0004855
SSR3	2588	64.17	-0.351810697281862	0.03011	0.0005246
STX4	2620	66.97	-0.341354345662404	0.03351	0.0005949
C9orf64	338	67.69	-0.324997083806073	0.03395	0.0006139
CLASP1	481	69.02	-0.334607228958109	0.03532	0.0006502
LGALS8	1319	69.31	-0.35089043505707	0.03513	0.0006582
DNAJC3	701	70.94	-0.308823203187876	0.03695	0.0007045
NIPSNAP1	1632	73.39	-0.308287184217976	0.0401	0.0007777
PGRMC2	1850	74.23	-0.308823203187876	0.04075	0.0008038
DDX41	649	74.5	-0.313656356923819	0.04051	0.0008123
ZFPL1	3030	74.58	-0.304184308384355	0.03998	0.0008149
GPRC5A	1033	74.6	-0.300803754851756	0.03939	0.0008157
VPS28	2951	75.42	-0.298850206766001	0.04001	0.0008418
YY1	3019	76.53	-0.300981481373803	0.04111	0.0008784
NECAP2	1609	77.99	-0.294420138060902	0.04275	0.0009275
PYCRL	2093	78.36	-0.302582006082551	0.0427	0.0009404
PRKAG1	1984	78.75	-0.295305064200951	0.04268	0.000954
DDX52	655	79.2	-0.49817873457909	0.04276	0.0009699
LIMS1	1326	83.03	-0.284721607708897	0.04829	0.001111
NDUFS3	1603	83.35	-0.286656104914671	0.04812	0.001123
EHMT2	769	83.55	-0.285424761148374	0.04779	0.001131
RTN3	2336	83.63	-0.283843147570394	0.04725	0.001134
ENPP4	826	84.9	-0.311864411542665	0.04869	0.001184
PLK1	1882	85.05	-0.311327261660857	0.04828	0.00119
ICMT	1178	85.34	-0.320486120713456	0.04811	0.001202
MICAL3	1440	89.21	-0.471128671761879	0.05388	0.001364
RALBP1	2139	92.62	-0.306680321188425	0.05916	0.001517
ECH1	746	95.83	-0.262918994846901	0.0643	0.00167
CDK12	430	96.79	-0.262399759627731	0.0653	0.001717
MCAM	1404	97.18	-0.252397769725057	0.06523	0.001737
LARP7	1306	97.82	-0.251538766995964	0.06564	0.001769
DNM1L	706	98.08	-0.253773238823062	0.06533	0.001782
JAGN1	1247	98.56	-0.254117311097741	0.06545	0.001807
RPL39P5;RPL39	2264	100.4	-0.24588214044795	0.0682	0.001906
PHC2	1854	105.5	-0.24759392878462	0.07728	0.002185
IDH3A	1182	107.4	-0.252913416972182	0.08036	0.002298
SSBP1	2585	107.8	-0.242293982518657	0.08015	0.002319
KDELR1	1255	108.2	-0.379507426423559	0.08004	0.002342
APOBEC3C	165	108.3	-0.235653844922546	0.07947	0.002351
PDCD11	1800	108.5	-0.241611534520648	0.07903	0.002364
GOLM1	1021	111.7	-0.238204128494354	0.08462	0.002559
GMPR2	997	112.1	-0.231074664436249	0.0845	0.002583
TUBGCP3	2831	112.5	-0.245711073270316	0.08458	0.002614
TMEM33	2741	113.8	-0.233108061588777	0.08635	0.002697
LMF2	1331	114.9	-0.240418026766445	0.08767	0.002767
PIP4K2A	1866	115.1	-0.240247606231029	0.08713	0.002778
ANKRD17	127	115.7	-0.228705984348338	0.08749	0.002819
BAHCC1	272	116.5	-0.389488908333891	0.08825	0.002872
NRP1	1671	116.6	-0.225160240172674	0.08763	0.002881
MRPL22	1477	117	-0.243659847748147	0.08755	0.002907
CD82	415	118	-0.231413364999112	0.08869	0.002974
IQSEC2	1224	118.4	-0.289827251720338	0.0887	0.003003
PVRL2	2086	118.7	-0.227016447861895	0.0885	0.003026
POLD1	1901	120.2	-0.225834948493583	0.09073	0.003132
EMG1	820	120.8	-0.223474848578088	0.09103	0.003172
ATP5J2	244	121	-0.223474848578088	0.09057	0.003186
ACOT2;ACOT1	35	121.7	-0.227692025041597	0.09119	0.003238
UPP1	2902	121.9	-0.22465441592596	0.09071	0.00325
ARHGAP29	189	122.3	-0.221286778913893	0.09074	0.003281
EPHX1	832	122.3	-0.220109960659953	0.08995	0.003282
ARHGEF18	196	126.4	-0.215244771307591	0.09755	0.003592
SRSF4	2577	127.3	-0.213570916796944	0.09841	0.003655
ANAPC2	124	127.5	-0.22044609650511	0.09801	0.003673
SMEK1	2488	129.1	-0.211731917133163	0.1005	0.0038
UBE2D2;UBE2D4;UBE2D3;UBE2D1	2858	129.7	-0.213738214882699	0.1008	0.003844
RPS6KA3	2310	130	-0.230059039585513	0.1007	0.003871
RBM17	2165	130.8	-0.211230778342427	0.1015	0.003937
GOT2	1026	130.9	-0.217088257119184	0.1008	0.003944
NIT1	1633	131.7	-0.212567535483132	0.1015	0.004005
F3	871	131.9	-0.21742368958777	0.1011	0.004023
NOC4L	1646	134.3	-0.208727692223415	0.1053	0.004223
PHF5A	1856	135.1	-0.218262612121666	0.1061	0.004288
FAM98A	895	135.2	-0.215914857265243	0.1054	0.004296
NSDHL	1673	136.8	-0.205396985351244	0.108	0.004437
SDF4	2378	137.2	-0.207227922481881	0.1079	0.004469
C9orf78	339	138	-0.214407601295769	0.1088	0.00454
GMFB	994	140.5	-0.209394757333387	0.1132	0.004762
ESD	850	141.9	-0.208394275295448	0.1154	0.004895
FTSJ1	938	142	-0.349603053330211	0.1146	0.004899
DHCR7	668	144.3	-0.199255376063222	0.1188	0.005116
SORT1	2534	144.6	-0.199089748941648	0.1184	0.005138
THUMPD3	2708	144.9	-0.212734717248298	0.1183	0.005171
ENO1	823	145.3	-0.205230651686346	0.1182	0.005208
DEGS1	660	146.3	-0.199089748941648	0.1195	0.005305
UBLCP1	2875	147.9	-0.195615964558658	0.1221	0.005458
ARFIP2	184	149.7	-0.200415298630296	0.125	0.005631
WAC	2963	149.9	-0.211230778342427	0.1246	0.005651
PEPD	1826	150.8	-0.194790104417674	0.1256	0.00574
PHF6	1857	157	-0.188035824689806	0.1384	0.006371
ZC3H6	3025	157.6	-0.235993622371335	0.1389	0.006437
PRKRA	1992	158.1	-0.198758551731541	0.139	0.006488
LSS	1359	158.3	-0.186885808653711	0.1386	0.006516
PTPN23	2074	159	-0.187871480548729	0.1392	0.006588
CTNNBL1	586	163.7	-0.185408562336802	0.1491	0.007105
BTF3L4	313	164.4	-0.18311362598508	0.1496	0.007181
RAP2B	2150	165.2	-0.183441250612556	0.1505	0.007274
ATP6V1E1	254	165.3	-0.186721595456688	0.1497	0.007283
IMP3	1208	166.2	-0.182458599848566	0.1507	0.007382
HYI	1173	167.1	-0.18311362598508	0.152	0.007494
ERBB2IP	840	167.2	-0.181967525341905	0.1512	0.007505
ZC3H14	3021	169.3	-0.180168347573463	0.155	0.007745
ATP5L	245	169.5	-0.180331816503544	0.1543	0.007762
RASGEF1C	2154	171.5	-0.182294889772829	0.158	0.007996
PRDX4	1975	172.8	-0.177718533704293	0.16	0.008155
ELOVL1	813	173.8	-0.183768949657892	0.1613	0.008272
RBM15	2164	174.7	-0.180822334457232	0.1624	0.008383
BCCIP	286	174.8	-0.175435787910173	0.1618	0.008402
MTX2	1526	176	-0.175272872767897	0.1634	0.008539
VDAC3	2946	177.8	-0.173807463763398	0.1667	0.008769
SCAMP4	2369	177.8	-0.175109976020602	0.1658	0.008773
POGZ	1899	178.2	-0.175109976020602	0.1655	0.008815
AAMP	4	179.4	-0.173970213500261	0.1674	0.008971
RBM3	2168	180.7	-0.179514657013621	0.1693	0.00913
GTPBP10	1058	181.5	-0.187542848419543	0.1703	0.009237
MGAT2	1434	181.8	-0.177881725270655	0.1698	0.009267
TMEM165	2739	183.5	-0.180168347573463	0.1729	0.009492
SNRPB;SNRPN	2506	184.1	-0.171693386224356	0.1733	0.00957
DHX36	677	184.2	-0.171855897634372	0.1726	0.009588
GID8	977	185.6	-0.170393953539446	0.1746	0.009759
SAMM50	2355	186.8	-0.178044935298647	0.1766	0.009929
SLC25A4	2455	187.8	-0.169095690197941	0.1777	0.01005
NUDT9	1697	189.1	-0.168284868482175	0.1798	0.01023
PTDSS1	2063	189.8	-0.167312483560468	0.1805	0.01033
GAMT	956	190.9	-0.168771306825942	0.1821	0.01047
ABCC1	9	191.3	-0.165693297037092	0.1819	0.01052
MRPL4	1483	192.7	-0.165369677690538	0.1842	0.01072
CNOT3	510	195.8	-0.164075925745625	0.1905	0.01115
GNS	1014	196.5	-0.162783332946971	0.191	0.01124
CTNNA2	583	196.6	-0.162621840246193	0.1903	0.01126
JAK1	1248	196.8	-0.162783332946971	0.1897	0.01129
FUT8	944	196.9	-0.163106372590257	0.189	0.01131
FABP5	873	197.7	-0.161491897219344	0.1898	0.01142
NOLC1	1651	197.8	-0.163267919540864	0.1891	0.01144
CARM1	365	197.9	-0.163106372590257	0.1882	0.01145
PAFAH1B3	1765	198.6	-0.167960667348026	0.1889	0.01155
EPS8L2	838	200.2	-0.161814647789121	0.1915	0.01177
RNF113A	2210	202.2	-0.162621840246193	0.195	0.01205
ENAH	822	202.6	-0.158751428693752	0.1951	0.01212
ARHGAP5	191	202.8	-0.161007906706259	0.1945	0.01215
FXR2	946	203.7	-0.159395776645905	0.1956	0.01228
GATAD2B	963	206.1	-0.159395776645905	0.2002	0.01264
PPIL4	1931	208.6	-0.159395776645905	0.2049	0.013
GALNT2	954	209	-0.156659283139807	0.2049	0.01307
FADS2	874	209.2	-0.192315356756893	0.2042	0.01309
WDR5	2980	210.6	-0.163267919540864	0.2065	0.0133
CCDC94	396	211.1	-0.156498474463177	0.2067	0.01338
THOC3	2701	211.8	-0.154570167148848	0.2073	0.0135
SEMA7A	2398	212.3	-0.158107368396944	0.2074	0.01357
ORMDL1;ORMDL2	1738	214.1	-0.15360697914764	0.2105	0.01384
FAT1	900	214.6	-0.153286059328523	0.2106	0.01391
PELP1	1825	214.9	-0.22044609650511	0.2102	0.01396
PSMD8	2050	215.9	-0.154088492766469	0.2116	0.01412
RB1	2156	216.5	-0.153125626185084	0.2119	0.01421
WBP2	2968	216.6	-0.15200309344505	0.2113	0.01424
GOSR1	1024	217.4	-0.152804813410605	0.2121	0.01436
SDCBP	2376	221.8	-0.205563338195578	0.2213	0.01506
PYCR2	2092	222.2	-0.149280573272602	0.2212	0.01512
ILKAP	1205	224.1	-0.15072126746922	0.2246	0.01543
RAN	2141	224.1	-0.149600603229745	0.2235	0.01543
MED10	1421	224.2	-0.152965210880434	0.2227	0.01545
MAD2L1	1372	225.4	-0.148161027150656	0.2246	0.01565
ARPC3	211	228.5	-0.148480808830096	0.2309	0.01617
NUP160	1706	229.3	-0.148960614291275	0.2317	0.0163
PKN1	1872	229.8	-0.147042349134347	0.2319	0.01639
PHAX	1851	233.4	-0.145924537878446	0.2394	0.017
WDR36	2977	235.9	-0.143532140490526	0.2443	0.01743
RAD21	2132	236.1	-0.143850897681591	0.2438	0.01747
APBB1IP	156	236.3	-0.142417044615852	0.2432	0.01751
RPL37A	2262	238	-0.142417044615852	0.2462	0.0178
EIF2B4	777	238.5	-0.142576291267693	0.2462	0.01788
FHOD1	910	239	-0.146563181111933	0.2463	0.01798
CPNE1	548	239.1	-0.149760644834091	0.2454	0.01799
TPI1	2774	240.1	-0.141939410100352	0.2468	0.01818
MRPL37	1481	240.4	-0.140507454607221	0.2465	0.01823
SNRPF	2513	241.5	-0.139871485877112	0.2479	0.01842
TOP2B	2767	243.7	-0.142417044615852	0.2522	0.01882
GLB1	981	244.2	-0.140189435198705	0.2524	0.01892
SURF4	2641	245.1	-0.138600388842562	0.2534	0.01907
HNRNPLL	1134	245.3	-0.139235797371172	0.2527	0.0191
RPS6KA1	2309	246.2	-0.139235797371172	0.2539	0.01928
LAMP2	1299	246.3	-0.138918058125115	0.253	0.01929
RPA3	2227	246.3	-0.146084172184655	0.2519	0.0193
MTMR1	1522	246.9	-0.140666490603732	0.2524	0.01941
BRAT1	303	247.4	-0.144807592040846	0.2524	0.0195
GNAI3	1002	247.6	-0.138124016032921	0.2518	0.01954
MRPL16	1476	248	-0.13764780046798	0.2518	0.01962
SETD7	2413	248.3	-0.13701309080491	0.2514	0.01967
PGAM5	1841	248.4	-0.138282789492707	0.2505	0.01968
NDC1	1582	249.9	-0.137330410731602	0.2531	0.01996
GMPPA	995	253.4	-0.13764780046798	0.2602	0.02062
ARHGAP35	190	253.4	-0.136695840657202	0.2593	0.02063
OSTC	1746	254.7	-0.136061549576028	0.2613	0.02088
USMG5	2913	254.7	-0.140984615200586	0.2603	0.02088
DHPS	670	255	-0.136378660257795	0.2598	0.02093
RIF1	2203	255.7	-0.169257909239085	0.2605	0.02107
SLC25A1	2449	256	-0.135269077685249	0.2602	0.02113
PLBD2	1876	256.1	-0.169906967867011	0.2593	0.02114
MGST1	1436	256.5	-0.134002027397734	0.2593	0.02123
TIAL1	2710	257.9	-0.134002027397734	0.2614	0.02148
THOC2	2700	258.3	-0.133527170284152	0.2614	0.02157
EMC1	816	258.7	-0.133527170284152	0.2613	0.02165
H6PD	1066	259.3	-0.13384372432621	0.2617	0.02177
SEL1L	2397	266	-0.132261648237312	0.2765	0.02309
EBP	744	268.9	-0.130365444186607	0.2826	0.02369
OSBPL10	1741	271	-0.130997235324748	0.2866	0.02412
ATP6V0A1	248	271.2	-0.134318685660833	0.2858	0.02414
ALKBH5	121	272.2	-0.162944843726976	0.2872	0.02436
TIPRL	2719	272.4	-0.128629443818545	0.2866	0.0244
WDR6	2981	273.5	-0.128314031696412	0.2881	0.02462
MID1	1441	273.5	-0.129576094141808	0.2872	0.02464
RPL31	2255	273.7	-0.131313234677865	0.2863	0.02466
RNF115	2212	276.8	-0.127053072332066	0.2929	0.02533
UBE2O	2865	277.1	-0.12736820886475	0.2925	0.02539
PPP1R13L	1944	277.2	-0.139712537489259	0.2917	0.02541
APEH	157	278.2	-0.126423005703037	0.2929	0.02561
CRTAP	561	280.5	-0.128156351490682	0.2975	0.02611
VAC14	2930	280.9	-0.12784104277106	0.2972	0.02618
PPP4R1	1962	280.9	-0.124534455145291	0.2962	0.02619
PFDN2	1832	280.9	-0.125793214122201	0.2951	0.02619
HSPA14	1157	281	-0.126108075546604	0.2943	0.02621
LAMB3	1297	281.3	-0.124219936931512	0.2939	0.02628
SNRPD2	2510	286.2	-0.122962549301302	0.3046	0.02734
ARHGAP18	188	287.1	-0.126580496565143	0.3058	0.02754
ARPC1A	208	288.5	-0.124534455145291	0.3081	0.02785
DCBLD2	622	291.4	-0.121235428732646	0.3141	0.0285
UBE4A	2872	291.8	-0.121235428732646	0.314	0.02859
MEPCE	1426	295.8	-0.120764754472295	0.3227	0.02949
POLD2	1902	296.2	-0.119510373312181	0.3227	0.02959
RFC5	2196	297.1	-0.119823866368801	0.3236	0.02979
RBM34	2169	297.9	-0.133368919305999	0.3246	0.02998
CACTIN	341	299.5	-0.118726938570751	0.3273	0.03034
CORO1B	535	300.7	-0.118413683756604	0.329	0.03061
TSR1	2811	303.4	-0.117943929031374	0.3347	0.03125
PPP1R11	1942	304.1	-0.117787378107137	0.3353	0.03141
MRPS27	1497	304.4	-0.117317827235331	0.3349	0.03149
RNF7	2217	305.6	-0.117943929031374	0.3368	0.03178
STXBP2	2625	306.7	-0.118883591488098	0.3384	0.03204
MYO18A	1542	307.5	-0.117943929031374	0.3392	0.03222
CCNH	398	310.1	-0.123276793484833	0.3444	0.03283
SLC25A5	2456	312.6	-0.115910090866467	0.3497	0.03345
HEBP1	1084	313.9	-0.115284870903967	0.3516	0.03375
CDC42	423	314.3	-0.113723005382915	0.3515	0.03386
DCPS	624	314.7	-0.114035243246029	0.3513	0.03395
C12orf10	321	317.2	-0.112474729258412	0.3565	0.03457
RALA	2137	317.9	-0.113723005382915	0.357	0.03474
LGALS3BP	1318	318.1	-0.112006904023522	0.3565	0.03481
DIAPH2	682	318.5	-0.113879115867392	0.3562	0.0349
SLBP	2445	319.2	-0.112006904023522	0.3567	0.03506
MRPL27	1479	320	-0.117630844168841	0.3577	0.03528
AKR1A1	102	320.7	-0.112630704721118	0.3583	0.03545
THOP1	2705	321.9	-0.111695104791513	0.36	0.03574
GNA13	1000	322	-0.116691997037516	0.3591	0.03577
ALG2	119	322.1	-0.114347548700413	0.3581	0.03579
MRPL15	1475	325.6	-0.110760111213168	0.3658	0.03667
BCAT2	285	327.3	-0.110760111213168	0.3689	0.03711
ARHGEF10	195	327.6	-0.108580813153921	0.3685	0.03719
ATF7;ATF2	223	329.2	-0.113879115867392	0.3712	0.03759
BMS1	298	331.1	-0.109981412516178	0.375	0.03809
ENY2	828	332.9	-0.109825723200656	0.3784	0.03856
PURB	2084	333.9	-0.113254775257891	0.3796	0.0388
DDOST	634	334.4	-0.107181572204967	0.3796	0.03894
WDR3	2976	335.8	-0.109981412516178	0.3821	0.03932
MAPKAPK3	1389	336.9	-0.109047528542978	0.3835	0.03959
PAPSS2	1775	337.1	-0.10609421115363	0.3829	0.03965
CLPB	490	337.4	-0.106404802121652	0.3823	0.03972
MCCC2	1405	337.4	-0.106404802121652	0.3813	0.03973
GLTP	990	337.7	-0.117004878201373	0.3809	0.03982
CD3EAP	409	339.1	-0.106249498279434	0.3831	0.04018
VPS4A	2958	343.6	-0.106249498279434	0.3933	0.04137
CAMK2D	350	346	-0.105783687036872	0.3982	0.04202
HADHB	1070	347.1	-0.103766907792202	0.4	0.04234
ARMCX3	206	349.3	-0.103456884144101	0.4044	0.04294
APOA1BP	162	349.4	-0.103456884144101	0.4034	0.04297
MORF4L2	1457	350.3	-0.102991973551682	0.4044	0.0432
UTP18	2927	350.8	-0.104697378666693	0.4046	0.04336
HMGCS1	1116	352.9	-0.106404802121652	0.4086	0.04393
RAB3GAP1	2114	356.3	-0.101443352706452	0.4162	0.04487
MAGT1	1375	356.6	-0.107336976421295	0.4157	0.04496
MRPL53	1489	359.5	-0.102062601579954	0.422	0.04578
ASNS	218	360.3	-0.100669665209555	0.4228	0.04601
GLRX3	987	360.3	-0.101133827916402	0.4216	0.04601
NOL10	1647	361.6	-0.100979090420583	0.4235	0.04636
UBE3A	2870	362.4	-0.102682116368169	0.4243	0.04659
CAV2	375	363.7	-0.119510373312181	0.4264	0.04696
ILVBL	1206	363.8	-0.100051013810328	0.4255	0.047
KIF3A	1274	364	-0.0998963924028721	0.4247	0.04705
DNPEP	710	365	-0.101133827916402	0.426	0.04734
MINA	1443	365.6	-0.0994326275853059	0.4263	0.0475
EED	754	365.9	-0.0998963924028721	0.4259	0.0476
EBNA1BP2	743	366.3	-0.103456884144101	0.4258	0.04773
SNX5	2524	368.2	-0.102991973551682	0.4293	0.04826
STX5	2621	368.4	-0.100051013810328	0.4285	0.04832
RAE1	2135	369.3	-0.0983510890836528	0.4297	0.04859
SNW1	2516	370.4	-0.0986600173591137	0.4312	0.04891
BPNT1	302	370.5	-0.0978878206694321	0.4302	0.04893
CNN3	508	1.913	3.32912359629157	3.352e-06	1.102e-09
CAST	372	2.289	3.18840092460321	3.945e-06	2.594e-09
MYO1E	1545	3.107	2.95158779481475	1.037e-05	1.023e-08
CNBP	504	4.762	2.58568366796481	4.66e-05	6.127e-08
VCL	2941	4.762	2.58111017522555	3.728e-05	6.127e-08
LARS	1307	5.593	2.48928602262588	5.927e-05	1.169e-07
FUNDC2	942	6.073	2.33656904176912	7.036e-05	1.619e-07
MACF1	1371	8.32	1.92371967874939	0.0002086	5.486e-07
TRAM2	2783	9.691	1.6406209280357	0.0003307	9.785e-07
ANXA6	141	10.97	1.51702367206458	0.000474	1.558e-06
TMEM59	2745	11.6	1.41953889151378	0.0005304	1.918e-06
RP2	2224	11.74	1.46152855947288	0.0005095	2.01e-06
RPP30	2278	11.74	1.44466706684191	0.0004703	2.01e-06
POM121;POM121C	1915	15.47	1.09761079662642	0.001195	5.5e-06
NUDT16L1	1693	17.43	1.02005765234125	0.001685	8.308e-06
HNRNPD	1126	19.36	0.960511710119024	0.002264	1.191e-05
CLIP2	488	19.88	0.930548119247855	0.002329	1.302e-05
MPP5	1464	19.98	0.916094422938358	0.002239	1.325e-05
JUP	1250	20.26	0.899948986189672	0.002222	1.388e-05
KIF21A	1270	20.77	0.91456452349394	0.002295	1.509e-05
NVL	1721	22.33	0.855192407959154	0.002785	1.922e-05
SPTBN1	2550	23.43	0.978927776381399	0.003121	2.257e-05
CARS2	367	26.67	0.752748591407134	0.004564	3.451e-05
WBSCR16	2969	27.61	0.718964335759539	0.004895	3.862e-05
PANK2;PANK3	1771	27.78	0.725959234509188	0.004795	3.941e-05
ITM2C	1242	29.06	0.682573297347578	0.005332	4.557e-05
TMEM209	2740	29.55	0.738983954700512	0.005413	4.805e-05
ARPP19	215	32.16	0.641546029087524	0.006848	6.303e-05
MRPL38	1482	32.23	0.630405471482323	0.006657	6.346e-05
FKBP15	914	32.46	0.632268215499513	0.006582	6.491e-05
ACSS2	44	33.59	0.603121869839996	0.007103	7.238e-05
GOLIM4	1020	37.56	0.54794331129035	0.009777	0.0001028
TOMM6	2763	39.14	0.566571640626761	0.01078	0.000117
ARFGAP3	181	39.45	0.525066592078211	0.01073	0.0001199
MED29	1422	39.93	0.640620928035698	0.01082	0.0001245
PPL	1932	45.65	0.490570130446201	0.0159	0.0001882
PFKM	1837	49.17	0.458382004156013	0.01942	0.0002362
SUMO1	2633	50.35	0.506906554580693	0.02032	0.0002539
ITGAV	1238	50.49	0.425459304765355	0.01996	0.0002559
HDHD1	1081	51.27	0.488515008957812	0.02039	0.0002681
AGL	75	51.51	0.431890348286181	0.02018	0.0002719
MEMO1	1424	51.92	0.423309237242387	0.02017	0.0002785
SRGAP1	2556	54.66	0.426533138116673	0.02301	0.0003252
SCOC	2373	54.76	0.457331625485014	0.02261	0.000327
FNBP1	930	54.79	0.411426245726465	0.02214	0.0003275
ATP6V1H	256	56	0.401630466584741	0.02312	0.0003497
CHID1	457	56.21	0.401630466584741	0.02289	0.0003537
USP4	2921	56.25	0.411426245726465	0.02247	0.0003545
ACOX1	38	56.98	0.393965275660243	0.02287	0.0003683
KIN	1279	57.71	0.396159489073155	0.02328	0.0003826
PTPRJ	2075	58.36	0.398350370345965	0.0236	0.0003956
MRPL51	1488	60.01	0.391767719955997	0.02516	0.0004301
SOGA1	2531	62.09	0.370722275148167	0.02731	0.0004758
NDFIP2	1584	64.32	0.410341104614087	0.02976	0.0005282
ATG5	225	65.05	0.408168370708106	0.03021	0.0005462
TBC1D4	2670	66.1	0.35501626421955	0.0311	0.0005724
ETHE1	857	67.03	0.353887836284907	0.03184	0.0005966
SAFB2	2353	69.44	0.343692069179019	0.03471	0.0006617
ARL3	201	69.88	0.34255474547732	0.03475	0.0006739
CCDC12	386	71.42	0.35501626421955	0.03642	0.0007184
ARHGAP17	187	71.58	0.364012053558615	0.03606	0.0007231
RACGAP1	2130	71.8	0.350497247084133	0.03579	0.0007295
CD58	412	72.02	0.336854639125465	0.03554	0.000736
PDHX	1808	72.31	0.334568275666133	0.03541	0.0007449
LRRFIP2	1352	72.6	0.329984649758421	0.03527	0.0007536
POLA1	1900	73.67	0.333423733725192	0.03625	0.0007864
RAB13	2103	75.05	0.329984649758421	0.03767	0.0008298
RINT1	2205	75.53	0.32883646422954	0.03783	0.0008456
NELFA	1614	77.42	0.318461465167583	0.04003	0.0009081
POLR2C	1912	78.68	0.327687364176047	0.04135	0.0009516
CHMP1A	459	79.16	0.327687364176047	0.0415	0.0009686
MAP7D1	1385	80.09	0.313826296390398	0.04232	0.001002
AKT2	107	82.03	0.319617934200161	0.04471	0.001073
TMA7	2731	82.25	0.302172799740752	0.04445	0.001081
INTS3	1213	83.4	0.360645202460216	0.04563	0.001125
HMGA1	1112	84.62	0.297484915710575	0.04695	0.001173
MYO5A	1546	87.39	0.289244285156642	0.0508	0.001286
CD46	411	89.43	0.549915553621955	0.05356	0.001373
JAKMIP1	1249	92.69	0.286881147788162	0.05852	0.00152
GPN1	1031	93.86	0.283329168051641	0.05989	0.001575
SEC16A	2384	93.92	0.292781749227846	0.05925	0.001578
ATP2B4	236	94.08	0.279768421593595	0.05882	0.001585
MRGBP	1469	97.02	0.279768421593595	0.06337	0.001729
TCEAL3;TCEAL6;TCEAL5	2682	97.94	0.269033146455237	0.06431	0.001776
KIF3B	1275	99.1	0.264236151043547	0.06568	0.001835
PTRHD1	2078	100	0.399444564589458	0.06663	0.001884
CC2D1B	383	101.8	0.267835392097615	0.06922	0.00198
COA6	515	103.5	0.272620454662992	0.07166	0.002073
SMG9	2490	104.2	0.261831658752137	0.07208	0.002109
MARCKSL1	1394	105.4	0.267835392097615	0.0737	0.002181
KIF23	1271	107.4	0.255802836602718	0.07675	0.002296
