FC..class1.class2.	P.value
PRKAG1	-0.295305064200951	0.000954
DDX52	-0.49817873457909	0.0009699
LIMS1	-0.284721607708897	0.001111
NDUFS3	-0.286656104914671	0.001123
EHMT2	-0.285424761148374	0.001131
RTN3	-0.283843147570394	0.001134
ENPP4	-0.311864411542665	0.001184
PLK1	-0.311327261660857	0.00119
ICMT	-0.320486120713456	0.001202
MICAL3	-0.471128671761879	0.001364
RALBP1	-0.306680321188425	0.001517
ECH1	-0.262918994846901	0.00167
CDK12	-0.262399759627731	0.001717
MCAM	-0.252397769725057	0.001737
LARP7	-0.251538766995964	0.001769
DNM1L	-0.253773238823062	0.001782
JAGN1	-0.254117311097741	0.001807
RPL39P5;RPL39	-0.24588214044795	0.001906
PHC2	-0.24759392878462	0.002185
IDH3A	-0.252913416972182	0.002298
SSBP1	-0.242293982518657	0.002319
KDELR1	-0.379507426423559	0.002342
APOBEC3C	-0.235653844922546	0.002351
PDCD11	-0.241611534520648	0.002364
GOLM1	-0.238204128494354	0.002559
GMPR2	-0.231074664436249	0.002583
TUBGCP3	-0.245711073270316	0.002614
TMEM33	-0.233108061588777	0.002697
LMF2	-0.240418026766445	0.002767
PIP4K2A	-0.240247606231029	0.002778
ANKRD17	-0.228705984348338	0.002819
BAHCC1	-0.389488908333891	0.002872
NRP1	-0.225160240172674	0.002881
MRPL22	-0.243659847748147	0.002907
CD82	-0.231413364999112	0.002974
IQSEC2	-0.289827251720338	0.003003
PVRL2	-0.227016447861895	0.003026
POLD1	-0.225834948493583	0.003132
EMG1	-0.223474848578088	0.003172
ATP5J2	-0.223474848578088	0.003186
ACOT2;ACOT1	-0.227692025041597	0.003238
UPP1	-0.22465441592596	0.00325
ARHGAP29	-0.221286778913893	0.003281
EPHX1	-0.220109960659953	0.003282
ARHGEF18	-0.215244771307591	0.003592
SRSF4	-0.213570916796944	0.003655
ANAPC2	-0.22044609650511	0.003673
SMEK1	-0.211731917133163	0.0038
UBE2D2;UBE2D4;UBE2D3;UBE2D1	-0.213738214882699	0.003844
RPS6KA3	-0.230059039585513	0.003871
RBM17	-0.211230778342427	0.003937
GOT2	-0.217088257119184	0.003944
NIT1	-0.212567535483132	0.004005
F3	-0.21742368958777	0.004023
NOC4L	-0.208727692223415	0.004223
PHF5A	-0.218262612121666	0.004288
FAM98A	-0.215914857265243	0.004296
NSDHL	-0.205396985351244	0.004437
SDF4	-0.207227922481881	0.004469
C9orf78	-0.214407601295769	0.00454
GMFB	-0.209394757333387	0.004762
ESD	-0.208394275295448	0.004895
FTSJ1	-0.349603053330211	0.004899
DHCR7	-0.199255376063222	0.005116
SORT1	-0.199089748941648	0.005138
THUMPD3	-0.212734717248298	0.005171
ENO1	-0.205230651686346	0.005208
DEGS1	-0.199089748941648	0.005305
UBLCP1	-0.195615964558658	0.005458
ARFIP2	-0.200415298630296	0.005631
WAC	-0.211230778342427	0.005651
PEPD	-0.194790104417674	0.00574
PHF6	-0.188035824689806	0.006371
ZC3H6	-0.235993622371335	0.006437
PRKRA	-0.198758551731541	0.006488
LSS	-0.186885808653711	0.006516
PTPN23	-0.187871480548729	0.006588
CTNNBL1	-0.185408562336802	0.007105
BTF3L4	-0.18311362598508	0.007181
RAP2B	-0.183441250612556	0.007274
ATP6V1E1	-0.186721595456688	0.007283
IMP3	-0.182458599848566	0.007382
HYI	-0.18311362598508	0.007494
ERBB2IP	-0.181967525341905	0.007505
ZC3H14	-0.180168347573463	0.007745
ATP5L	-0.180331816503544	0.007762
RASGEF1C	-0.182294889772829	0.007996
PRDX4	-0.177718533704293	0.008155
ELOVL1	-0.183768949657892	0.008272
RBM15	-0.180822334457232	0.008383
BCCIP	-0.175435787910173	0.008402
MTX2	-0.175272872767897	0.008539
VDAC3	-0.173807463763398	0.008769
SCAMP4	-0.175109976020602	0.008773
POGZ	-0.175109976020602	0.008815
AAMP	-0.173970213500261	0.008971
RBM3	-0.179514657013621	0.00913
GTPBP10	-0.187542848419543	0.009237
MGAT2	-0.177881725270655	0.009267
TMEM165	-0.180168347573463	0.009492
SNRPB;SNRPN	-0.171693386224356	0.00957
DHX36	-0.171855897634372	0.009588
GID8	-0.170393953539446	0.009759
SAMM50	-0.178044935298647	0.009929
SLC25A4	-0.169095690197941	0.01005
NUDT9	-0.168284868482175	0.01023
PTDSS1	-0.167312483560468	0.01033
GAMT	-0.168771306825942	0.01047
ABCC1	-0.165693297037092	0.01052
MRPL4	-0.165369677690538	0.01072
CNOT3	-0.164075925745625	0.01115
GNS	-0.162783332946971	0.01124
CTNNA2	-0.162621840246193	0.01126
JAK1	-0.162783332946971	0.01129
FUT8	-0.163106372590257	0.01131
FABP5	-0.161491897219344	0.01142
NOLC1	-0.163267919540864	0.01144
CARM1	-0.163106372590257	0.01145
PAFAH1B3	-0.167960667348026	0.01155
EPS8L2	-0.161814647789121	0.01177
RNF113A	-0.162621840246193	0.01205
ENAH	-0.158751428693752	0.01212
ARHGAP5	-0.161007906706259	0.01215
FXR2	-0.159395776645905	0.01228
GATAD2B	-0.159395776645905	0.01264
PPIL4	-0.159395776645905	0.013
GALNT2	-0.156659283139807	0.01307
FADS2	-0.192315356756893	0.01309
WDR5	-0.163267919540864	0.0133
CCDC94	-0.156498474463177	0.01338
THOC3	-0.154570167148848	0.0135
SEMA7A	-0.158107368396944	0.01357
ORMDL1;ORMDL2	-0.15360697914764	0.01384
FAT1	-0.153286059328523	0.01391
PELP1	-0.22044609650511	0.01396
PSMD8	-0.154088492766469	0.01412
RB1	-0.153125626185084	0.01421
WBP2	-0.15200309344505	0.01424
GOSR1	-0.152804813410605	0.01436
SDCBP	-0.205563338195578	0.01506
PYCR2	-0.149280573272602	0.01512
ILKAP	-0.15072126746922	0.01543
RAN	-0.149600603229745	0.01543
MED10	-0.152965210880434	0.01545
MAD2L1	-0.148161027150656	0.01565
ARPC3	-0.148480808830096	0.01617
NUP160	-0.148960614291275	0.0163
PKN1	-0.147042349134347	0.01639
PHAX	-0.145924537878446	0.017
WDR36	-0.143532140490526	0.01743
RAD21	-0.143850897681591	0.01747
APBB1IP	-0.142417044615852	0.01751
RPL37A	-0.142417044615852	0.0178
EIF2B4	-0.142576291267693	0.01788
FHOD1	-0.146563181111933	0.01798
CPNE1	-0.149760644834091	0.01799
TPI1	-0.141939410100352	0.01818
MRPL37	-0.140507454607221	0.01823
SNRPF	-0.139871485877112	0.01842
TOP2B	-0.142417044615852	0.01882
GLB1	-0.140189435198705	0.01892
SURF4	-0.138600388842562	0.01907
HNRNPLL	-0.139235797371172	0.0191
RPS6KA1	-0.139235797371172	0.01928
LAMP2	-0.138918058125115	0.01929
RPA3	-0.146084172184655	0.0193
MTMR1	-0.140666490603732	0.01941
BRAT1	-0.144807592040846	0.0195
GNAI3	-0.138124016032921	0.01954
MRPL16	-0.13764780046798	0.01962
SETD7	-0.13701309080491	0.01967
PGAM5	-0.138282789492707	0.01968
NDC1	-0.137330410731602	0.01996
GMPPA	-0.13764780046798	0.02062
ARHGAP35	-0.136695840657202	0.02063
OSTC	-0.136061549576028	0.02088
USMG5	-0.140984615200586	0.02088
DHPS	-0.136378660257795	0.02093
RIF1	-0.169257909239085	0.02107
SLC25A1	-0.135269077685249	0.02113
PLBD2	-0.169906967867011	0.02114
MGST1	-0.134002027397734	0.02123
TIAL1	-0.134002027397734	0.02148
THOC2	-0.133527170284152	0.02157
EMC1	-0.133527170284152	0.02165
H6PD	-0.13384372432621	0.02177
SEL1L	-0.132261648237312	0.02309
EBP	-0.130365444186607	0.02369
OSBPL10	-0.130997235324748	0.02412
ATP6V0A1	-0.134318685660833	0.02414
ALKBH5	-0.162944843726976	0.02436
TIPRL	-0.128629443818545	0.0244
WDR6	-0.128314031696412	0.02462
MID1	-0.129576094141808	0.02464
RPL31	-0.131313234677865	0.02466
RNF115	-0.127053072332066	0.02533
UBE2O	-0.12736820886475	0.02539
PPP1R13L	-0.139712537489259	0.02541
APEH	-0.126423005703037	0.02561
CRTAP	-0.128156351490682	0.02611
VAC14	-0.12784104277106	0.02618
PPP4R1	-0.124534455145291	0.02619
PFDN2	-0.125793214122201	0.02619
HSPA14	-0.126108075546604	0.02621
LAMB3	-0.124219936931512	0.02628
SNRPD2	-0.122962549301302	0.02734
ARHGAP18	-0.126580496565143	0.02754
ARPC1A	-0.124534455145291	0.02785
DCBLD2	-0.121235428732646	0.0285
UBE4A	-0.121235428732646	0.02859
MEPCE	-0.120764754472295	0.02949
POLD2	-0.119510373312181	0.02959
RFC5	-0.119823866368801	0.02979
RBM34	-0.133368919305999	0.02998
CACTIN	-0.118726938570751	0.03034
CORO1B	-0.118413683756604	0.03061
TSR1	-0.117943929031374	0.03125
PPP1R11	-0.117787378107137	0.03141
MRPS27	-0.117317827235331	0.03149
RNF7	-0.117943929031374	0.03178
STXBP2	-0.118883591488098	0.03204
MYO18A	-0.117943929031374	0.03222
CCNH	-0.123276793484833	0.03283
SLC25A5	-0.115910090866467	0.03345
HEBP1	-0.115284870903967	0.03375
CDC42	-0.113723005382915	0.03386
DCPS	-0.114035243246029	0.03395
C12orf10	-0.112474729258412	0.03457
RALA	-0.113723005382915	0.03474
LGALS3BP	-0.112006904023522	0.03481
DIAPH2	-0.113879115867392	0.0349
SLBP	-0.112006904023522	0.03506
MRPL27	-0.117630844168841	0.03528
AKR1A1	-0.112630704721118	0.03545
THOP1	-0.111695104791513	0.03574
GNA13	-0.116691997037516	0.03577
ALG2	-0.114347548700413	0.03579
MRPL15	-0.110760111213168	0.03667
BCAT2	-0.110760111213168	0.03711
ARHGEF10	-0.108580813153921	0.03719
ATF7;ATF2	-0.113879115867392	0.03759
BMS1	-0.109981412516178	0.03809
ENY2	-0.109825723200656	0.03856
PURB	-0.113254775257891	0.0388
DDOST	-0.107181572204967	0.03894
WDR3	-0.109981412516178	0.03932
MAPKAPK3	-0.109047528542978	0.03959
PAPSS2	-0.10609421115363	0.03965
CLPB	-0.106404802121652	0.03972
MCCC2	-0.106404802121652	0.03973
GLTP	-0.117004878201373	0.03982
CD3EAP	-0.106249498279434	0.04018
VPS4A	-0.106249498279434	0.04137
CAMK2D	-0.105783687036872	0.04202
HADHB	-0.103766907792202	0.04234
ARMCX3	-0.103456884144101	0.04294
APOA1BP	-0.103456884144101	0.04297
MORF4L2	-0.102991973551682	0.0432
UTP18	-0.104697378666693	0.04336
HMGCS1	-0.106404802121652	0.04393
RAB3GAP1	-0.101443352706452	0.04487
MAGT1	-0.107336976421295	0.04496
MRPL53	-0.102062601579954	0.04578
ASNS	-0.100669665209555	0.04601
GLRX3	-0.101133827916402	0.04601
NOL10	-0.100979090420583	0.04636
UBE3A	-0.102682116368169	0.04659
CAV2	-0.119510373312181	0.04696
ILVBL	-0.100051013810328	0.047
KIF3A	-0.0998963924028721	0.04705
DNPEP	-0.101133827916402	0.04734
MINA	-0.0994326275853059	0.0475
EED	-0.0998963924028721	0.0476
EBNA1BP2	-0.103456884144101	0.04773
SNX5	-0.102991973551682	0.04826
STX5	-0.100051013810328	0.04832
RAE1	-0.0983510890836528	0.04859
SNW1	-0.0986600173591137	0.04891
BPNT1	-0.0978878206694321	0.04893
CNN3	3.32912359629157	1.102e-09
CAST	3.18840092460321	2.594e-09
MYO1E	2.95158779481475	1.023e-08
CNBP	2.58568366796481	6.127e-08
VCL	2.58111017522555	6.127e-08
LARS	2.48928602262588	1.169e-07
FUNDC2	2.33656904176912	1.619e-07
MACF1	1.92371967874939	5.486e-07
TRAM2	1.6406209280357	9.785e-07
ANXA6	1.51702367206458	1.558e-06
TMEM59	1.41953889151378	1.918e-06
RP2	1.46152855947288	2.01e-06
RPP30	1.44466706684191	2.01e-06
POM121;POM121C	1.09761079662642	5.5e-06
NUDT16L1	1.02005765234125	8.308e-06
HNRNPD	0.960511710119024	1.191e-05
CLIP2	0.930548119247855	1.302e-05
MPP5	0.916094422938358	1.325e-05
JUP	0.899948986189672	1.388e-05
KIF21A	0.91456452349394	1.509e-05
NVL	0.855192407959154	1.922e-05
SPTBN1	0.978927776381399	2.257e-05
CARS2	0.752748591407134	3.451e-05
WBSCR16	0.718964335759539	3.862e-05
PANK2;PANK3	0.725959234509188	3.941e-05
ITM2C	0.682573297347578	4.557e-05
TMEM209	0.738983954700512	4.805e-05
ARPP19	0.641546029087524	6.303e-05
MRPL38	0.630405471482323	6.346e-05
FKBP15	0.632268215499513	6.491e-05
ACSS2	0.603121869839996	7.238e-05
GOLIM4	0.54794331129035	0.0001028
TOMM6	0.566571640626761	0.000117
ARFGAP3	0.525066592078211	0.0001199
MED29	0.640620928035698	0.0001245
PPL	0.490570130446201	0.0001882
PFKM	0.458382004156013	0.0002362
SUMO1	0.506906554580693	0.0002539
ITGAV	0.425459304765355	0.0002559
HDHD1	0.488515008957812	0.0002681
AGL	0.431890348286181	0.0002719
MEMO1	0.423309237242387	0.0002785
SRGAP1	0.426533138116673	0.0003252
SCOC	0.457331625485014	0.000327
FNBP1	0.411426245726465	0.0003275
ATP6V1H	0.401630466584741	0.0003497
CHID1	0.401630466584741	0.0003537
USP4	0.411426245726465	0.0003545
ACOX1	0.393965275660243	0.0003683
KIN	0.396159489073155	0.0003826
PTPRJ	0.398350370345965	0.0003956
MRPL51	0.391767719955997	0.0004301
SOGA1	0.370722275148167	0.0004758
NDFIP2	0.410341104614087	0.0005282
ATG5	0.408168370708106	0.0005462
TBC1D4	0.35501626421955	0.0005724
ETHE1	0.353887836284907	0.0005966
SAFB2	0.343692069179019	0.0006617
ARL3	0.34255474547732	0.0006739
CCDC12	0.35501626421955	0.0007184
ARHGAP17	0.364012053558615	0.0007231
RACGAP1	0.350497247084133	0.0007295
CD58	0.336854639125465	0.000736
PDHX	0.334568275666133	0.0007449
LRRFIP2	0.329984649758421	0.0007536
POLA1	0.333423733725192	0.0007864
RAB13	0.329984649758421	0.0008298
RINT1	0.32883646422954	0.0008456
NELFA	0.318461465167583	0.0009081
POLR2C	0.327687364176047	0.0009516
CHMP1A	0.327687364176047	0.0009686
MAP7D1	0.313826296390398	0.001002
AKT2	0.319617934200161	0.001073
TMA7	0.302172799740752	0.001081
INTS3	0.360645202460216	0.001125
HMGA1	0.297484915710575	0.001173
MYO5A	0.289244285156642	0.001286
CD46	0.549915553621955	0.001373
JAKMIP1	0.286881147788162	0.00152
GPN1	0.283329168051641	0.001575
SEC16A	0.292781749227846	0.001578
ATP2B4	0.279768421593595	0.001585
MRGBP	0.279768421593595	0.001729
TCEAL3;TCEAL6;TCEAL5	0.269033146455237	0.001776
KIF3B	0.264236151043547	0.001835
PTRHD1	0.399444564589458	0.001884
CC2D1B	0.267835392097615	0.00198
COA6	0.272620454662992	0.002073
SMG9	0.261831658752137	0.002109
MARCKSL1	0.267835392097615	0.002181
KIF23	0.255802836602718	0.002296
USP24	0.24731993497982	0.002396
ITCH	0.250961573533219	0.002398
GPR116	0.269033146455237	0.00241
CYCS	0.246104009883917	0.002466
STEAP3	0.241230035515445	0.002547
HLA-DRA	0.243669080966863	0.002555
CST1	0.24000896473507	0.002603
PODXL	0.237563718317676	0.002625
VANGL1	0.249748715083569	0.002722
NEDD4	0.238786859587116	0.002746
GTF3C4	0.236339539168374	0.00284
WDR44	0.244887059123534	0.002873
SFXN3	0.231432408447965	0.002949
LAMC1	0.243669080966863	0.003007
PREB	0.270229907237998	0.003362
ASPM	0.232660756790275	0.00351
BASP1	0.219091058246197	0.00368
AGRN	0.264236151043547	0.003709
RAP1B	0.270229907237998	0.003711
TMEM106B	0.228972569760161	0.003759
NOL11	0.232660756790275	0.003781
CYR61	0.225274929869569	0.00393
NUMB	0.216610068742442	0.004048
DCUN1D1	0.22404027421793	0.004106
RNF149	0.214124805352847	0.004107
FDFT1	0.221567788538409	0.004123
SNX17	0.220329954879556	0.004132
ADPGK	0.219091058246197	0.004189
COL6A1	0.215367972203479	0.004326
HACD3	0.221567788538409	0.004375
OTUD6B	0.210388864445403	0.004423
F8A1	0.314986485468515	0.004454
ENSA	0.212880566344385	0.004465
GAPDH	0.212880566344385	0.004515
ZNF207	0.249748715083569	0.00474
LRP10	0.210388864445403	0.004868
MED4	0.207892851641333	0.004905
SLC20A1	0.266636642513989	0.004955
TACC2	0.232660756790275	0.004968
UQCRB	0.205392512989685	0.00501
CTGF	0.212880566344385	0.005092
VPS37A	0.204140716780225	0.005098
WRNIP1	0.210388864445403	0.005172
OSBPL2	0.243669080966863	0.005226
SEC24B	0.206643223983395	0.005232
SF3B6	0.202887833470143	0.005244
KIF2C	0.20163386116965	0.005333
MRE11A	0.202887833470143	0.005482
APP	0.200378797984026	0.005641
CMC1	0.204140716780225	0.005727
SPECC1L	0.20163386116965	0.005774
UBE2G2	0.200378797984026	0.005952
USP47	0.197865391353738	0.005953
AGO2	0.196607044094818	0.006011
CTR9	0.195347598322219	0.006271
ANTXR2	0.192825403552391	0.006323
MIA3	0.191562650700756	0.006719
CST3	0.190298791626595	0.0068
LEMD2	0.190298791626595	0.006802
PTBP3	0.187767747046025	0.007109
RAB1A	0.186500557644495	0.007244
NUP85	0.186500557644495	0.007274
UFL1	0.190298791626595	0.007384
PRC1	0.185232254230161	0.007429
ACAA1	0.183962834842595	0.007456
PPFIBP1	0.187767747046025	0.007461
CLTCL1	0.237563718317676	0.007731
MRPS7	0.18269229751619	0.007958
POR	0.181420640280142	0.007959
PSMB10	0.181420640280142	0.007961
PPIL1	0.18269229751619	0.007975
AP1B1	0.181420640280142	0.008043
SRPR	0.18269229751619	0.008071
MRPS17	0.185232254230161	0.008173
CD2BP2	0.180147861158429	0.008179
ESYT2	0.180147861158429	0.00819
RPS27L	0.181420640280142	0.008325
TOLLIP	0.181420640280142	0.008368
AP1G1	0.180147861158429	0.008395
HOOK3	0.177598929327733	0.008632
PARVA	0.177598929327733	0.008666
CTBP2	0.176322772640463	0.008734
PTCD3	0.176322772640463	0.009025
PPIL3	0.178873958169795	0.009073
INPP1	0.176322772640463	0.009197
CDK6	0.175045486110914	0.009298
MAP2K1	0.173767067736706	0.009463
UBR1	0.172487515510134	0.009624
UFC1	0.173767067736706	0.009674
RPS24	0.171206827418142	0.009793
EIF2B5	0.172487515510134	0.009827
MUT	0.175045486110914	0.009839
PTMA	0.171206827418142	0.009862
SUN2	0.258217389536018	0.009886
POLD3	0.171206827418142	0.009965
FAM136A	0.171206827418142	0.01013
ACBD5	0.169925001442312	0.01021
AIM1	0.169925001442312	0.01026
ACAD9	0.171206827418142	0.01033
CDC26	0.168642035558839	0.01042
PSMB9	0.168642035558839	0.01049
FAM21A;FAM21C	0.166072675946706	0.01084
OXA1L	0.166072675946706	0.01085
RTF1	0.16478627814334	0.01127
APPL2	0.16349873228288	0.01158
DYNC1LI2	0.160920188181103	0.01213
SEH1L	0.16349873228288	0.01224
PLXNA1	0.159629185821228	0.01256
PLS1	0.158337027167101	0.01286
CUL3	0.15704371014558	0.01306
SEC22B	0.155749232677945	0.01337
FNDC3B	0.154453592679872	0.01338
PMVK	0.186500557644495	0.01385
STXBP3	0.155749232677945	0.01389
FAF1	0.153156788061421	0.0141
PPP1R2;PPP1R2P3	0.153156788061421	0.01468
HAGH	0.153156788061421	0.01474
RPS6	0.151858816727005	0.01506
GALK1	0.153156788061421	0.0151
MRPL44	0.147957881387101	0.01534
NELFCD	0.202887833470143	0.01577
NCDN	0.151858816727005	0.01619
RAB5A	0.147957881387101	0.01635
CORO7	0.142740172116082	0.01744
RHOC	0.144046369616707	0.01761
NUP35	0.146655222119465	0.01788
CUL4A	0.140124223909071	0.01796
ZC3H18	0.141432790929296	0.01799
ZC3H11A	0.14535138557262	0.01846
TAP1	0.137503523749935	0.01879
HEBP2	0.137503523749935	0.01881
PLCG1	0.136191386287144	0.01907
BCAR3	0.137503523749935	0.0193
EXOSC7	0.140124223909071	0.01969
RNF20	0.134878054343112	0.01973
MRPS23	0.133563525741106	0.01993
PSMB2	0.133563525741106	0.02003
CHML	0.134878054343112	0.02029
DDX58	0.13224779829844	0.02031
DOHH	0.133563525741106	0.02057
TAX1BP1	0.13224779829844	0.02065
CSTF2	0.13224779829844	0.02081
SLAIN2	0.13224779829844	0.02133
ADIRF	0.130930869826449	0.02147
PEX6	0.130930869826449	0.02162
RRAS	0.13224779829844	0.02174
ERAP1	0.130930869826449	0.02216
CHD1	0.136191386287144	0.02234
CHMP4A	0.130930869826449	0.02241
PSIP1	0.12961273813047	0.02247
NUP107	0.133563525741106	0.0227
SMCHD1	0.128293401009818	0.02272
RUFY1	0.12565110166152	0.02295
SLC38A2	0.128293401009818	0.023
AURKB	0.134878054343112	0.02317
RPL22	0.128293401009818	0.02341
PRPSAP1	0.124328135002202	0.02363
PCBD1	0.16349873228288	0.02383
EIF3J	0.128293401009818	0.02391
ADAM9	0.124328135002202	0.02401
RABGAP1	0.12565110166152	0.02409
DUSP3	0.128293401009818	0.02427
C14orf142	0.12565110166152	0.02428
FRYL	0.124328135002202	0.02454
AHCTF1	0.12565110166152	0.02469
WFS1	0.162210036314307	0.02521
WIBG	0.124328135002202	0.02532
FIS1	0.12961273813047	0.02537
CPSF3	0.12300395405482	0.0261
IKBKG	0.12565110166152	0.02631
RAP1A	0.120351940365222	0.02664
GBP1	0.120351940365222	0.02675
MAPRE2	0.119024103142275	0.02685
UGCG	0.124328135002202	0.0269
SPINT2	0.119024103142275	0.02729
SPTLC2	0.149259365499623	0.02734
NT5DC1	0.120351940365222	0.02766
DDAH2	0.116364756691785	0.02804
ELP3	0.120351940365222	0.02804
PLAUR	0.11503324294624	0.02905
MARK2	0.117695042669755	0.02906
STK38	0.116364756691785	0.02923
BAP18	0.116364756691785	0.02926
CISD2	0.120351940365222	0.02998
MRPL48	0.133563525741106	0.03023
KIF13B	0.113700499164728	0.03026
TRIM21	0.14535138557262	0.03065
IFIT5	0.11503324294624	0.03098
ATPIF1	0.112366523072563	0.03119
RAB6A	0.112366523072563	0.03131
MVP	0.112366523072563	0.03144
STX7	0.111031312388744	0.03213
RAB9A	0.113700499164728	0.03225
HN1	0.112366523072563	0.03246
NDUFAF2	0.121678556588252	0.03362
PSMG1	0.113700499164728	0.03416
FN3KRP	0.113700499164728	0.03457
EXOSC8	0.111031312388744	0.03493
HN1L	0.111031312388744	0.03506
PLCB3	0.108357178090419	0.03518
PHYHD1	0.10969486482593	0.03541
ENOPH1	0.10701824988212	0.03576
ARMC10	0.10701824988212	0.0359
TGFBR2	0.10969486482593	0.03598
GOLGA3	0.108357178090419	0.03663
GABARAP	0.105678077894537	0.03676
WDFY1	0.10969486482593	0.03694
APLP2	0.104336659814736	0.03749
PLXNB2	0.105678077894537	0.03776
SP100	0.104336659814736	0.03777
NFIC	0.120351940365222	0.03842
WDR82	0.102993993323326	0.03858
USP15	0.104336659814736	0.03858
HSD17B12	0.102993993323326	0.03877
TOE1	0.137503523749935	0.0388
IFIT3	0.102993993323326	0.03885
RNF40	0.102993993323326	0.03894
COASY	0.102993993323326	0.039
MET	0.108357178090419	0.0392
ABCD3	0.102993993323326	0.03951
ZC3HAV1	0.102993993323326	0.03961
IGFBP7	0.104336659814736	0.03997
MRPL14	0.119024103142275	0.04009
NR3C1	0.104336659814736	0.04099
SNX2	0.100304905795685	0.04107
COPG2	0.102993993323326	0.04107
PPP2R5D	0.100304905795685	0.04179
SEPT10	0.100304905795685	0.04181
SMYD5	0.102993993323326	0.04204
FLOT1	0.100304905795685	0.04241
TAP2	0.0989584800881688	0.04281
TMF1	0.101650076094435	0.04302
OAS3	0.104336659814736	0.04318
TMEM109	0.101650076094435	0.04339
RPA2	0.0976107966264223	0.04366
SERPINB1	0.0976107966264223	0.0441
ACTR10	0.0976107966264223	0.04462
CCDC58	0.100304905795685	0.04628
BRD4	0.0962618530584035	0.0469
HLA-C	0.094911647025467	0.04699
ARPC5	0.0962618530584035	0.04784
ESF1	0.102993993323326	0.04809
PHF3	0.100304905795685	0.04918
ROCK2	0.0935601761623378	0.04924
SRP9	0.094911647025467	0.0494
