FC..class1.class2.	P.value
MYO5A	-0.20058107800892	0.02364
UQCC1	-0.186064929518683	0.02392
WDR11	-0.188693388530219	0.02406
AHNAK2	-0.186064929518683	0.02449
TNS3	-0.193634693877545	0.02477
METTL13	-0.215914857265243	0.02482
MXRA7	-0.183277428998698	0.02491
OCRL	-0.192974874501356	0.02499
ZC3H6	-0.198427430536402	0.02509
GXYLT1	-0.148001162887554	0.02523
HMGA1	-0.181476617933702	0.02618
SF3B6	-0.190667880226499	0.02648
NFIC	-0.187378560422908	0.02667
C14orf142	-0.183605090830879	0.02724
DPY30	-0.158429362604483	0.02774
MRPL1	-0.245540026374521	0.02788
NXN	-0.179514657013621	0.02795
ADPGK	-0.233108061588777	0.02851
SPATA5	-0.13495221077405	0.0289
TBRG4	-0.18951576502224	0.02907
CKB	-0.179841465269835	0.02982
DDX41	-0.171368418311981	0.03053
NELFE	-0.187707155126729	0.03098
ARFGAP2	-0.203568368934305	0.03117
GOLGA3	-0.171693386224356	0.03118
TRIOBP	-0.189680296588923	0.03173
IRS1	-0.170069278160357	0.03173
HMGCS1	-0.193634693877545	0.03176
SRSF4	-0.215579775382216	0.03193
STAU1	-0.167960667348026	0.03212
NFS1	-0.181476617933702	0.03242
MRPL24	-0.172506126396202	0.03309
CDC26	-0.142576291267693	0.03313
ENPP4	-0.177229069733224	0.03349
LEMD2	-0.189351252217354	0.03378
MRRF	-0.170556318633409	0.03383
CDK11B;CDK11A	-0.176087632512198	0.03406
METAP2	-0.207227922481881	0.03475
EXOC7	-0.185900809725447	0.03497
PHC2	-0.182786075741673	0.03502
ABCD3	-0.189186758169985	0.03536
MAGT1	-0.188035824689806	0.03559
ITGAV	-0.163914288297594	0.03639
ITGA5	-0.169095690197941	0.03643
IST1	-0.163914288297594	0.03655
SMARCB1	-0.163429484582848	0.03664
THUMPD3	-0.20058107800892	0.03687
ARHGAP29	-0.161491897219344	0.03698
COPS7B	-0.170231606716465	0.03727
TST	-0.159879226538468	0.0376
ADAR	-0.161007906706259	0.03777
USMG5	-0.176087632512198	0.0379
UGGT1	-0.163914288297594	0.03793
KIAA1671	-0.158268356517503	0.03898
CPSF3	-0.168122758808327	0.03909
SNX17	-0.174947097664133	0.0398
TCEAL3;TCEAL6;TCEAL5	-0.169744675832317	0.03994
MRPL11	-0.185244517190126	0.04026
PLXNA1	-0.196442297727987	0.04042
SNRPA	-0.157302697150199	0.04088
MTMR1	-0.160685336544851	0.04094
MED29	-0.157302697150199	0.04141
NCKAP1	-0.157463595498761	0.04161
PSMB8	-0.161653263478769	0.04161
CHML	-0.167960667348026	0.04162
ARMT1	-0.164075925745625	0.04164
PPP1R11	-0.158429362604483	0.04186
GOLGA5	-0.165207895235545	0.042
JUP	-0.165046130920649	0.04221
PIP4K2B	-0.158429362604483	0.04248
NUP37	-0.153125626185084	0.04257
SEPT10	-0.154891372769876	0.0429
CISD2	-0.158107368396944	0.04328
CBL	-0.169744675832317	0.04331
JAK1	-0.157785446039056	0.04338
UBE4B	-0.15521264992094	0.04365
UFC1	-0.153286059328523	0.04389
PLK1	-0.189186758169985	0.04394
TAX1BP1	-0.16682653676166	0.044
GGCT	-0.161169218837124	0.0443
SCAMP2	-0.156659283139807	0.04478
DOCK5	-0.164237581305309	0.04581
GEMIN5	-0.151842802900928	0.04597
CCDC43	-0.171530893118267	0.04611
DHX36	-0.227185312500807	0.0464
NOP16	-0.149440579377228	0.04646
SRGAP2;SRGAP2B;SRGAP2C	-0.153286059328523	0.04705
ELMOD2	-0.154249033026011	0.04707
PFDN4	-0.164237581305309	0.04732
UQCR10	-0.147521676357613	0.04747
MARK2	-0.15360697914764	0.04778
OPTN	-0.158751428693752	0.04842
PDPR	-0.149280573272602	0.04911
NFXL1	-0.147841316336962	0.04916
NR3C1	-0.146722886103616	0.04945
SLC25A1	-0.159073566696852	0.0495
APOBEC3B	-0.146882608776449	0.04977
TOR1AIP2	-0.145445740913747	0.04979
EPS8	-0.148960614291275	0.0499
PTPN12	-0.146084172184655	0.04996
CNBP	-0.144169725316234	0.02119
VCL	-0.0472191556726506	0.02999
