gene.index	RP.Rsum	FC..class1.class2.	pfp	P.value
EIF2B5	778	227.1	-0.159879226538468	0.2722	0.01593
POLD2	1902	228.5	-0.164560946775875	0.2747	0.01616
ATP5J2	244	230.3	-0.161169218837124	0.2783	0.01647
RAP1A	2147	231.8	-0.158751428693752	0.2812	0.01673
ARPC1A	208	235.4	-0.157946398238798	0.2898	0.01734
FIBP	911	238.4	-0.158751428693752	0.2972	0.01788
OSGEP	1745	239.3	-0.208560974127558	0.2982	0.01803
SPCS3	2544	239.7	-0.245540026374521	0.2976	0.0181
METTL13	1431	240	-0.170881103650739	0.2969	0.01815
ZC3H4	3024	241.7	-0.154249033026011	0.3002	0.01845
TRIM26	2788	242.6	-0.169095690197941	0.3013	0.01862
IDH3A	1182	242.8	-0.165693297037092	0.3004	0.01866
TAF10	2656	245.2	-0.154249033026011	0.3056	0.01909
DNAAF5	694	245.7	-0.161491897219344	0.3055	0.01918
PRKRA	1992	246.5	-0.160362838490331	0.3063	0.01933
GLO1	984	246.6	-0.151362038095294	0.3049	0.01934
EED	754	247.2	-0.155533998633904	0.3052	0.01946
KIF3A	1274	247.3	-0.168284868482175	0.3038	0.01947
LUC7L3	1364	249	-0.154570167148848	0.3073	0.0198
SRGAP2;SRGAP2B;SRGAP2C	2557	250	-0.155694699836063	0.3085	0.01998
SMN1	2491	253.1	-0.162944843726976	0.3159	0.02056
C19orf52	327	253.2	-0.15072126746922	0.3147	0.02059
SMARCB1	2478	254.3	-0.151682530163898	0.3164	0.0208
TTC9C	2815	254.7	-0.150080781314021	0.316	0.02088
GBF1	965	255.9	-0.147841316336962	0.3178	0.0211
TRIP12	2796	256.9	-0.148480808830096	0.319	0.02129
SMARCA4	2476	257.5	-0.147521676357613	0.3194	0.02142
FAM111A	879	257.7	-0.156820109742826	0.3183	0.02145
MVB12A	1528	258	-0.151201818755811	0.3177	0.02152
NLE1	1635	261.6	-0.157946398238798	0.3265	0.02222
ARMT1	207	261.9	-0.167150483106546	0.3257	0.02227
MACF1	1371	262.6	-0.366801313625996	0.3263	0.02242
MTX2	1526	263	-0.14496710279792	0.3257	0.02248
WAC	2963	263	-0.181476617933702	0.3242	0.02249
THOC2	2700	264.8	-0.146563181111933	0.3279	0.02285
NO66	1643	265.1	-0.145924537878446	0.3272	0.02291
MYL6	1541	266.4	-0.144010302691519	0.3295	0.02318
CRNKL1	560	268.9	-0.141302809961666	0.3351	0.02369
HNRNPLL	1134	271.6	-0.15200309344505	0.3414	0.02424
CIT	474	272.1	-0.145445740913747	0.3411	0.02433
AP3B1	152	274.3	-0.142417044615852	0.3459	0.02479
ERBB2IP	840	275.5	-0.141780233728934	0.3478	0.02504
PWP2	2088	276.2	-0.172831350707969	0.3484	0.02519
ABHD14B	16	276.2	-0.139871485877112	0.3469	0.0252
TMEM43	2743	276.3	-0.14337278830161	0.3454	0.02521
WTAP	2992	277.2	-0.159556908610208	0.3466	0.02541
CDK6	434	277.3	-0.138441580427971	0.3454	0.02544
MTOR	1523	278.7	-0.139871485877112	0.3477	0.02572
HYI	1173	278.7	-0.141780233728934	0.3463	0.02573
TSEN15	2807	279.3	-0.155373315330192	0.3465	0.02586
TTI1	2816	280	-0.143691510282557	0.347	0.02601
NUP205	1708	280.6	-0.137806521524401	0.347	0.02612
SCOC	2373	281.1	-0.170069278160357	0.3469	0.02623
PSMB9	2031	281.6	-0.186064929518683	0.3469	0.02634
UBAP2	2854	282.2	-0.183277428998698	0.347	0.02647
PRKAG1	1984	282.9	-0.137965260044767	0.3476	0.02662
UBQLN4	2878	283.6	-0.145126631193161	0.3481	0.02678
CHML	458	284.5	-0.21943792382894	0.3492	0.02697
PPM1B	1934	285.1	-0.142257815539934	0.3494	0.02711
MOGS	1455	285.8	-0.135269077685249	0.3497	0.02725
IDH3B	1183	286.3	-0.13574450858126	0.3498	0.02737
AP2M1	150	286.7	-0.13511063553025	0.3493	0.02745
DDX58	657	294.9	-0.132736088923711	0.3711	0.02928
ZC3HAV1L	3027	296.2	-0.147521676357613	0.3733	0.02957
FUT8	944	296.6	-0.300803754851756	0.373	0.02967
CGGBP1	451	298	-0.145924537878446	0.3754	0.02999
SAMM50	2355	298.4	-0.130681305171095	0.375	0.03008
PDE12	1805	301.4	-0.130049652341001	0.3822	0.03078
DENR	662	301.8	-0.130681305171095	0.3819	0.03088
NBN	1567	303.8	-0.137806521524401	0.3859	0.03133
UBE2A	2856	304.7	-0.133527170284152	0.3871	0.03156
RAB3GAP1	2114	306.4	-0.136061549576028	0.3904	0.03195
CUL3	598	306.6	-0.136695840657202	0.3895	0.03201
LANCL2	1302	307.9	-0.130049652341001	0.3916	0.03231
HSD17B4	1151	309.5	-0.127683414249637	0.3946	0.03269
UBE2I	2860	310.9	-0.12784104277106	0.3972	0.03303
POLA1	1900	313.9	-0.12736820886475	0.4043	0.03376
PLRG1	1885	314.1	-0.131155226349479	0.4035	0.03382
MTCH2	1518	314.5	-0.126580496565143	0.4031	0.03392
ERCC6L	842	315.5	-0.13574450858126	0.4042	0.03415
PDS5B	1818	315.6	-0.142257815539934	0.403	0.03418
BCAP29	280	318	-0.126423005703037	0.4083	0.03476
POLR1B	1907	322.3	-0.483379653361834	0.4194	0.03585
CLPB	490	323.5	-0.122334266203342	0.4213	0.03615
KIF4A	1276	327	-0.132419777797495	0.4299	0.03703
MIA2	1437	329.8	-0.131313234677865	0.4367	0.03776
COX5A	542	330.7	-0.143850897681591	0.4376	0.03798
MEPCE	1426	331.5	-0.130997235324748	0.4384	0.03819
LMF2	1331	332.3	-0.121078520250149	0.4391	0.0384
DCAF13	620	332.9	-0.121235428732646	0.4393	0.03855
JAK1	1248	333.3	-0.121078520250149	0.4388	0.03866
PBK	1784	333.8	-0.127210631993763	0.4385	0.03878
SRSF4	2577	334.3	-0.120921628831269	0.4384	0.03891
SH3KBP1	2436	334.3	-0.122020227229335	0.4368	0.03891
ATP6AP2	247	339	-0.125950636244774	0.4491	0.04016
NDUFA13	1589	340.7	-0.118570302661484	0.4525	0.04061
HERC4	1087	341.8	-0.127053072332066	0.454	0.0409
NELFB	1615	343.3	-0.120294233717712	0.457	0.04131
PVR	2085	344.2	-0.117787378107137	0.4578	0.04154
CRTAP	561	344.4	-0.116535581897678	0.4569	0.0416
RAB10	2100	345	-0.115597447016313	0.457	0.04176
DDX18	640	346.2	-0.13574450858126	0.4588	0.04208
MAP1S	1380	346.3	-0.149440579377228	0.4575	0.04211
GPS1	1035	347.7	-0.115284870903967	0.4601	0.0425
PITRM1	1870	349.7	-0.114816133679649	0.4643	0.04304
SPTLC2	2552	350.2	-0.125950636244774	0.4641	0.04318
ARHGAP35	190	351.4	-0.124691739968656	0.4661	0.04352
AKT2	107	352	-0.134160347841338	0.466	0.04366
ZCCHC8	3028	352.3	-0.142257815539934	0.4653	0.04375
TUBB3	2824	353.3	-0.113723005382915	0.4668	0.04404
LRRC8A	1350	353.5	-0.126895529875902	0.4657	0.04409
NCKIPSD	1577	353.6	-0.118413683756604	0.4643	0.04411
RPL28	2251	354.6	-0.131945441103797	0.4659	0.04441
VDAC3	2946	356.7	-0.113254775257891	0.4701	0.04497
ARMC10	204	358	-0.114972362500083	0.4726	0.04536
HYPK	1175	358.2	-0.118413683756604	0.4714	0.04541
ZFPL1	3030	358.4	-0.113566911788942	0.4703	0.04546
FOSL1	932	358.5	-0.113410835081818	0.469	0.04548
CHD4	455	358.8	-0.112630704721118	0.4684	0.04557
RIF1	2203	361	-0.149600603229745	0.4731	0.04619
VAPA	2935	361.2	-0.113098732313508	0.4721	0.04625
RAB21	2108	365.1	-0.111383372931854	0.4821	0.04738
APOBEC3C	165	365.6	-0.110137118634821	0.4818	0.04751
SLBP	2445	370.3	-0.139394693240146	0.494	0.04889
NAGK	1557	373.7	-0.107958760739029	0.5023	0.04987
THOC6	2703	374.1	-0.109514394964469	0.5018	0.04998
CD46	411	1.913	3.94860084749336	3.352e-06	1.102e-09
CNBP	504	2.289	3.73768676140986	3.945e-06	2.594e-09
MEA1	1419	4.481	3.07741392423814	4.851e-05	4.784e-08
LARS	1307	4.762	2.57797256871381	4.66e-05	6.127e-08
TXNRD1	2843	4.762	2.66106547980695	3.728e-05	6.127e-08
VCL	2941	6.952	2.19723635491871	0.0001393	2.747e-07
CAST	372	7.83	1.91532967601301	0.0001889	4.347e-07
ANXA6	141	9.283	1.73335434061383	0.0003163	8.319e-07
PPIA	1924	13.44	1.39889757120247	0.00112	3.315e-06
HNRNPD	1126	13.92	1.3305584000308	0.001147	3.772e-06
RABGGTB	2127	16.66	1.05588975819628	0.001965	7.106e-06
COA6	515	18	0.894526770257395	0.002354	9.285e-06
OXCT1	1751	19.93	0.832687516439532	0.003073	1.313e-05
CTNNBIP1	585	20.46	2.62293035092018	0.003116	1.434e-05
HDHD1	1081	20.54	0.802400040114839	0.002947	1.453e-05
GAPDH	958	21.7	1.00144197417391	0.003325	1.749e-05
SPTAN1	2549	21.77	1.14730669878029	0.003162	1.767e-05
MDN1	1416	31.06	0.546956178141411	0.009534	5.641e-05
WRNIP1	2991	31.53	0.701327257412941	0.009479	5.92e-05
TOMM6	2763	33.01	0.58880456701555	0.01041	6.846e-05
LIMS1	1326	35.66	0.562669826102702	0.01267	8.744e-05
FADS2	874	36.56	0.502839758255932	0.01307	9.456e-05
PURB	2084	40.23	0.523060061795249	0.01686	0.0001275
ICMT	1178	42.45	0.600269753509005	0.01908	0.0001505
IQSEC2	1224	45.42	0.440420720756767	0.02254	0.0001853
NAP1L1	1560	47.18	0.883620816285671	0.02436	0.0002082
MIA3	1438	47.45	0.453122446595813	0.02387	0.0002119
FKBP15	914	47.88	0.425459304765355	0.02366	0.0002177
ARL3	201	49.67	0.421155960662223	0.02555	0.0002435
THUMPD3	2708	49.8	0.425459304765355	0.02488	0.0002454
NDFIP2	1584	50.33	0.416839741912829	0.02488	0.0002535
CARS2	367	51.75	0.432959407276106	0.02621	0.0002758
C17orf85	325	51.85	0.412510571249805	0.02556	0.0002773
ERRFI1	848	52.61	0.422233000683048	0.02593	0.0002898
RPL22	2243	55.48	0.387362540835996	0.02956	0.0003401
PANK2;PANK3	1771	55.64	0.387362540835996	0.02899	0.0003431
SAR1B	2358	55.78	0.485426827170242	0.02841	0.0003456
DPY30	720	55.87	0.500802053057158	0.0278	0.0003473
MRGBP	1469	58.02	0.407080775450501	0.03034	0.000389
RBX1	2177	59.11	0.953078952612507	0.03126	0.000411
PREB	1978	59.73	0.527070335512661	0.03147	0.0004241
ZNF207	3035	63.52	0.396159489073155	0.03686	0.000509
SEC24A	2389	64.87	0.404903122145131	0.03832	0.0005417
SAFB2	2353	64.91	0.359521170427595	0.03752	0.0005427
RPS27L	2301	65.73	0.352758525040637	0.03807	0.0005631
USP4	2921	66.19	0.415758666522498	0.03802	0.0005749
CD82	415	68.64	0.457331625485014	0.0414	0.0006396
SNAP29	2499	70.01	0.34255474547732	0.04296	0.0006778
CD58	412	70.99	0.347098670622268	0.04381	0.0007057
MRPS23	1495	71.02	0.350497247084133	0.04299	0.0007066
LAMA5	1295	71.16	0.34255474547732	0.0424	0.0007109
INPP1	1212	71.55	0.340277404766254	0.04224	0.0007221
NDUFAF2	1596	76.75	0.332278283056929	0.05083	0.0008856
ATP2B4	236	76.87	0.353887836284907	0.05012	0.0008897
TRRAP	2805	77.53	0.34255474547732	0.05045	0.0009121
STUB1	2617	79.68	0.319617934200161	0.05361	0.0009869
SEC16A	2384	79.86	0.318461465167583	0.05301	0.0009933
LAMC1	1298	81.17	0.336854639125465	0.0546	0.001041
CIAPIN1	469	82.27	0.312665173558394	0.0558	0.001082
ME2	1418	83.47	0.337996463515016	0.05719	0.001128
TMEM106B	2737	83.79	0.399444564589458	0.05687	0.00114
HEBP2	1085	86.95	0.303342394487331	0.0622	0.001268
FAM98B	896	87.2	0.31034012061215	0.06172	0.001278
ITGAV	1238	88.5	0.305678743242287	0.06336	0.001333
MTA3	1517	89.14	0.297484915710575	0.06368	0.001361
RABEP2	2125	89.94	0.295135249000818	0.06432	0.001396
IVD	1245	90.15	0.305678743242287	0.0638	0.001405
CMC1	501	95.79	0.2904244038653	0.07463	0.001668
DDX52	655	95.88	0.545968369105292	0.07373	0.001672
AAR2	5	97.18	0.283329168051641	0.07549	0.001737
STXBP3	2626	97.58	0.285698125958125	0.07528	0.001757
CDC73	426	98.23	0.305678743242287	0.07564	0.00179
PARD3	1776	98.26	0.291603558030565	0.07466	0.001792
NVL	1721	100.8	0.319617934200161	0.07902	0.001922
DSG2	725	101.4	0.2904244038653	0.0794	0.001958
TRAM2	2783	103.7	0.312665173558394	0.08349	0.002086
NAF1	1556	105.1	0.486456955768731	0.0854	0.002162
JAG1	1246	105.3	0.3928669162308	0.0848	0.002174
GSR	1045	105.5	0.282143228781498	0.08414	0.002185
PPIL4	1931	106.8	0.276198865032242	0.08607	0.002263
MPP5	1464	108.9	0.284514133244245	0.08965	0.002387
PLS1	1886	110.9	0.265436896049098	0.09314	0.002511
PPIE	1927	111.2	0.259423152281415	0.09275	0.002531
NUDT16L1	1693	111.7	0.259423152281415	0.09262	0.002558
RRAS	2318	113	0.259423152281415	0.09452	0.002641
ANAPC2	124	113.2	0.261831658752137	0.09397	0.002657
TMEM109	2738	116	0.257010618206024	0.09929	0.00284
PDHX	1808	118.1	0.442545456105304	0.103	0.00298
PTPRJ	2075	119.1	0.263034405833794	0.1043	0.00305
CSK	566	119.5	0.250961573533219	0.1041	0.00308
CWC15	603	120.3	0.250961573533219	0.1049	0.003137
RTFDC1	2335	120.4	0.280956313831056	0.104	0.003145
TGFBR2	2696	120.8	0.248534836138679	0.1037	0.003171
INTS7	1214	121.1	0.259423152281415	0.1035	0.003197
MCAM	1404	122.2	0.255802836602718	0.1048	0.003272
PSMG1	2056	122.6	0.246104009883917	0.1046	0.0033
UBR1	2879	123	0.254594043033141	0.1045	0.003331
ETHE1	857	124.8	0.248534836138679	0.1076	0.003467
IST1	1231	125.7	0.242450073677701	0.1086	0.003533
ELOVL1	813	129.6	0.259423152281415	0.1167	0.003837
FTO	937	130.5	0.246104009883917	0.1177	0.003909
TOR1AIP1	2768	130.9	0.238786859587116	0.1176	0.003942
BAP18	275	131	0.237563718317676	0.1166	0.003947
DDX27	645	131.9	0.238786859587116	0.1178	0.004027
STX5	2621	132.5	0.236339539168374	0.1179	0.004071
RAP2B	2150	132.9	0.242450073677701	0.1179	0.004107
CTNNA2	583	133	0.266636642513989	0.117	0.004114
CHMP2A	460	135.7	0.238786859587116	0.1224	0.004344
EXOC7	861	136.2	0.231432408447965	0.1223	0.004381
ZRANB2	3040	136.4	0.238786859587116	0.1217	0.004402
RAB1A	2106	139.3	0.235114320376357	0.1276	0.004658
TACC2	2653	139.6	0.301002256032814	0.1272	0.004683
GPR116	1032	141.3	0.257010618206024	0.1301	0.004831
RFC4	2195	142.9	0.22650852980868	0.133	0.004983
NUDCD2	1689	144.5	0.222804561045261	0.1357	0.00513
PPP1R8	1949	145.6	0.264236151043547	0.1373	0.005234
ARL6IP5	202	146.6	0.306845500314283	0.1387	0.005334
SMG8	2489	148.2	0.237563718317676	0.1415	0.005488
PPP1R13L	1944	150.7	0.22404027421793	0.1466	0.005733
GIGYF2	978	153.2	0.243669080966863	0.1516	0.00598
MAP7D1	1385	156.6	0.214124805352847	0.1592	0.006332
NECAP2	1609	156.9	0.222804561045261	0.1586	0.006362
FAM96B	894	157.1	0.212880566344385	0.1581	0.006391
ZC3H11A	3020	158.6	0.232660756790275	0.1605	0.006543
APBB1IP	156	164.3	0.206643223983395	0.1746	0.007173
CCDC22	388	168.8	0.204140716780225	0.1856	0.007687
HSPA6;HSPA7	1162	172.2	0.200378797984026	0.1937	0.008086
CLPP	491	173.2	0.209141397838592	0.1949	0.008201
DARS2	615	173.4	0.199122642013601	0.1942	0.008235
TAX1BP1	2664	173.8	0.200378797984026	0.1937	0.008279
NOL11	1648	174.4	0.205392512989685	0.1938	0.008347
RFC2	2193	174.9	0.200378797984026	0.1939	0.008414
RAB6A	2120	176.2	0.199122642013601	0.1961	0.008574
CD2BP2	408	177.7	0.197865391353738	0.1988	0.008755
RRAGC;RRAGD	2317	179.2	0.200378797984026	0.2016	0.008945
SETD7	2413	179.4	0.227741075839128	0.2007	0.008973
DAG1	612	180.8	0.277389698810864	0.203	0.009141
TGOLN2	2698	181	0.196607044094818	0.2021	0.00917
ATG9A	226	182.2	0.222804561045261	0.204	0.009323
MRPL51	1488	183.1	0.197865391353738	0.205	0.009436
