FC..class1.class2.	P.value
SNX17	-0.190009416024795	0.009277
CPSF3	-0.195615964558658	0.009397
METAP2	-0.230566762638752	0.009482
PCYT2	-0.190503235999115	0.009594
CISD2	-0.196772963565072	0.01033
WDR82	-0.18311362598508	0.01037
EIF4G3	-0.199586687361243	0.01061
ARHGAP5	-0.194955238629597	0.01062
ATG5	-0.182131198272013	0.01097
NFIC	-0.180331816503544	0.011
SIN3A	-0.221118603237199	0.0112
RBBP6	-0.247251408592866	0.01121
IDH3G	-0.177229069733224	0.01176
MSRA	-0.250337021786211	0.01201
GET4	-0.276834656542415	0.01211
AMPD2	-0.177065951971629	0.01214
HECTD1	-0.179024583394838	0.01249
NDRG3	-0.177229069733224	0.01251
GLG1	-0.178044935298647	0.01261
THOC3	-0.177229069733224	0.01262
GSTT2B;GSTT2	-0.180822334457232	0.01274
DUSP12	-0.18984484692168	0.01277
GOT2	-0.190997225060914	0.01287
MOV10	-0.255322210682926	0.01299
FRYL	-0.177392205939751	0.01299
MRPL24	-0.170718702002469	0.01315
PRDX4	-0.170881103650739	0.01332
AIM1	-0.199089748941648	0.0134
PFKM	-0.222632890549587	0.0135
LAMP2	-0.172343541729226	0.01352
BRAT1	-0.205396985351244	0.0138
SAP30BP	-0.170718702002469	0.01416
NHP2	-0.175598721451584	0.01426
MICAL2	-0.166178862209418	0.01428
EPHX1	-0.173970213500261	0.01431
WDR62	-0.167636539051698	0.01448
VPS45	-0.168771306825942	0.01475
RMDN1	-0.185572626138752	0.0148
RALBP1	-0.206228941455776	0.01482
HS1BP3	-0.17869796011047	0.01513
ARHGEF18	-0.208560974127558	0.01516
VAMP4	-0.168933489394927	0.01572
PRKCDBP	-0.166502663140165	0.01573
USP39	-0.170231606716465	0.01585
EIF2B5	-0.159879226538468	0.01593
POLD2	-0.164560946775875	0.01616
ATP5J2	-0.161169218837124	0.01647
RAP1A	-0.158751428693752	0.01673
ARPC1A	-0.157946398238798	0.01734
FIBP	-0.158751428693752	0.01788
OSGEP	-0.208560974127558	0.01803
SPCS3	-0.245540026374521	0.0181
METTL13	-0.170881103650739	0.01815
ZC3H4	-0.154249033026011	0.01845
TRIM26	-0.169095690197941	0.01862
IDH3A	-0.165693297037092	0.01866
TAF10	-0.154249033026011	0.01909
DNAAF5	-0.161491897219344	0.01918
PRKRA	-0.160362838490331	0.01933
GLO1	-0.151362038095294	0.01934
EED	-0.155533998633904	0.01946
KIF3A	-0.168284868482175	0.01947
LUC7L3	-0.154570167148848	0.0198
SRGAP2;SRGAP2B;SRGAP2C	-0.155694699836063	0.01998
SMN1	-0.162944843726976	0.02056
C19orf52	-0.15072126746922	0.02059
SMARCB1	-0.151682530163898	0.0208
TTC9C	-0.150080781314021	0.02088
GBF1	-0.147841316336962	0.0211
TRIP12	-0.148480808830096	0.02129
SMARCA4	-0.147521676357613	0.02142
FAM111A	-0.156820109742826	0.02145
MVB12A	-0.151201818755811	0.02152
NLE1	-0.157946398238798	0.02222
ARMT1	-0.167150483106546	0.02227
MACF1	-0.366801313625996	0.02242
MTX2	-0.14496710279792	0.02248
WAC	-0.181476617933702	0.02249
THOC2	-0.146563181111933	0.02285
NO66	-0.145924537878446	0.02291
MYL6	-0.144010302691519	0.02318
CRNKL1	-0.141302809961666	0.02369
HNRNPLL	-0.15200309344505	0.02424
CIT	-0.145445740913747	0.02433
AP3B1	-0.142417044615852	0.02479
ERBB2IP	-0.141780233728934	0.02504
PWP2	-0.172831350707969	0.02519
ABHD14B	-0.139871485877112	0.0252
TMEM43	-0.14337278830161	0.02521
WTAP	-0.159556908610208	0.02541
CDK6	-0.138441580427971	0.02544
MTOR	-0.139871485877112	0.02572
HYI	-0.141780233728934	0.02573
TSEN15	-0.155373315330192	0.02586
TTI1	-0.143691510282557	0.02601
NUP205	-0.137806521524401	0.02612
SCOC	-0.170069278160357	0.02623
PSMB9	-0.186064929518683	0.02634
UBAP2	-0.183277428998698	0.02647
PRKAG1	-0.137965260044767	0.02662
UBQLN4	-0.145126631193161	0.02678
CHML	-0.21943792382894	0.02697
PPM1B	-0.142257815539934	0.02711
MOGS	-0.135269077685249	0.02725
IDH3B	-0.13574450858126	0.02737
AP2M1	-0.13511063553025	0.02745
DDX58	-0.132736088923711	0.02928
ZC3HAV1L	-0.147521676357613	0.02957
FUT8	-0.300803754851756	0.02967
CGGBP1	-0.145924537878446	0.02999
SAMM50	-0.130681305171095	0.03008
PDE12	-0.130049652341001	0.03078
DENR	-0.130681305171095	0.03088
NBN	-0.137806521524401	0.03133
UBE2A	-0.133527170284152	0.03156
RAB3GAP1	-0.136061549576028	0.03195
CUL3	-0.136695840657202	0.03201
LANCL2	-0.130049652341001	0.03231
HSD17B4	-0.127683414249637	0.03269
UBE2I	-0.12784104277106	0.03303
POLA1	-0.12736820886475	0.03376
PLRG1	-0.131155226349479	0.03382
MTCH2	-0.126580496565143	0.03392
ERCC6L	-0.13574450858126	0.03415
PDS5B	-0.142257815539934	0.03418
BCAP29	-0.126423005703037	0.03476
POLR1B	-0.483379653361834	0.03585
CLPB	-0.122334266203342	0.03615
KIF4A	-0.132419777797495	0.03703
MIA2	-0.131313234677865	0.03776
COX5A	-0.143850897681591	0.03798
MEPCE	-0.130997235324748	0.03819
LMF2	-0.121078520250149	0.0384
DCAF13	-0.121235428732646	0.03855
JAK1	-0.121078520250149	0.03866
PBK	-0.127210631993763	0.03878
SRSF4	-0.120921628831269	0.03891
SH3KBP1	-0.122020227229335	0.03891
ATP6AP2	-0.125950636244774	0.04016
NDUFA13	-0.118570302661484	0.04061
HERC4	-0.127053072332066	0.0409
NELFB	-0.120294233717712	0.04131
PVR	-0.117787378107137	0.04154
CRTAP	-0.116535581897678	0.0416
RAB10	-0.115597447016313	0.04176
DDX18	-0.13574450858126	0.04208
MAP1S	-0.149440579377228	0.04211
GPS1	-0.115284870903967	0.0425
PITRM1	-0.114816133679649	0.04304
SPTLC2	-0.125950636244774	0.04318
ARHGAP35	-0.124691739968656	0.04352
AKT2	-0.134160347841338	0.04366
ZCCHC8	-0.142257815539934	0.04375
TUBB3	-0.113723005382915	0.04404
LRRC8A	-0.126895529875902	0.04409
NCKIPSD	-0.118413683756604	0.04411
RPL28	-0.131945441103797	0.04441
VDAC3	-0.113254775257891	0.04497
ARMC10	-0.114972362500083	0.04536
HYPK	-0.118413683756604	0.04541
ZFPL1	-0.113566911788942	0.04546
FOSL1	-0.113410835081818	0.04548
CHD4	-0.112630704721118	0.04557
RIF1	-0.149600603229745	0.04619
VAPA	-0.113098732313508	0.04625
RAB21	-0.111383372931854	0.04738
APOBEC3C	-0.110137118634821	0.04751
SLBP	-0.139394693240146	0.04889
NAGK	-0.107958760739029	0.04987
THOC6	-0.109514394964469	0.04998
CD46	3.94860084749336	1.102e-09
CNBP	3.73768676140986	2.594e-09
MEA1	3.07741392423814	4.784e-08
LARS	2.57797256871381	6.127e-08
TXNRD1	2.66106547980695	6.127e-08
VCL	2.19723635491871	2.747e-07
CAST	1.91532967601301	4.347e-07
ANXA6	1.73335434061383	8.319e-07
PPIA	1.39889757120247	3.315e-06
HNRNPD	1.3305584000308	3.772e-06
RABGGTB	1.05588975819628	7.106e-06
COA6	0.894526770257395	9.285e-06
OXCT1	0.832687516439532	1.313e-05
CTNNBIP1	2.62293035092018	1.434e-05
HDHD1	0.802400040114839	1.453e-05
GAPDH	1.00144197417391	1.749e-05
SPTAN1	1.14730669878029	1.767e-05
MDN1	0.546956178141411	5.641e-05
WRNIP1	0.701327257412941	5.92e-05
TOMM6	0.58880456701555	6.846e-05
LIMS1	0.562669826102702	8.744e-05
FADS2	0.502839758255932	9.456e-05
PURB	0.523060061795249	0.0001275
ICMT	0.600269753509005	0.0001505
IQSEC2	0.440420720756767	0.0001853
NAP1L1	0.883620816285671	0.0002082
MIA3	0.453122446595813	0.0002119
FKBP15	0.425459304765355	0.0002177
ARL3	0.421155960662223	0.0002435
THUMPD3	0.425459304765355	0.0002454
NDFIP2	0.416839741912829	0.0002535
CARS2	0.432959407276106	0.0002758
C17orf85	0.412510571249805	0.0002773
ERRFI1	0.422233000683048	0.0002898
RPL22	0.387362540835996	0.0003401
PANK2;PANK3	0.387362540835996	0.0003431
SAR1B	0.485426827170242	0.0003456
DPY30	0.500802053057158	0.0003473
MRGBP	0.407080775450501	0.000389
RBX1	0.953078952612507	0.000411
PREB	0.527070335512661	0.0004241
ZNF207	0.396159489073155	0.000509
SEC24A	0.404903122145131	0.0005417
SAFB2	0.359521170427595	0.0005427
RPS27L	0.352758525040637	0.0005631
USP4	0.415758666522498	0.0005749
CD82	0.457331625485014	0.0006396
SNAP29	0.34255474547732	0.0006778
CD58	0.347098670622268	0.0007057
MRPS23	0.350497247084133	0.0007066
LAMA5	0.34255474547732	0.0007109
INPP1	0.340277404766254	0.0007221
NDUFAF2	0.332278283056929	0.0008856
ATP2B4	0.353887836284907	0.0008897
TRRAP	0.34255474547732	0.0009121
STUB1	0.319617934200161	0.0009869
SEC16A	0.318461465167583	0.0009933
LAMC1	0.336854639125465	0.001041
CIAPIN1	0.312665173558394	0.001082
ME2	0.337996463515016	0.001128
TMEM106B	0.399444564589458	0.00114
HEBP2	0.303342394487331	0.001268
FAM98B	0.31034012061215	0.001278
ITGAV	0.305678743242287	0.001333
MTA3	0.297484915710575	0.001361
RABEP2	0.295135249000818	0.001396
IVD	0.305678743242287	0.001405
CMC1	0.2904244038653	0.001668
DDX52	0.545968369105292	0.001672
AAR2	0.283329168051641	0.001737
STXBP3	0.285698125958125	0.001757
CDC73	0.305678743242287	0.00179
PARD3	0.291603558030565	0.001792
NVL	0.319617934200161	0.001922
DSG2	0.2904244038653	0.001958
TRAM2	0.312665173558394	0.002086
NAF1	0.486456955768731	0.002162
JAG1	0.3928669162308	0.002174
GSR	0.282143228781498	0.002185
PPIL4	0.276198865032242	0.002263
MPP5	0.284514133244245	0.002387
PLS1	0.265436896049098	0.002511
PPIE	0.259423152281415	0.002531
NUDT16L1	0.259423152281415	0.002558
RRAS	0.259423152281415	0.002641
ANAPC2	0.261831658752137	0.002657
TMEM109	0.257010618206024	0.00284
PDHX	0.442545456105304	0.00298
PTPRJ	0.263034405833794	0.00305
CSK	0.250961573533219	0.00308
CWC15	0.250961573533219	0.003137
RTFDC1	0.280956313831056	0.003145
TGFBR2	0.248534836138679	0.003171
INTS7	0.259423152281415	0.003197
MCAM	0.255802836602718	0.003272
PSMG1	0.246104009883917	0.0033
UBR1	0.254594043033141	0.003331
ETHE1	0.248534836138679	0.003467
IST1	0.242450073677701	0.003533
ELOVL1	0.259423152281415	0.003837
FTO	0.246104009883917	0.003909
TOR1AIP1	0.238786859587116	0.003942
BAP18	0.237563718317676	0.003947
DDX27	0.238786859587116	0.004027
STX5	0.236339539168374	0.004071
RAP2B	0.242450073677701	0.004107
CTNNA2	0.266636642513989	0.004114
CHMP2A	0.238786859587116	0.004344
EXOC7	0.231432408447965	0.004381
ZRANB2	0.238786859587116	0.004402
RAB1A	0.235114320376357	0.004658
TACC2	0.301002256032814	0.004683
GPR116	0.257010618206024	0.004831
RFC4	0.22650852980868	0.004983
NUDCD2	0.222804561045261	0.00513
PPP1R8	0.264236151043547	0.005234
ARL6IP5	0.306845500314283	0.005334
SMG8	0.237563718317676	0.005488
PPP1R13L	0.22404027421793	0.005733
GIGYF2	0.243669080966863	0.00598
MAP7D1	0.214124805352847	0.006332
NECAP2	0.222804561045261	0.006362
FAM96B	0.212880566344385	0.006391
ZC3H11A	0.232660756790275	0.006543
APBB1IP	0.206643223983395	0.007173
CCDC22	0.204140716780225	0.007687
HSPA6;HSPA7	0.200378797984026	0.008086
CLPP	0.209141397838592	0.008201
DARS2	0.199122642013601	0.008235
TAX1BP1	0.200378797984026	0.008279
NOL11	0.205392512989685	0.008347
RFC2	0.200378797984026	0.008414
RAB6A	0.199122642013601	0.008574
CD2BP2	0.197865391353738	0.008755
RRAGC;RRAGD	0.200378797984026	0.008945
SETD7	0.227741075839128	0.008973
DAG1	0.277389698810864	0.009141
TGOLN2	0.196607044094818	0.00917
ATG9A	0.222804561045261	0.009323
MRPL51	0.197865391353738	0.009436
ARPC5	0.207892851641333	0.009464
AAAS	0.190298791626595	0.009637
POM121;POM121C	0.192825403552391	0.01011
CRKL	0.189033824390017	0.01026
CLIP2	0.263034405833794	0.01049
RHOC	0.181420640280142	0.01121
RPL27A	0.18269229751619	0.0115
NOP16	0.18269229751619	0.01152
NDUFA12	0.252173413202027	0.01153
GRIPAP1	0.186500557644495	0.01157
CCNH	0.204140716780225	0.01168
NSF	0.176322772640463	0.01251
PSMF1	0.180147861158429	0.01253
DERA	0.178873958169795	0.01263
GLRX5	0.176322772640463	0.01271
DIMT1	0.187767747046025	0.01316
MPI	0.173767067736706	0.01344
PPHLN1	0.183962834842595	0.01366
CYCS	0.18269229751619	0.01378
STMN2	0.173767067736706	0.01399
SORT1	0.177598929327733	0.01411
LDLR	0.172487515510134	0.01415
RPS6KB1;RPS6KB2	0.172487515510134	0.01416
SRPR	0.172487515510134	0.01431
CHMP1A	0.173767067736706	0.01453
ACOX1	0.180147861158429	0.01464
CRYZ	0.169925001442312	0.01498
IPO8	0.171206827418142	0.01535
RAB4A	0.168642035558839	0.01571
NDUFV2	0.167357927738514	0.01616
RNF115	0.18269229751619	0.01637
PRDX5	0.171206827418142	0.01686
PEX6	0.160920188181103	0.01717
PSMG2	0.162210036314307	0.01752
MYH14	0.159629185821228	0.0176
POLD1	0.18269229751619	0.01762
ATPIF1	0.173767067736706	0.01792
TLE3;TLE2	0.169925001442312	0.01792
SREK1	0.158337027167101	0.01812
PLBD2	0.175045486110914	0.01813
MRPL13	0.177598929327733	0.01837
UBE2V1	0.160920188181103	0.0185
ABCC1	0.16349873228288	0.01853
NUP133	0.158337027167101	0.01876
STX8	0.172487515510134	0.0189
EMC2	0.15704371014558	0.019
PFDN2	0.160920188181103	0.01914
FABP5	0.183962834842595	0.01918
MEMO1	0.154453592679872	0.0197
MRPL38	0.176322772640463	0.02052
ARFGAP2	0.154453592679872	0.02058
RABEP1	0.151858816727005	0.02099
NUP35	0.151858816727005	0.02105
CTBP2	0.227741075839128	0.02114
SSFA2	0.160920188181103	0.02124
ENSA	0.150559676575381	0.02145
SF3B6	0.147957881387101	0.02245
NSRP1	0.147957881387101	0.02303
CHMP3	0.150559676575381	0.02309
UBE2C	0.149259365499623	0.02391
PPP3CA;PPP3CB	0.151858816727005	0.024
ADSS	0.144046369616707	0.02408
MTHFD1L	0.147957881387101	0.02414
MGAT2	0.155749232677945	0.02432
TAB2	0.189033824390017	0.02443
STBD1	0.147957881387101	0.0248
SYNE3	0.10701824988212	0.02484
PYCR1	0.144046369616707	0.02488
NUP50	0.14535138557262	0.02493
KIF21A	0.150559676575381	0.02522
NIF3L1	0.149259365499623	0.02528
RELA	0.150559676575381	0.02545
LIN7C	0.153156788061421	0.02551
FAM134C	0.14535138557262	0.02551
CALD1	0.144046369616707	0.02556
NBR1	0.146655222119465	0.02609
COX20	0.144046369616707	0.02612
PPP2R5E	0.142740172116082	0.02649
C11orf98	0.138814468902282	0.02717
MRPL15	0.140124223909071	0.02784
POLR1E	0.140124223909071	0.02884
MAP1LC3B;MAP1LC3B2	0.158337027167101	0.02905
MTA2	0.159629185821228	0.0295
NUF2	0.137503523749935	0.02988
SPTBN1	0.0799753767205959	0.03021
TBC1D4	0.151858816727005	0.03026
RRS1	0.14535138557262	0.03039
CBR3	0.134878054343112	0.03055
MOB4	0.134878054343112	0.031
NADK2	0.160920188181103	0.03102
ARL2	0.133563525741106	0.03125
ACY1	0.147957881387101	0.03143
POLD3	0.133563525741106	0.0316
SPR	0.133563525741106	0.03164
CNN3	0.190298791626595	0.03183
RAB13	0.134878054343112	0.03203
CCDC43	0.13224779829844	0.0323
MRPL11	0.142740172116082	0.03262
HOOK3	0.137503523749935	0.03326
POLR1B1	-0.483379653361834	0.03328
FIS1	0.146655222119465	0.03332
MRPL4	0.142740172116082	0.03359
TBC1D13	0.130930869826449	0.0336
XAB2	0.0989584800881688	0.03389
LMAN1	0.13224779829844	0.03422
ARAF	0.149259365499623	0.03517
SAAL1	0.154453592679872	0.03533
NHP2L1	0.128293401009818	0.03539
CDC16	0.12961273813047	0.03551
CDC26	0.13224779829844	0.03568
PPP6R1	0.136191386287144	0.03576
SDCBP	0.128293401009818	0.03592
MUT	0.126972856257766	0.03624
COL6A1	0.137503523749935	0.03677
AURKB	0.134878054343112	0.03702
ATAD3A	0.126972856257766	0.03704
RINT1	0.153156788061421	0.03736
MEN1	0.185232254230161	0.03857
SNX5	0.141432790929296	0.03877
CHD1	0.124328135002202	0.03891
CDC37	0.124328135002202	0.03903
WDR44	0.140124223909071	0.03952
SPCS2	0.124328135002202	0.03964
SPTLC1	0.12961273813047	0.03967
MPZL1	0.121678556588252	0.04012
UBE2M	0.128293401009818	0.04024
ZNF622	0.121678556588252	0.04104
PCBP2	0.121678556588252	0.04127
MYO18A	0.121678556588252	0.04167
SLAIN2	0.120351940365222	0.04186
GNS	0.12565110166152	0.04233
PAIP1	0.121678556588252	0.04237
GSTM1;GSTM4	0.12300395405482	0.04246
NUDT9	0.147957881387101	0.04283
VRK1	0.121678556588252	0.04334
KANK2	0.120351940365222	0.04352
PAFAH1B1	0.117695042669755	0.04407
STRN4	0.12300395405482	0.04458
PDIA6	0.120351940365222	0.04526
NFS1	0.12300395405482	0.04577
COPZ1	0.116364756691785	0.04644
SCAMP4	0.13224779829844	0.04658
VTA1	0.116364756691785	0.04658
SYNJ2	0.121678556588252	0.04698
EDF1	0.11503324294624	0.04707
LIG3	0.119024103142275	0.04716
STIM1	0.11503324294624	0.04723
SIK3	0.120351940365222	0.04737
TIMM8B	0.11503324294624	0.04738
NIT1	0.10701824988212	0.0488
NHLRC2	0.117695042669755	0.04882
TCEAL3;TCEAL6;TCEAL5	0.117695042669755	0.0491
OTUD6B	0.12565110166152	0.04963
ARFGAP1	0.112366523072563	0.04965
PRPF4B	0.11503324294624	0.04999
