M8R1	M8R2	M8R3	M24R1	M24R2	M24R3
ANXA2R-AS1	-0.204107787155328	-0.138673709439868	0.00732704061170164	0.0496076166099915	-0.0915021756910281	-0.255855111326798
ANXA8	0.357362769789323	0.216084558347953	-0.741044596527167	0.249926353304864	0.171371067888534	-0.850255600338347
ANXA8L1	0.329213649091026	-0.113158557260343	-0.474220753235343	0.0426602386812069	-0.0992391974839038	-0.733784803587644
AOC3	-0.0914183501146395	-0.0854224515476698	-0.37603124262984	-0.0854224515476698	-0.73318838723995	1.57526303038754
AP1G2-AS1	0.559483802849146	0.427844778516306	0.237496493223756	0.272083511479156	-0.0900306574991436	0.789365258755856
AP2B1P1	-0.571867844425417	-0.182035664041457	0.191644000880123	-0.0883140431396967	-0.936439926940277	-0.886092993025617
AP4M1	0.112144313602597	-0.0795085275817833	-0.357656874439003	-0.140781366814663	-0.0376552576105738	0.0769129689154475
AP5B1	0.351503028754921	0.313242293714792	-0.0897217044342487	0.118435661328162	0.149486250479791	0.115546230200032
AP5Z1	0.655254155833287	0.371157102231487	-0.166632701395994	0.370951308221388	0.457665031206387	0.781358895845086
APBA2	0.074018712633495	-0.222000772567215	-0.0136721889021851	-0.391273314215975	-0.177642203399525	0.075838110252235
APBA3	0.426702813017194	0.420331481675824	0.0740530369487225	0.256654579453693	0.388335567758872	0.671880737399963
APC2	0.682067348002544	0.416721746069333	0.108435804573384	0.362883110246393	0.436038968362174	0.621118153587034
APCDD1L-DT	-0.254233568812801	-0.304019202433212	-0.120068156478762	-0.528300339106721	-0.274570225203242	-0.0101491952338009
APOBEC3D	0.0304103957296036	-0.128796177508677	-0.496058807490536	0.101947415975814	-0.128796177508677	-0.571026295632237
APOBEC3F	-0.179072239628237	-0.132179532048407	-0.199495388392976	0.0150095412927032	-0.0124778910601666	-0.0115733657220964
APOC1	-0.287911392275873	0.214269276602766	-0.255604631449674	-0.424625015717213	-0.112392267186624	-0.844580983057483
APOL3	0.128756795508233	-0.129522081024767	-0.404385053574417	0.306340853578803	0.124780185590524	0.0842967890878832
AQP1	0.716008630111366	0.368003631087715	-0.902451983519224	0.432977585654836	0.192030351664275	-0.181245182467214
ARG2	-0.213203912091685	-0.277803068408505	-0.140717887915745	-0.0951976513446047	-0.0899209900763651	0.108185098034885
ARHGAP25	0.182128350739008	0.407823007997179	0.464129685264218	-0.0437669919380621	0.0934456560619585	0.122164566470198
ARHGAP27	0.469020490115899	0.28706688839708	0.0517351363663501	0.0915830292323898	0.1440662722171	0.0233120696359697
ARHGAP27P1-BPTFP1-KPNA2P3	-0.369561958045665	-0.280662718695765	-0.601190385513345	0.0909516550279754	-0.157361308654375	-0.491011104359605
ARHGAP28	-0.590221997889105	-0.0437715852131255	0.240080077213185	-0.305574273761005	0.355919134633515	-0.808749216121555
ARHGAP33	0.335013297739053	0.290725175557842	-0.145641818875477	0.199767371072303	0.284497577561643	-0.131432764018268
ARHGAP39	0.629756089792705	0.445427494799056	0.171281303316686	0.188012358986215	0.368503921389594	0.526140049459364
ARHGAP4	0.829303427788596	0.271454399814935	0.130589023856386	0.557829622664245	0.0454384694306151	1.41199578027596
ARHGAP45	0.531365561914498	0.238235426669398	-0.234165570470262	0.471848056587799	0.503398788095097	0.673892006661099
ARHGAP5-AS1	-0.108021605890195	-0.302987978090865	-0.513895031868205	-0.0589691833771449	-0.0559469670496355	-0.0785116662391854
ARHGDIA	0.332790305105416	0.356814989737417	0.0782195544690172	-0.055307063954384	0.184183426909316	0.362431219578117
ARHGEF2-AS2	-0.0422400259984297	-0.0812870707181199	-0.184456922523579	0.14121842106419	-0.15023827738093	0.44681147130165
ARHGEF26	0.174050342476602	0.290288927898692	0.392439889191222	-0.233093726206178	-0.260426957999118	-0.486369907305728
ARHGEF5	0.255459091446697	0.0316067176051265	-0.254312735045213	0.191542319867067	0.122139972670267	-0.470491448662643
ARID3A	0.110264031133553	0.303334645965873	0.324741059639604	0.084266580284984	0.242179565828874	0.290755328166673
ARID4B	-0.255260929357517	-0.249336996593117	0.300866567676483	0.183665848657183	-0.00267242245881683	0.0177541807459836
ARID5A	0.440351430247675	0.479772258482395	0.0817329827220652	-0.151748481608485	-0.229703231321805	0.0153344459479143
ARL2	0.327677948454651	0.23743813881455	-0.286288506285249	0.0445369649734513	0.338654704176751	0.280905471660251
ARMC2	-0.181539053608963	0.00533542361219652	0.291998016399456	-0.302204826722444	-0.182525193204384	-0.508980761619863
ARMC5	0.586146741374327	0.442754767143256	-0.0328785488751233	0.123597593383955	0.301431315601565	0.707448822688946
ARMH3	-0.0419289912314671	-0.0499653084778675	-0.152550659703767	-0.0821249500089678	0.0404516955866328	-0.059019259505467
ARNT2	0.0829692486844671	-0.0981617340169318	-0.489654445749132	0.161609236081167	0.0640565983316677	0.0442008024583682
ARPC4	0.181123879921099	0.0129968270753	-0.2038373209033	-0.236190376161201	-0.0617028967411013	-0.3990657465918
ARRDC1	0.401794284907302	0.155792918016902	-0.23020125042671	0.4449914440764	0.336836552705302	0.881655078011802
ARSA	0.72251512937824	0.13982267311756	0.0195350660776601	0.51497742538792	0.241597287154611	0.37941752888239
ARSG	-0.725933349323227	-0.212543962104986	-0.091285481095106	-0.456418715082826	-0.155721088013836	-0.0538752830346665
ARTN	0.269826144497298	-0.622713211076562	-0.807930165062581	0.979796688629708	0.575182131209289	-0.294337787704432
ARVCF	0.322818124478932	-0.154027225188027	0.348070737921062	0.370405398211542	0.590057965777702	1.11585527037023
ASAP3	0.021481608178437	-0.309195694674983	-0.581624708315413	0.398960972444966	0.319713780958667	0.282668130297566
ASB14	0.621639721759947	0.362849177015447	0.480992567151657	0.365610417837577	0.181069683555377	0.0412434889524365
ASB16	0.431137357435073	0.292557479012013	0.560033962858783	0.115241779200783	-0.171127071911457	0.577039043698043
ASB16-AS1	0.101814699347537	0.100500369981127	-0.215631553243542	-0.000816521151602245	-0.183315345815352	-0.288488886259762
ASMTL-AS1	0.444449383319294	0.0190125556949745	0.555798870886634	0.434151368520244	0.349538390912095	1.01939038671913
ASPHD1	0.574194961303647	0.142189759134446	0.249341772633617	0.267229314131058	0.380317557754607	0.498590103651626
ASPM	-0.101909340263482	-1.32285013955208	0.116408078314217	0.0619264626077172	-0.198009552023782	-0.522932188909383
ASPSCR1	0.296613742461217	0.228545479373798	0.046834592777687	-0.0618282312431919	0.173990372674588	0.234341959349667
ASTN2	-0.471005488754368	-0.165067101491678	-0.447990660268368	-0.0932232663123784	-0.147322849971348	-0.287978835543658
ATAD3A	0.538737653166098	0.5550387441273	0.0344126935569999	0.0292428839326995	0.105296095966899	0.504771320578799
ATAD3B	0.59094053537075	0.52019151437095	0.0431405367214506	0.17099402331395	0.12476638387745	0.70435991995665
ATAD3C	0.596996794636393	1.06809132787962	0.552221586505263	-0.555215316921327	-0.046504058699897	0.693878908098213
ATG13	-0.096758859257335	-0.0809638509589341	-0.272796895802134	-0.0447628270570348	0.0137185239817654	-0.0334111706535349
ATG2A	0.368720906692534	0.185515239589433	-0.237892209752365	0.216653953630134	0.264552365537433	0.699409710518934
ATG4D	0.341208599421291	0.430273129585911	-0.0183878164962774	0.00540934783466263	0.190792607270312	0.664268279792813
ATP1A1-AS1	-0.110139088108244	-0.309310642530973	-0.203155442789573	-0.00263193742525303	-0.346197258370553	0.685124601655716
ATP2C2	0.568427987859629	0.514871613011999	-0.679789570904742	0.315210554773868	0.0486694920152484	0.655020483802148
ATP2C2-AS1	0.438425590398615	0.527324829748515	0.143426587260436	0.654076253951565	0.262028369086245	0.550406383275235
ATP5F1D	0.450800765899499	0.505703577237499	0.031802112993498	0.299985795378598	0.434375853341699	0.836783038965798
ATP5F1EP2	0.495848652721728	0.132001231676008	-1.88107329500586	-0.144037956376142	-0.330725757611741	-1.10101453185594
ATP6V1C2	-0.336937553913306	0.0117941486270139	-0.290741782417506	0.104349887554224	-0.184315462204546	0.127247508037204
ATP6V1FNB	-0.640832784180219	0.0605475589378708	-0.213346953916149	-0.115740464832139	0.261343790751271	0.437228440613801
ATP7B	-0.122520723555509	-0.308858257701869	-0.317440003733188	0.0128536074189114	-0.127183781323758	0.432347669964312
ATP8A2	0.088435156142455	0.205425174061245	-0.00444356498837539	-0.466082895467545	-0.592933450747435	-0.267218097782025
ATP8B3	-0.0287966807332189	-0.332429834536129	-0.475389521607829	0.372324898846522	0.192614432699422	0.529582049094531
AURKAIP1	0.307299808396701	0.2305030122989	-0.00454406348849901	0.101860910923701	0.2538111613207	0.279858644764101
AXIN1	0.293204351920863	0.211040451180963	-0.0409646880894368	0.165514669705065	0.154670935641663	0.668557838416564
B3GALT5	0.0358818539005306	-0.0725779493776795	-0.0449852376241004	-0.0816584730662999	-0.216549742212109	-0.160060506434499
B3GAT3	0.341184274668816	0.309269123842716	0.0488990953105155	0.125819600100415	0.144016750621917	0.681676497665016
B3GNT3	0.117973440281371	-0.0117138983089493	-0.500929334788539	0.25136871385551	-0.00198424224664961	0.22349742107788
B3GNT4	0.433868523940458	-0.172130945022172	-0.261974517917972	0.0476413046837081	0.122116218478948	0.731049392029778
B3GNT8	0.595299731349177	0.0907450591435772	-0.132795579594273	0.582379743026597	0.709085468117897	0.0755199244100968
B4GALNT3	0.0722816483138136	-0.218454261684127	0.131156251330583	0.337581127297264	0.490947963390854	1.18598259101235
B4GALNT4	-0.285483136571631	0.10318457621793	0.25464606437471	0.29614944237588	-0.19842095908205	0.86528730148536
B4GAT1-DT	-0.760173873054814	-0.272938518656595	0.207514113166716	0.284910509317066	0.109006107826145	-0.109295278880094
B9D1	-0.0281682181582354	-0.305651433195766	-0.542036777250826	-0.125942984664496	0.018311406009925	0.327546592100555
BABAM2	-0.0983410210630353	-0.178141825879026	-0.0938986057582056	-0.107392381230655	-0.149289163796626	-0.446631209885615
BAD	0.600288779199248	0.300782342645018	-0.0981505455218716	0.568639337475409	0.747705810617749	-0.155053584245222
BAHCC1	0.0278235704976684	0.0316003954054285	-0.0102977816367922	0.255201305689129	0.412055095776488	0.742253625485798
BAIAP2	0.28880448832895	0.219886153138649	0.0152778318921492	0.0201787725192499	0.216629011149749	0.58546331692115
BAIAP3	0.328894452934844	-0.0585491880300557	-0.033740513276455	0.421492717197845	0.632957110451195	1.29780675840566
BATF	-0.0794232810176254	0.524334696211165	0.389656072226424	-0.129066310957826	0.289445256957225	0.477521537642815
BBC3	-0.060011633287262	-0.020047029952142	-0.527347590262112	0.334213637226398	0.645769737210029	0.685526787345388
BBLN	0.512119804906519	0.240040068082159	-0.0812705003999508	0.26466681714825	0.419013704394459	0.229937870900519
BBS4	-0.129468407111766	-0.0776283251677761	-0.00784735001151482	-0.214532645202805	-0.206001200543305	-0.259450485652966
BCAR1	0.603565089694866	0.350452606450366	-0.128202820007134	0.415229465251967	0.481114645783267	1.03043234919997
BCDIN3D	-0.136278889767429	-0.476451503144538	-0.170965688179148	-0.0890581576640486	-0.262183569445968	-0.548172780528638
BCL3	-0.16469789252306	-0.23077108824819	-0.532285432141331	0.67522228953851	0.62442977239613	1.27193545077635
BCL7C	0.14843325445085	0.0481638924884109	0.112595651005691	-0.0423616949753693	0.127289126396152	0.0716005490774716
BCL9L	0.354993388426251	0.167828108462951	-0.272714284873048	0.226187891958151	0.345272781699551	0.684959437045251
BCYRN1	-0.137088787460512	0.472451788842958	-0.302079678004862	0.806657151715458	0.160483211940918	0.410014308291208
BDP1	-0.220203237120263	-1.00595017741119	0.218362077337847	-0.219539984866811	-0.304775495916742	-0.265662916616732
BEST3	-0.0899531754747818	-0.0899531754747818	0.311161101838419	-0.429869632191601	-0.602547751219341	-0.735241983598081
BEX2	-0.506199387685061	0.28441239638668	0.647677092804638	-0.579379909328721	-0.0201664595618709	0.630205485940619
BHLHE40	-0.2845577280603	-0.291764851800799	-0.8744312583172	0.482269980290601	0.551240624923	0.078476448498801
BISPR	-0.204569772718318	-0.371491139658668	-0.329205434669478	0.0815735391352916	0.0132826390268814	0.0233164241842516
BLOC1S1	0.0928029477610224	-0.000778025921716718	-0.370555863399968	-0.227987383513977	0.034776202667663	-0.00245920763424756
BMP2	-0.23186586230699	0.32042363228783	0.193089647890401	-0.35568201819807	-0.0204489188173698	0.72864408070191
BMP8B	0.00935942981373472	-0.226533747127536	-0.405666985058925	-0.0743750605090057	-0.0189461549320153	0.199427273153124
BOC	0.0274441002712642	0.262001315052144	0.0764010070199541	-0.272768537935746	0.0999098839355641	0.852918301259933
BOLA3-DT	-0.5384649041423	-1.07075749382061	-0.32847320369452	0.112457341425371	0.168293652997431	-0.531268582549649
BOP1	0.5133937709849	0.459607187550999	0.0195265461293985	-0.0318771076344007	0.120089845278299	0.7317018018596
BRAT1	0.477939579490156	0.247270859751955	-0.180766597735044	0.269532665456655	0.388384455730955	0.450536682961856
BRCA2	0.16086043681795	-1.68591924875508	0.0559510776247496	-0.16835401161415	-0.39042249701445	-0.785687698833751
BRD1	0.105198688809146	0.246087867893365	0.0910554490905149	0.221644799898165	0.177029155915665	0.730621016914565
BRF1	0.402081552859265	0.237209823231765	0.0389845651446645	0.171882927151765	0.307238282109164	0.549165742943664
BRI3BP	-0.1652360026661	0.1367504539006	0.276937607371901	-0.0610200908487002	-0.1666217652845	-0.387649322569301
BRSK1	0.157867701283372	-0.113398776740218	-0.377754649688688	-0.0341454293443881	0.159301093634122	0.0372840470324221
BST1	-0.0267678986712285	0.452928058646942	0.676997821474472	-0.735474896064479	-0.369974428194468	0.125450712888882
BTBD2	0.199667944463194	0.103448481468694	-0.283398235031367	0.333833693972794	0.522019121267794	0.680217685637194
BTBD7	-0.0603151371704573	-0.0531716003362366	0.0411487330256231	-0.214681748311407	0.0577487769873031	0.160674839514743
BTC	-0.0877926984724988	0.00183936542590146	-0.107919857323129	-0.0329358725540185	0.106810630603762	-0.434504544137448
BTN3A3	-0.250617709191546	-0.281848774989967	-0.379134119897607	0.469680935152363	0.163338752793344	-0.111127745764698
C10orf88B	0.0377948492169278	0.296307915261698	0.708632605240808	-0.524754561184702	0.0349122256053578	-0.532263387191842
C12orf57	0.236348791658465	0.302909015962104	-0.243602863076227	0.050136685783384	0.270759129675165	0.641639886019513
C12orf60	-0.177512194162548	0.048182463095622	0.604303795105982	-0.378631898418399	-0.406814328241318	-0.921497349702449
C15orf48	0.220913483654526	-0.652477111425384	-0.556871152909505	0.556858105688345	0.0704386577605458	-0.934898642972634
C15orf61	0.0764244825662628	0.535823198882783	0.258083464098863	-0.212623086947128	-0.0321532828527067	-0.107539973775757
C16orf46	0.00271675740889687	0.0501705781240069	0.121813547958237	-0.201906554490264	0.0626805416777065	-0.493989049103903
C16orf74	0.473970386346951	0.374770332986092	0.189887138451431	0.260339275530502	-0.121455368901819	-0.336143569245769
C17orf97	0.0164016317166542	0.0313995584813442	-0.122169568792356	-0.157210182220807	0.157073904174454	-0.128814897442296
C19orf25	0.451384859837637	0.352201409628575	-0.128175565524353	0.054427278109916	0.226591329227626	0.251234566267556
C19orf54	-0.13581178030824	-0.210416060126819	-0.294044356372609	-0.0338846078003598	0.02619576282531	0.120694047475929
C19orf71	0.441500093172691	0.752748745717752	-0.0417287652101086	0.621143924916131	0.681005184897741	0.448848366803412
C1GALT1C1L	-0.303657008980716	-0.327668186091277	-0.280195406885996	-0.749999960635217	-0.195910802251686	-0.237806054222176
C1orf116	-0.0894302498492872	-0.459917720178387	-0.254421140393637	-0.155993770369377	0.0794305429510933	0.575124149869183
C1orf147	-0.494725229787462	-0.477187028916162	-0.740316713719092	0.188084880025499	-0.0792489956060116	0.0843321185500283
C1orf159	0.820728630194957	0.502314110890836	0.0757482825157769	0.528624784495566	0.553692020522247	0.545844912414836
C1orf56	0.145605452878462	0.223031968329932	0.297487823319042	0.190977103068422	0.178318477870512	0.500808007945622
C1QTNF2	-0.0400991043077399	0.49676500538824	0.2815745459339	-0.63233202711268	0.3561669466948	-1.05964631633607
C20orf27	0.258111818287752	0.356214942542652	-0.0943393163034489	-0.0614761092113483	0.21554145097555	0.764621404928452
C2orf16	0.00966429525677981	-0.59633517370585	-0.13098285935151	0.127554632188209	0.0123139630440097	-0.0795145188471906
C2orf72	-0.203885451058818	-0.701544526239358	-0.499712991106438	0.434848797065142	0.372264691055672	-0.328676740716118
C3orf33	-0.440255625971285	0.0551690583865652	0.408992632208955	-0.180411610010985	-0.197049309817335	-0.767146220346455
C4orf19	-0.346345541686806	-0.330369308313466	-0.132152043333637	0.132755525875464	-0.105543423024196	-0.503138378878776
C4orf48	0.95552291588435	0.72182777651659	-0.0324164110193994	1.25999310753389	1.3107422350332	2.25799619597298
C5	-0.1730974738628	-0.476713827362481	-0.270648040067471	0.00186088753472902	-0.0992683405037713	-0.98681639306477
C6orf132	0.200533739495642	-0.00614938597316872	-0.518842270405338	0.0847830770444116	0.076136289885941	0.335184925095831
C6orf136	-0.111945479823528	-0.0210327865973685	-0.120878890369148	-0.189850681531258	-0.302560214304489	-0.301805770155569
C6orf141	-0.0347966118307657	0.167711273244654	0.522494519549536	0.144372360497744	0.0458851981230453	0.461810009718745
C6orf163	-0.121655977750127	0.196940617981013	0.368971704000793	-0.500986307008407	-0.567998929404627	-0.0558050229915867
C6orf223	-0.908553863752148	-0.0319055235640784	0.256767126778131	-0.403097358904269	0.474193836091941	0.246637281565332
C6orf226	0.563456242098959	0.180300763253659	0.18920301536795	0.48502442190438	0.43967031344296	0.68226661367942
C7orf31	-0.678849348797051	-0.288621611421852	0.0148457161243982	-0.305873929580351	0.00351468413630851	-0.464187590218332
C7orf50	0.324660556493233	0.292268375100733	-0.0584549244958659	0.255388575692033	0.414817713339033	0.160929868667033
C8orf58	-0.00505907153288199	-0.072258926278101	-0.419542596542342	0.0107160355449381	0.133746745311928	-0.138942676443602
CA12	-0.469837096009954	-0.763964498835495	-0.500132274299155	0.323174663167705	0.266827669909965	0.0484373266584051
CA2	-0.147148549710674	0.262190126899936	0.0109181894588062	-0.311787548058233	0.115468028247206	0.573627259149006
CA5BP1	0.0403025430019106	-0.0237574301401793	0.0583606653756714	-0.0852356632119893	-0.134140965521979	0.132636909068461
CABLES1	0.112318585567035	-0.0954280158220655	-0.187170943660266	-0.082919457534766	-0.223614780606665	-0.0284413050127661
CACNB2	-0.205662247577162	0.179401153538758	-0.142439204325791	0.0236398865016083	-0.147465264351612	0.327500632612348
CACNB3	0.0204355341920497	-0.260602631946581	-0.282322182416951	0.13556283007589	-0.0347326798966501	0.42683440169816
CACNG7	0.25900956925524	-0.42268166871681	-0.36698076307	0.0240424774501298	-0.53022573614783	0.1303557672173
CACTIN	0.358383073457915	0.288962195656914	0.172636461607384	0.164151377369965	0.247913444951324	0.769491818157915
CALCR	-0.0637418050788146	-0.667113980397315	-0.0550270497019447	0.317121423974015	-0.447272525546795	-0.338637350122045
CALHM2	0.259046867507161	-0.0453587970869798	-0.523901249235969	0.22702558519029	0.19923771066121	0.445150817268029
CALM2P2	0.086909949709864	0.550579338921524	-0.366899416162886	0.120712653122274	-0.0929529210493767	-0.636137371947166
